Boiler_A_Fuel_Composition_Total,CW_TO_EG1_totalizer_delta,CW_TO_EG1_totalizer_lag,Sea_CT_Total_heat_removal_required,Total_Air_Consumption,Total_Air_Demand,Total_Air_Demand_Adjusted,Total_Air_to_Header,Total_BFW_Consumption,Total_BFW_Generated,Total_BFW_Generated_Deaerator_A,Total_BFW_Generated_Deaerator_B,Total_BLR_HPS_Generation,Total_Boilers_Running,Total_CW_Demand,Total_CW_Demand_2,Total_CW_Demand_Adjusted,Total_CW_Demand_both_Headers,Total_CW_Demand_including_EG3,Total_CW_Motors_Header_2_Running,Total_DMW_Demand,Total_Drives_Running,Total_Energy_Bill,Total_Energy_Consumption,Total_Ethylene_Load,Total_Flow_to_Deareator_A_t_hr,Total_Flow_to_Deareator_B_t_hr,Total_Fuel_Compostion_Mass,Total_Fuel_Consumption,Total_Fuel_Consumption_U_O,Total_Fuel_Consumption_without_Boilers,Total_Fuel_Demand,Total_Fuel_Imbalance,Total_Fuel_Supply,Total_Fuel_for_Boilers,Total_Fuel_for_Boilers_corrected,Total_Furnace_fuel,Total_Furnace_fuel_min,Total_Motors_Running,Total_Plant_Bill,Total_Power_Consumption,Total_Power_Consumption_Energy,Total_Power_Consumption_U_O,Total_Power_Consumption_without_Drives,Total_Power_Demand,Total_Power_for_Drives,Total_Products,Total_Reboiler_Steam_flow_C_2620,Total_Reboiler_Steam_flow_C_2620_Energy,Total_Reboiler_Steam_flow_C_4620,Total_Reboiler_Steam_flow_C_4620_Energy,Total_Reboiler_Steam_flow_C_6620,Total_Reboiler_Steam_flow_C_6620_Energy,Total_Steam_To_Regenerator_EG1,Total_Steam_To_Regenerator_EG1_Energy,Total_Steam_To_Regenerator_EG2,Total_Steam_To_Regenerator_EG2_Energy,Total_Steam_To_Regenerator_EG3,Total_Steam_To_Regenerator_EG3_Energy,Total_Steam_To_Stripping_Column_EG1,Total_Steam_To_Stripping_Column_EG1_Energy,Total_Steam_To_Stripping_Column_EG2,Total_Steam_To_Stripping_Column_EG2_Energy,Total_Steam_Turbines_Running,Total_Steam_venting,Total_air_vent,Total_energy_U&O_and_Process_plants,Total_plant_cooling_duty,Total_treated_water_EG1,Total_treated_water_EG2,act_Total_BFW_Consumption,act_Total_CW_Demand_including_EG3,act_Total_Ethylene_Load,act_Total_Fuel_Consumption,act_Total_Fuel_Imbalance,act_total_cw_flow,total_air_generated,total_cw_flow,total_cw_flow_Adjusted,total_sea_water
99.94200000000001,0.0,82494848.0,2157.4862599976977,5.99148321151733,12.77158350878906,10.085360000000001,16.8,1040.553299849635,,,,313.20079687500004,5.0,50047.59448242188,81800.0,50047.59448242188,69549.47674884205,69549.47674884205,2.0,235.158584594727,12.0,,1796.072212072287,474.0,410.71621875,408.13284375,100.0,,,13.364672999875621,19.9622211456299,,35.53917578125,22.863631980694983,,35.872493982315056,35.329660148360915,1.0,,86.8273032636,312.57829174896,52.21230341618791,85.5,1327.3032636,1.3273032636,232.78469006114437,-0.7450873455964033,-2.208082581246811,0.106842137145577,0.3166290011079075,51.78353786468506,153.4616426250277,-0.15429975092411,-0.4497143054534789,0.0054858773946762,0.015988862765975137,42.3787727355957,123.51504284755954,0.506978273391724,1.477613416307449,-0.304059982299805,-0.8861979551957099,11.0,2.5891793346405003,2.686223508789059,,599.3017388882494,0.0,0.0,1040.553299849635,69549.47674884205,474.0,,,50047.59448242188,12.77158350878906,50047.59448242188,50047.59448242188,50894.011701589785
