tag_id,tag_name,tag_type,pi_name,ui_display_name,data_type,uom_id,uom_name,uom_description,model_id,model_tag_id,formula_expression
2513,Boiler_B_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected,inferred,NULL,Boiler B Avg Cp Of Fuel Gas Sensible Heat Corrected,real,6,GJ/ T,6,1,3672,(([Boiler_B_Cp_Total_Fuel_At_Ref_Temp]+[Boiler_B_Cp_Total_Fuel_At_Fuel_Temp])/[Boiler_B_Fg_Mw])/2
2534,Boiler_B_Boiler_Indirect_Efficiency,inferred,NULL,Boiler B Boiler Indirect Efficiency,real,5,%,5,1,3693,"max(92,if([Boiler_B_Status]==0,0,[Boiler_B_Total_Heat_Absorbed_Per_Kg_Of_Fuel]/[Boiler_B_Total_Heat_Input_Per_Kg_Of_Fuel]*100))"
2419,Boiler_B_Boiler_Load,inferred,NULL,Boiler B Boiler Load,real,6,GJ/ T,6,1,3578,[BLR_2_HPS_Gen]
2118,BOILER_B_CBD_Adjusted,inferred,NULL,BOILER B CBD Adjusted,real,4,KG/ HR,4,1,3277,"if((([BOILER_B_CBD]>0.012*[BLR_2_HPS_Gen]*1000) && ([BOILER_B_CONDUCTIVITY]<130) && ([BOILER_B_PH_ANALYZER]>9&&[BOILER_B_PH_ANALYZER]<11)),0.01*[BLR_2_HPS_Gen]*1000,[BOILER_B_CBD])"
2462,Boiler_B_Ch4_Co2_Combustion,inferred,NULL,Boiler B Ch4 Co2 Combustion,real,6,GJ/ T,6,1,3621,[Boiler_B_Fg_Ch4_Mass_Fraction]*2.744
2480,Boiler_B_Ch4_H2O_Combustion,inferred,NULL,Boiler B Ch4 H2O Combustion,real,6,GJ/ T,6,1,3639,[Boiler_B_Fg_Ch4_Mass_Fraction]*2.246
2471,Boiler_B_Ch4_N2_Combustion,inferred,NULL,Boiler B Ch4 N2 Combustion,real,6,GJ/ T,6,1,3630,[Boiler_B_Fg_Ch4_Mass_Fraction]*13.275
2489,Boiler_B_Co2_Formed,inferred,NULL,Boiler B Co2 Formed,real,6,GJ/ T,6,1,3648,[Boiler_B_Ch4_Co2_Combustion]+[Boiler_B_Ethane_Co2_Combustion]+[Boiler_B_Ethylene_Co2_Combustion]+[Boiler_B_Propane_Co2_Combustion]+[Boiler_B_Nc4_Co2_Combustion]+[Boiler_B_Ic4_Co2_Combustion]+[Boiler_B_Nc5_Co2_Combustion]+[Boiler_B_Ic5_Co2_Combustion]
4503,Boiler_B_COC,inferred,NULL,Boiler B COC,real,50,RATIO,50,1,5666,[BOILER_B_CONDUCTIVITY]/[BFW_Conductivity]
2494,Boiler_B_Corrected_Combustion_Air,inferred,NULL,Boiler B Corrected Combustion Air,real,6,GJ/ T,6,1,3653,[Boiler_B_Air_Required_For_Complete_Combustion]/(1-[Boiler_B_Air_Moisture])
2495,Boiler_B_Corrected_Combution_H2O_Formed,inferred,NULL,Boiler B Corrected Combution H2O Formed,real,6,GJ/ T,6,1,3654,[Boiler_B_H2O_Formed]+([Boiler_B_Corrected_Combustion_Air]-[Boiler_B_Air_Required_For_Complete_Combustion])
2500,Boiler_B_Cp_At_Combustion_Temperature,inferred,NULL,Boiler B Cp At Combustion Temperature,real,2,°C,2,1,3659,(((28.98641)+1.85398*(([Boiler_B_Combustion_Air_Temperature]+273.15)/1000)-9.647459*(([Boiler_B_Combustion_Air_Temperature]+273.15)/1000)^2+16.63537*(([Boiler_B_Combustion_Air_Temperature]+273.15)/1000)^3+(0.000117/(([Boiler_B_Combustion_Air_Temperature]+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*(([Boiler_B_Combustion_Air_Temperature]+273.15)/1000)+57.86644*(([Boiler_B_Combustion_Air_Temperature]+273.15)/1000)^2-36.50624*(([Boiler_B_Combustion_Air_Temperature]+273.15)/1000)^3+(-0.007374/(([Boiler_B_Combustion_Air_Temperature]+273.15)/1000)^2))*0.239*0.21)
2503,Boiler_B_Cp_Ch4_Fuel_Temp,inferred,NULL,Boiler B Cp Ch4 Fuel Temp,real,2,°C,2,1,3662,((-0.703029)+108.4773*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)-42.52157*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+5.862788*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.678565/(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239
2504,Boiler_B_Cp_Ethane_Fuel_Temp,inferred,NULL,Boiler B Cp Ethane Fuel Temp,real,2,°C,2,1,3663,(6.08160993967773+173.58246031667*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)-66.9190547406319*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+9.08912024736972*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.129136456966982/(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239
2506,Boiler_B_Cp_Ethylene_Fuel_Temp,inferred,NULL,Boiler B Cp Ethylene Fuel Temp,real,2,°C,2,1,3665,(-6.38788+184.4019*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)-112.9718*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+28.49593*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+0.31554/(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2)*0.239
2518,Boiler_B_Cp_Flue_Gas_Co2_At_Stack_Temp,inferred,NULL,Boiler B Cp Flue Gas Co2 At Stack Temp,real,2,°C,2,1,3677,((24.99735)+55.18696*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)-33.69137*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^2+7.948387*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^3+(-0.136638/(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239
2519,Boiler_B_Cp_Flue_Gas_N2_At_Stack_Temp,inferred,NULL,Boiler B Cp Flue Gas N2 At Stack Temp,real,2,°C,2,1,3678,((28.98641)+1.85398*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239
2502,Boiler_B_Cp_H2_Fuel_Temp,inferred,NULL,Boiler B Cp H2 Fuel Temp,real,2,°C,2,1,3661,((33.066178)-11.363417*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)+11.432816*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-2.772874*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(-0.158558/(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239
2508,Boiler_B_Cp_Ic4_Fuel_Temp,inferred,NULL,Boiler B Cp Ic4 Fuel Temp,real,2,°C,2,1,3667,(8.32665517242186+344.923323425655*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)--141.649866470373*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-17.402696038734*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.0260047492494904/(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239
2510,Boiler_B_Cp_Ic5_Fuel_Temp,inferred,NULL,Boiler B Cp Ic5 Fuel Temp,real,2,°C,2,1,3669,(-16.1426869390769+517.363683637786*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)-271.314078126683*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-56.1566185580689*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.317133464208019/(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239
2507,Boiler_B_Cp_Nc4_Fuel_Temp,inferred,NULL,Boiler B Cp Nc4 Fuel Temp,real,2,°C,2,1,3666,(22.1581076705715+292.589410831127*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)-85.8165101864775*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-1.01394039648879*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.00634969201331822/(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239
2509,Boiler_B_Cp_Nc5_Fuel_Temp,inferred,NULL,Boiler B Cp Nc5 Fuel Temp,real,2,°C,2,1,3668,(-36.7350853904756+580.375772029461*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)-341.586537384626*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-78.4996542134237*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(1.08616950221781/(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239
2517,Boiler_B_Cp_Of_Air_At_Stack_Temp,inferred,NULL,Boiler B Cp Of Air At Stack Temp,real,2,°C,2,1,3676,(((28.98641)+1.85398*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)+57.86644*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^2-36.50624*(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^3+(-0.007374/(([BOILER_B_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239*0.21)
2521,Boiler_B_Cp_Of_H2O_At_Stack_Temp,inferred,NULL,Boiler B Cp Of H2O At Stack Temp,real,2,°C,2,1,3680,(8.22+0.00015*([BOILER_B_STACK_TEMPERATURE]+273.15)+0.00000134*(([BOILER_B_STACK_TEMPERATURE]+273.15)^2))/18.015
2288,Boiler_B_Cp_Of_H2O_At_Stack_Temperature,inferred,NULL,Boiler B Cp Of H2O At Stack Temperature,real,2,°C,2,1,3447,(8.22+0.00015*([BOILER_B_STACK_TEMPERATURE]+273.15)+0.00000134*(([BOILER_B_STACK_TEMPERATURE]+273.15)^2))/18.015
2505,Boiler_B_Cp_Propane_Fuel_Temp,inferred,NULL,Boiler B Cp Propane Fuel Temp,real,2,°C,2,1,3664,(12.6608072783283+232.070245794953*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)-70.3446118121155*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+0.60714221002859*(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.0269571781100411/(([Boiler_B_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239
2512,Boiler_B_Cp_Total_Fuel_At_Fuel_Temp,inferred,NULL,Boiler B Cp Total Fuel At Fuel Temp,real,2,°C,2,1,3671,(([Boiler_B_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*[Boiler_B_Cp_H2_Fuel_Temp]+[Boiler_B_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*[Boiler_B_Cp_Ch4_Fuel_Temp]+([Boiler_B_Fg_Ethylene_Mass_Fraction]/[Component_Ethylene_Mw])*[Boiler_B_Cp_Ethylene_Fuel_Temp]+([Boiler_B_Fg_Ethane_Mass_Fraction]/[Component_Ethane_Mw])*[Boiler_B_Cp_Ethane_Fuel_Temp]+([Boiler_B_Fg_Propane_Mass_Fraction]/[Component_Propane_Mw]*[Boiler_B_Cp_Propane_Fuel_Temp]+([Boiler_B_Fg_Nc4_Mass_Fraction]/[Component_Butane_Mw]*[Boiler_B_Cp_Nc4_Fuel_Temp])+([Boiler_B_Fg_Nc5_Mass_Fraction]/[Component_Pentane_Mw]*[Boiler_B_Cp_Nc5_Fuel_Temp]+[Boiler_B_Fg_Ic4_Mass_Fraction]/[Boiler_B_Cp_Ic4_Fuel_Temp]*[Component_Butane_Mw]+[Boiler_B_Fg_Ic5_Mass_Fraction]/[Component_Pentane_Mw]*[Boiler_B_Cp_Ic5_Fuel_Temp])))*[Boiler_B_Fg_Mw]
2511,Boiler_B_Cp_Total_Fuel_At_Ref_Temp,inferred,NULL,Boiler B Cp Total Fuel At Ref Temp,real,2,°C,2,1,3670,(([Boiler_B_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*6.876+[Boiler_B_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*8.45+([Boiler_B_Fg_Ethylene_Mass_Fraction]/[Component_Ethylene_Mw])*10.02+([Boiler_B_Fg_Ethane_Mass_Fraction]/[Component_Ethane_Mw])*12.52+([Boiler_B_Fg_Propane_Mass_Fraction]/[Component_Propane_Mw]*17.72+([Boiler_B_Fg_Nc4_Mass_Fraction]/[Component_Butane_Mw]*23.79)+([Boiler_B_Fg_Nc5_Mass_Fraction]/[Component_Pentane_Mw]*38.26+[Boiler_B_Fg_Ic4_Mass_Fraction]/[Component_Butane_Mw]*23.79+[Boiler_B_Fg_Ic5_Mass_Fraction]/[Component_Pentane_Mw]*38.26)))*[Boiler_B_Fg_Mw]
2514,Boiler_B_Dry_Flue_Gas_Per_Fuel_Mass_Ratio,inferred,NULL,Boiler B Dry Flue Gas Per Fuel Mass Ratio,real,6,GJ/ T,6,1,3673,[Boiler_B_Excess_Air]*(1-[Boiler_B_Air_Moisture])+[Boiler_B_N2_Formed]+[Boiler_B_Co2_Formed]
1557,Boiler_B_Duty,inferred,NULL,Boiler B Duty,real,17,GJ/ HR,18,1,2720,[Fuel_BLR_2_corrected]*[LHV]
2463,Boiler_B_Ethane_Co2_Combustion,inferred,NULL,Boiler B Ethane Co2 Combustion,real,6,GJ/ T,6,1,3622,[Boiler_B_Fg_Ethane_Mass_Fraction]*2.927
2481,Boiler_B_Ethane_H2O_Combustion,inferred,NULL,Boiler B Ethane H2O Combustion,real,6,GJ/ T,6,1,3640,[Boiler_B_Fg_Ethane_Mass_Fraction]*1.798
2472,Boiler_B_Ethane_N2_Combustion,inferred,NULL,Boiler B Ethane N2 Combustion,real,6,GJ/ T,6,1,3631,[Boiler_B_Fg_Ethane_Mass_Fraction]*12.394
2464,Boiler_B_Ethylene_Co2_Combustion,inferred,NULL,Boiler B Ethylene Co2 Combustion,real,6,GJ/ T,6,1,3623,[Boiler_B_Fg_Ethylene_Mass_Fraction]*3.138
2482,Boiler_B_Ethylene_H2O_Combustion,inferred,NULL,Boiler B Ethylene H2O Combustion,real,6,GJ/ T,6,1,3641,[Boiler_B_Fg_Ethylene_Mass_Fraction]*1.285
2473,Boiler_B_Ethylene_N2_Combustion,inferred,NULL,Boiler B Ethylene N2 Combustion,real,6,GJ/ T,6,1,3632,[Boiler_B_Fg_Ethylene_Mass_Fraction]*11.385
2496,Boiler_B_Excess_Air,inferred,NULL,Boiler B Excess Air,real,6,GJ/ T,6,1,3655,((28.96*[BOILER_B_FLUE_GAS_OXGYGEN])*(([Boiler_B_N2_Formed]/28.01)+([Boiler_B_Corrected_Combution_H2O_Formed]/18.015)+([Boiler_B_Co2_Formed]/44.01))/(20.95-[BOILER_B_FLUE_GAS_OXGYGEN]))
2444,Boiler_B_Fg_Ch4_Mass_Fraction,inferred,NULL,Boiler B Fg Ch4 Mass Fraction,real,6,GJ/ T,6,1,3603,[Boiler_B_Fg_Ch4_Mass_Percentage]/[Boiler_B_Total_Fuel_Compostion_Mass]
2433,Boiler_B_Fg_Ch4_Mass_Percentage,inferred,NULL,Boiler B Fg Ch4 Mass Percentage,real,6,GJ/ T,6,1,3592,[Normalized_Boiler_B_Fg_Ch4_Concentration]*[Component_Methane_Mw]/[Boiler_B_Fg_Mw]
2445,Boiler_B_Fg_Ethane_Mass_Fraction,inferred,NULL,Boiler B Fg Ethane Mass Fraction,real,6,GJ/ T,6,1,3604,[Boiler_B_Fg_Ethane_Mass_Percentage]/[Boiler_B_Total_Fuel_Compostion_Mass]
2434,Boiler_B_Fg_Ethane_Mass_Percentage,inferred,NULL,Boiler B Fg Ethane Mass Percentage,real,6,GJ/ T,6,1,3593,[Normalized_Boiler_B_Fg_Ethane_Concentration]*[Component_Ethane_Mw]/[Boiler_B_Fg_Mw]
2446,Boiler_B_Fg_Ethylene_Mass_Fraction,inferred,NULL,Boiler B Fg Ethylene Mass Fraction,real,6,GJ/ T,6,1,3605,[Boiler_B_Fg_Ethylene_Mass_Percentage]/[Boiler_B_Total_Fuel_Compostion_Mass]
2435,Boiler_B_Fg_Ethylene_Mass_Percentage,inferred,NULL,Boiler B Fg Ethylene Mass Percentage,real,6,GJ/ T,6,1,3594,[Normalized_Boiler_B_Fg_Ethylene_Concentration]*[Component_Ethylene_Mw]/[Boiler_B_Fg_Mw]
2448,Boiler_B_Fg_Hydrogen_Mass_Fraction,inferred,NULL,Boiler B Fg Hydrogen Mass Fraction,real,6,GJ/ T,6,1,3607,[Boiler_B_Fg_Hydrogen_Mass_Percentage]/[Boiler_B_Total_Fuel_Compostion_Mass]
2438,Boiler_B_Fg_Hydrogen_Mass_Percentage,inferred,NULL,Boiler B Fg Hydrogen Mass Percentage,real,6,GJ/ T,6,1,3597,[Normalized_Boiler_B_Fg_Hydrogen_Concentration]*[Component_Hydrogen_Mw]/[Boiler_B_Fg_Mw]
2449,Boiler_B_Fg_Ic4_Mass_Fraction,inferred,NULL,Boiler B Fg Ic4 Mass Fraction,real,6,GJ/ T,6,1,3608,[Boiler_B_Fg_Ic4_Mass_Percentage]/[Boiler_B_Total_Fuel_Compostion_Mass]
2439,Boiler_B_Fg_Ic4_Mass_Percentage,inferred,NULL,Boiler B Fg Ic4 Mass Percentage,real,6,GJ/ T,6,1,3598,[Normalized_Boiler_B_Fg_Ic4_Concentration]*[Component_Butane_Mw]/[Boiler_B_Fg_Mw]
2452,Boiler_B_Fg_Ic5_Mass_Fraction,inferred,NULL,Boiler B Fg Ic5 Mass Fraction,real,6,GJ/ T,6,1,3611,[Boiler_B_Fg_Ic5_Mass_Percentage]/[Boiler_B_Total_Fuel_Compostion_Mass]
2442,Boiler_B_Fg_Ic5_Mass_Percentage,inferred,NULL,Boiler B Fg Ic5 Mass Percentage,real,6,GJ/ T,6,1,3601,[Normalized_Boiler_B_Fg_Ic5_Concentration]*[Component_Pentane_Mw]/[Boiler_B_Fg_Mw]
2432,Boiler_B_Fg_Mw,inferred,NULL,Boiler B Fg Mw,real,6,GJ/ T,6,1,3591,([Normalized_Boiler_B_Fg_Ch4_Concentration]*[Component_Methane_Mw]+[Normalized_Boiler_B_Fg_Ethane_Concentration]*[Component_Ethane_Mw]+[Normalized_Boiler_B_Fg_Ethylene_Concentration]*[Component_Ethylene_Mw]+[Normalized_Boiler_B_Fg_Propane_Concentration]*[Component_Propane_Mw]+[Normalized_Boiler_B_Fg_Ic4_Concentration]*[Component_Butane_Mw]+[Normalized_Boiler_B_Fg_Nc5_Concentration]*[Component_Pentane_Mw]+[Normalized_Boiler_B_Fg_Hydrogen_Concentration]*[Component_Hydrogen_Mw]+[Normalized_Boiler_B_Fg_N2_Concentration]*[Component_Nitrogen_Mw]+[Normalized_Boiler_B_Fg_Nc4_Concentration]*[Component_Butane_Mw]+[Normalized_Boiler_B_Fg_Ic5_Concentration]*[Component_Pentane_Mw])/100
2450,Boiler_B_Fg_Nc4_Mass_Fraction,inferred,NULL,Boiler B Fg Nc4 Mass Fraction,real,6,GJ/ T,6,1,3609,[Boiler_B_Fg_Nc4_Mass_Percentage]/[Boiler_B_Total_Fuel_Compostion_Mass]
2440,Boiler_B_Fg_Nc4_Mass_Percentage,inferred,NULL,Boiler B Fg Nc4 Mass Percentage,real,6,GJ/ T,6,1,3599,[Normalized_Boiler_B_Fg_Nc4_Concentration]*[Component_Butane_Mw]/[Boiler_B_Fg_Mw]
2451,Boiler_B_Fg_Nc5_Mass_Fraction,inferred,NULL,Boiler B Fg Nc5 Mass Fraction,real,6,GJ/ T,6,1,3610,[Boiler_B_Fg_Nc5_Mass_Percentage]/[Boiler_B_Total_Fuel_Compostion_Mass]
2441,Boiler_B_Fg_Nc5_Mass_Percentage,inferred,NULL,Boiler B Fg Nc5 Mass Percentage,real,6,GJ/ T,6,1,3600,[Normalized_Boiler_B_Fg_Nc5_Concentration]*[Component_Pentane_Mw]/[Boiler_B_Fg_Mw]
2437,Boiler_B_Fg_Nitrogen_Mass_Percentage,inferred,NULL,Boiler B Fg Nitrogen Mass Percentage,real,6,GJ/ T,6,1,3596,[Normalized_Boiler_B_Fg_N2_Concentration]*[Component_Nitrogen_Mw]/[Boiler_B_Fg_Mw]
2447,Boiler_B_Fg_Propane_Mass_Fraction,inferred,NULL,Boiler B Fg Propane Mass Fraction,real,6,GJ/ T,6,1,3606,[Boiler_B_Fg_Propane_Mass_Percentage]/[Boiler_B_Total_Fuel_Compostion_Mass]
2436,Boiler_B_Fg_Propane_Mass_Percentage,inferred,NULL,Boiler B Fg Propane Mass Percentage,real,6,GJ/ T,6,1,3595,[Normalized_Boiler_B_Fg_Propane_Concentration]*[Component_Propane_Mw]/[Boiler_B_Fg_Mw]
2516,Boiler_B_Flue_Gas_Mw,inferred,NULL,Boiler B Flue Gas Mw,real,6,GJ/ T,6,1,3675,[Boiler_B_Flue_Gas_Per_Fuel_Mass_Ratio]/([Boiler_B_Co2_Formed]/44.01+[Boiler_B_Total_H2O_Per_Kg_Of_Fuel]/18.015+[Boiler_B_N2_Formed]/28.01+[Boiler_B_Excess_Air]/28.96)
2213,BOILER_B_FLUE_GAS_OXGYGEN_Adjusted,inferred,NULL,BOILER B FLUE GAS OXGYGEN Adjusted,real,27,-,28,1,3372,"if([BOILER_B_FLUE_GAS_OXGYGEN]-[BOILER_B_FLUE_GAS_OXGYGEN_peeo]>100,[BOILER_B_FLUE_GAS_OXGYGEN_peeo],[BOILER_B_FLUE_GAS_OXGYGEN])"
4376,BOILER_B_FLUE_GAS_OXGYGEN_flag,inferred,NULL,BOILER_B_FLUE_GAS_OXGYGEN_flag,real,3,MT/ HR,3,1,5540,"if([BOILER_B_FLUE_GAS_OXGYGEN]-[BOILER_B_FLUE_GAS_OXGYGEN_Adjusted]==0,0,1)"
4402,BOILER_B_FLUE_GAS_OXGYGEN_flag_Adjusted,inferred,NULL,BOILER_B_FLUE_GAS_OXGYGEN_flag_Adjusted,real,20,$/ HR,21,1,5566,"if([BOILER_B_FLUE_GAS_OXGYGEN]-[BOILER_B_FLUE_GAS_OXGYGEN_Adjusted]==0,0,1)"
3009,BOILER_B_FLUE_GAS_OXGYGEN_KEV,inferred,NULL,Boiler B Excess O2,real,5,%,5,1,4168,[BOILER_B_FLUE_GAS_OXGYGEN]
2515,Boiler_B_Flue_Gas_Per_Fuel_Mass_Ratio,inferred,NULL,Boiler B Flue Gas Per Fuel Mass Ratio,real,6,GJ/ T,6,1,3674,[Boiler_B_Dry_Flue_Gas_Per_Fuel_Mass_Ratio]+[Boiler_B_Total_H2O_Per_Kg_Of_Fuel]
2421,Boiler_B_Fuel_Composition_Total,inferred,NULL,Boiler B Fuel Composition Total,real,6,GJ/ T,6,1,3580,([Boiler_Fg_Ch4_Concentration]+[Boiler_Fg_Ethane_Concentration]+[Boiler_Fg_Ethylene_Concentration]+[Boiler_Fg_Propane_Concentration]+[Boiler_Fg_Nc5_Concentration]+[Boiler_Fg_Ic5_Concentration]+[Boiler_Fg_Ic4_Concentration]+[Boiler_Fg_Nc4_Concentration]+[Boiler_Fg_Hydrogen_Concentration]+[Boiler_Fg_N2_Concentration])
2479,Boiler_B_H2_H2O_Combustion,inferred,NULL,Boiler B H2 H2O Combustion,real,6,GJ/ T,6,1,3638,[Boiler_B_Fg_Hydrogen_Mass_Fraction]*8.937
2470,Boiler_B_H2_N2_Combustion,inferred,NULL,Boiler B H2 N2 Combustion,real,6,GJ/ T,6,1,3629,[Boiler_B_Fg_Hydrogen_Mass_Fraction]*26.407
2491,Boiler_B_H2O_Formed,inferred,NULL,Boiler B H2O Formed,real,6,GJ/ T,6,1,3650,[Boiler_B_H2_H2O_Combustion]+[Boiler_B_Ch4_H2O_Combustion]+[Boiler_B_Ethane_H2O_Combustion]+[Boiler_B_Ethylene_H2O_Combustion]+[Boiler_B_Propane_H2O_Combustion]+[Boiler_B_Ic4_H2O_Combustion]+[Boiler_B_Nc4_H2O_Combustion]+[Boiler_B_Ic5_H2O_Combustion]+[Boiler_B_Nc5_H2O_Combustion]
2527,Boiler_B_Heat_Loss_Due_To_Evaporation_Of_Water_Formed_Due_To_H2_In_Fuel_L2,inferred,NULL,Boiler B Heat Loss Due To Evaporation Of Water Formed Due To H2 In Fuel L2,real,6,GJ/ T,6,1,3686,"if([Boiler_B_Status]==0,0,9*[Boiler_B_Fg_Hydrogen_Mass_Fraction]*(584+[Boiler_B_Cp_Of_H2O_At_Stack_Temperature]*([BOILER_B_STACK_TEMPERATURE]-[Ambient_Temperature_1])))"
2528,Boiler_B_Heat_Loss_Due_To_H2O_In_Stack_L3,inferred,NULL,Boiler B Heat Loss Due To H2O In Stack L3,real,6,GJ/ T,6,1,3687,"if([Boiler_B_Status]==0,0,[Boiler_B_Total_H2O_Per_Kg_Of_Fuel]*([BOILER_B_STACK_TEMPERATURE]*1.77251246754294+2494.5133413964-2529.43)/4.184)"
2529,Boiler_B_Heat_Loss_Due_To_Incomplete_Combustionl4,inferred,NULL,Boiler B Heat Loss Due To Incomplete Combustionl4,real,6,GJ/ T,6,1,3688,"if([Boiler_B_Status]==0,0,0*10^-6*28*5654*[Boiler_B_Boiler_Load])"
2467,Boiler_B_Ic4_Co2_Combustion,inferred,NULL,Boiler B Ic4 Co2 Combustion,real,6,GJ/ T,6,1,3626,[Boiler_B_Fg_Ic4_Mass_Fraction]*3.029
2484,Boiler_B_Ic4_H2O_Combustion,inferred,NULL,Boiler B Ic4 H2O Combustion,real,6,GJ/ T,6,1,3643,[Boiler_B_Fg_Nc4_Mass_Fraction]*1.55
2475,Boiler_B_Ic4_N2_Combustion,inferred,NULL,Boiler B Ic4 N2 Combustion,real,6,GJ/ T,6,1,3634,[Boiler_B_Fg_Ic4_Mass_Fraction]*11.908
2469,Boiler_B_Ic5_Co2_Combustion,inferred,NULL,Boiler B Ic5 Co2 Combustion,real,6,GJ/ T,6,1,3628,[Boiler_B_Fg_Ic5_Mass_Fraction]*3.05
2486,Boiler_B_Ic5_H2O_Combustion,inferred,NULL,Boiler B Ic5 H2O Combustion,real,6,GJ/ T,6,1,3645,[Boiler_B_Fg_Ic5_Mass_Fraction]*1.498
2477,Boiler_B_Ic5_N2_Combustion,inferred,NULL,Boiler B Ic5 N2 Combustion,real,6,GJ/ T,6,1,3636,[Boiler_B_Fg_Ic5_Mass_Fraction]*11.805
2524,Boiler_B_Mixed_Lhv_Per_Kg,inferred,NULL,Boiler B Mixed Lhv Per Kg,real,6,GJ/ T,6,1,3683,([Boiler_Lhv])
2490,Boiler_B_N2_Formed,inferred,NULL,Boiler B N2 Formed,real,6,GJ/ T,6,1,3649,[Boiler_B_H2_N2_Combustion]+[Boiler_B_Ch4_N2_Combustion]+[Boiler_B_Ethane_N2_Combustion]+[Boiler_B_Ethylene_N2_Combustion]+[Boiler_B_Propane_N2_Combustion]+[Boiler_B_Ic4_N2_Combustion]+[Boiler_B_Nc4_N2_Combustion]+[Boiler_B_Ic5_N2_Combustion]+[Boiler_B_Nc5_N2_Combustion]
