output_pi_name,seu_id,tag_id,category,output_type,active
UN.UO.Air_Compressor_A_Vent_Cost_EO_CALC_OUTPUT,NULL,1690,Non_SEU,actual,1
UN.UO.Air_Compressor_A_Vent_Flow_Benefit_EO_CALC_OUTPUT,NULL,2140,Non_SEU,actual,1
UN.UO.Air_Compressor_B_Vent_Flow_Benefit_EO_CALC_OUTPUT,NULL,2141,Non_SEU,actual,1
UN.UO.Air_Compressor_C_Vent_Flow_Benefit_EO_CALC_OUTPUT,NULL,2142,Non_SEU,actual,1
UN.UO.Air_Compressor_D_Vent_Cost_EO_CALC_OUTPUT,NULL,1693,Non_SEU,actual,1
UN.UO.Air_Compressor_D_Vent_Flow_Benefit_EO_CALC_OUTPUT,NULL,2143,Non_SEU,actual,1
UN.UO.Air_Compressor_Motor_B_Power_Benefit_EO_CALC_OUTPUT,NULL,1349,Non_SEU,actual,1
UN.UO.Air_Compressor_Motor_C_Power_Benefit_EO_CALC_OUTPUT,NULL,1350,Non_SEU,actual,1
UN.UO.Air_Compressor_Turbine_A_Steam_Benefit_EO_CALC_OUTPUT,NULL,1347,Non_SEU,actual,1
UN.UO.Air_Compressor_Turbine_D_Steam_Benefit_EO_CALC_OUTPUT,NULL,1348,Non_SEU,actual,1
UN.UO.Air_Cost_Factor_EO_CALC_OUTPUT,NULL,4005,Non_SEU,actual,1
UN.UO.Air_Cost_Target_EO_CALC_OUTPUT,NULL,4006,Non_SEU,actual,1
UN.UO.Air_KPI_Doller_EO_CALC_OUTPUT,NULL,1810,Non_SEU,actual,1
UN.UO.All_HP_MP_Shaft_Loss_Target_EO_CALC_OUTPUT,NULL,3972,Non_SEU,optimum,1
UN.UO.BFW_A_Motor_Power_Benefit_EO_CALC_OUTPUT,NULL,1338,Non_SEU,actual,1
UN.UO.BFW_B_Turb_Steam_Benefit_EO_CALC_OUTPUT,NULL,1341,Non_SEU,actual,1
UN.UO.BFW_C_Turb_Steam_Benefit_EO_CALC_OUTPUT,NULL,1342,Non_SEU,actual,1
UN.UO.BFW_Cost_EO_CALC_OUTPUT,NULL,853,Non_SEU,actual,1
UN.UO.BFW_D_Motor_Power_Benefit_EO_CALC_OUTPUT,NULL,1339,Non_SEU,actual,1
UN.UO.BFW_E_Turb_Steam_Benefit_EO_CALC_OUTPUT,NULL,1343,Non_SEU,actual,1
UN.UO.BFW_F_Motor_Power_Benefit_EO_CALC_OUTPUT,NULL,1340,Non_SEU,actual,1
UN.UO.BFW_to_EOEG_1_Benefit_EO_CALC_OUTPUT,NULL,1711,Non_SEU,actual,1
UN.UO.BFW_to_EOEG_2_Benefit_EO_CALC_OUTPUT,NULL,1712,Non_SEU,actual,1
UN.UO.BFW_to_EOEG_3_Benefit_EO_CALC_OUTPUT,NULL,1713,Non_SEU,actual,1
UN.UO.BFW_TO_LAO_Benefit_EO_CALC_OUTPUT,NULL,1714,Non_SEU,actual,1
UN.UO.BO-7101A.Fuel_Boiler_1_Target_Energy_EO_CALC_OUTPUT,NULL,3592,Non_SEU,optimum,1
UN.UO.BO-7101B.Fuel_Boiler_2_Target_Energy_EO_CALC_OUTPUT,NULL,3593,Non_SEU,optimum,1
UN.UO.BO-7101C.Fuel_Boiler_3_Target_Energy_EO_CALC_OUTPUT,NULL,3594,Non_SEU,optimum,1
UN.UO.BO-7101D.Fuel_Boiler_4_Target_Energy_EO_CALC_OUTPUT,NULL,3595,Non_SEU,optimum,1
UN.UO.BO-7104A.KEV_Actual_Steam_Production_Optimum_EO_CALC_OUTPUT,NULL,3004,Non_SEU,optimum,1
UN.UO.BO-7104A.KEV_Blow_Down_Optimum_EO_CALC_OUTPUT,NULL,1144,Non_SEU,optimum,1
UN.UO.BO-7104A.KEV_Excess_O2_Optimum_EO_CALC_OUTPUT,NULL,3005,Non_SEU,optimum,1
UN.UO.BO-7104A.KEV_Stack_Temp_Optimum_EO_CALC_OUTPUT,NULL,3003,Non_SEU,optimum,1
UN.UO.BO-7104B.KEV_Actual_Steam_Production_Optimum_EO_CALC_OUTPUT,NULL,3008,Non_SEU,optimum,1
UN.UO.BO-7104B.KEV_Blow_Down_Optimum_EO_CALC_OUTPUT,NULL,1145,Non_SEU,optimum,1
UN.UO.BO-7104B.KEV_Excess_O2_Optimum_EO_CALC_OUTPUT,NULL,3009,Non_SEU,optimum,1
UN.UO.BO-7104B.KEV_Stack_Temp_Optimum_EO_CALC_OUTPUT,NULL,3007,Non_SEU,optimum,1
UN.UO.BO-7104C.KEV_Actual_Steam_Production_Optimum_EO_CALC_OUTPUT,NULL,3012,Non_SEU,optimum,1
UN.UO.BO-7104C.KEV_Blow_Down_Optimum_EO_CALC_OUTPUT,NULL,1146,Non_SEU,optimum,1
UN.UO.BO-7104C.KEV_Excess_O2_Optimum_EO_CALC_OUTPUT,NULL,3013,Non_SEU,optimum,1
UN.UO.BO-7104C.KEV_Stack_Temp_Optimum_EO_CALC_OUTPUT,NULL,3011,Non_SEU,optimum,1
UN.UO.BO-7104D.KEV_Actual_Steam_Production_Optimum_EO_CALC_OUTPUT,NULL,3016,Non_SEU,optimum,1
UN.UO.BO-7104D.KEV_Blow_Down_Optimum_EO_CALC_OUTPUT,NULL,1147,Non_SEU,optimum,1
UN.UO.BO-7104D.KEV_Excess_O2_Optimum_EO_CALC_OUTPUT,NULL,3017,Non_SEU,optimum,1
UN.UO.BO-7104D.KEV_Stack_Temp_Optimum_EO_CALC_OUTPUT,NULL,3015,Non_SEU,optimum,1
UN.UO.BO-7104E.KEV_Actual_Steam_Production_Optimum_EO_CALC_OUTPUT,NULL,3020,Non_SEU,optimum,1
UN.UO.BO-7104E.KEV_Blow_Down_Optimum_EO_CALC_OUTPUT,NULL,1148,Non_SEU,optimum,1
UN.UO.BO-7104E.KEV_Excess_O2_Optimum_EO_CALC_OUTPUT,NULL,3021,Non_SEU,optimum,1
UN.UO.BO-7104E.KEV_Stack_Temp_Optimum_EO_CALC_OUTPUT,NULL,3019,Non_SEU,optimum,1
UN.UO.Boiler_1_HPS_Gen_Benefit_EO_CALC_OUTPUT,NULL,1332,Non_SEU,actual,1
UN.UO.Boiler_2_HPS_Gen_Benefit_EO_CALC_OUTPUT,NULL,1333,Non_SEU,actual,1
UN.UO.Boiler_3_HPS_Gen_Benefit_EO_CALC_OUTPUT,NULL,1334,Non_SEU,actual,1
UN.UO.Boiler_4_HPS_Gen_Benefit_EO_CALC_OUTPUT,NULL,1335,Non_SEU,actual,1
UN.UO.Boiler_5_HPS_Gen_Benefit_EO_CALC_OUTPUT,NULL,1336,Non_SEU,actual,1
UN.UO.Carbon_Neutrality_Index_EO_CALC_OUTPUT,NULL,1195,Non_SEU,actual,1
UN.UO.Contribution_from_SEUs_EO_CALC_OUTPUT,NULL,1835,Non_SEU,actual,1
UN.UO.Contribution_to_SEEC_Electricity_EO_CALC_OUTPUT,NULL,3843,Non_SEU,actual,1
UN.UO.Contribution_to_SEEC_Equivalent_Electricity_EO_CALC_OUTPUT,NULL,3847,Non_SEU,actual,1
UN.UO.Contribution_to_SEEC_Equivalent_Fuel_EO_CALC_OUTPUT,NULL,3845,Non_SEU,actual,1
UN.UO.Contribution_to_SEEC_Equivalent_Steam_EO_CALC_OUTPUT,NULL,3846,Non_SEU,actual,1
UN.UO.Contribution_to_SEEC_Equivalent_Total_EO_CALC_OUTPUT,NULL,3848,Non_SEU,actual,1
UN.UO.Contribution_to_SEEC_Fuel_EO_CALC_OUTPUT,NULL,3841,Non_SEU,actual,1
UN.UO.Contribution_to_SEEC_Steam_EO_CALC_OUTPUT,NULL,3842,Non_SEU,actual,1
UN.UO.Contribution_to_SEEC_Total_EO_CALC_OUTPUT,NULL,3844,Non_SEU,actual,1
UN.UO.Costing_Total_BFW_Cost_EO_CALC_OUTPUT,NULL,1299,Non_SEU,actual,1
UN.UO.CW_Chemical_Bill_Delta_EO_CALC_OUTPUT,NULL,2901,Non_SEU,actual,1
UN.UO.CW_Closed_Circuit_Pumping_Cost_EO_CALC_OUTPUT,NULL,2899,Non_SEU,actual,1
UN.UO.CW_KPI_Doller_EO_CALC_OUTPUT,NULL,1812,Non_SEU,actual,1
UN.UO.CW_KPI_Doller_Target_EO_CALC_OUTPUT,NULL,1812,Non_SEU,optimum,1
UN.UO.CW_Motor_C_Power_Benefit_EO_CALC_OUTPUT,NULL,1357,Non_SEU,actual,1
UN.UO.CW_Motor_D_Power_Benefit_EO_CALC_OUTPUT,NULL,1358,Non_SEU,actual,1
UN.UO.CW_Motor_E_Power_Benefit_EO_CALC_OUTPUT,NULL,1359,Non_SEU,actual,1
UN.UO.CW_Motor_F_Power_Benefit_EO_CALC_OUTPUT,NULL,1360,Non_SEU,actual,1
UN.UO.CW_TO_EG1_Benefit_EO_CALC_OUTPUT,NULL,1717,Non_SEU,actual,1
UN.UO.CW_TO_EG2_Benefit_EO_CALC_OUTPUT,NULL,1718,Non_SEU,actual,1
UN.UO.CW_TO_ETH_Benefit_EO_CALC_OUTPUT,NULL,1716,Non_SEU,actual,1
UN.UO.CW_TO_LAO_Benefit_EO_CALC_OUTPUT,NULL,1719,Non_SEU,actual,1
UN.UO.CW_TO_UTILITIES_Benefit_EO_CALC_OUTPUT,NULL,1720,Non_SEU,actual,1
UN.UO.CW_Turbine_A_Steam_Benefit_EO_CALC_OUTPUT,NULL,1354,Non_SEU,actual,1
UN.UO.CW_Turbine_B_Steam_Benefit_EO_CALC_OUTPUT,NULL,1355,Non_SEU,actual,1
UN.UO.CW_Turbine_G_Steam_Benefit_EO_CALC_OUTPUT,NULL,1356,Non_SEU,actual,1
UN.UO.DM_Water_Makeup_Benefit_EO_CALC_OUTPUT,NULL,1330,Non_SEU,actual,1
UN.UO.DMW_Bill_Delta_EO_CALC_OUTPUT,NULL,1194,Non_SEU,actual,1
UN.UO.DMW_Motor_B_Power_Benefit_EO_CALC_OUTPUT,NULL,1353,Non_SEU,actual,1
UN.UO.DMW_Turbine_A_Steam_Benefit_EO_CALC_OUTPUT,NULL,1351,Non_SEU,actual,1
UN.UO.DMW_Turbine_C_Steam_Benefit_EO_CALC_OUTPUT,NULL,1352,Non_SEU,actual,1
UN.UO.Dump_Target_EO_CALC_OUTPUT,NULL,1046,Non_SEU,optimum,1
UN.UO.Energy_Bill_Efficiency_EO_CALC_OUTPUT,NULL,361,Non_SEU,actual,1
UN.UO.Energy_Intensity_Percent_Improvement_EO_CALC_OUTPUT,NULL,3883,Non_SEU,actual,1
UN.UO.ETH_HPS_Demand_2_Delta_EO_CALC_OUTPUT,NULL,3733,Non_SEU,optimum,0
UN.UO.ETH_HPS_Demand_Benefit_EO_CALC_OUTPUT,NULL,1702,Non_SEU,actual,1
UN.UO.ETH_HPS_Demand_Delta_EO_CALC_OUTPUT,NULL,4372,Non_SEU,optimum,1
UN.UO.ETH_LPS_Demand_Benefit_EO_CALC_OUTPUT,NULL,1707,Non_SEU,actual,1
UN.UO.FD_Fan_Boiler_1_Steam_Benefit_EO_CALC_OUTPUT,NULL,1361,Non_SEU,actual,1
UN.UO.FD_Fan_Boiler_2_Steam_Benefit_EO_CALC_OUTPUT,NULL,1362,Non_SEU,actual,1
UN.UO.FD_Fan_Boiler_3_Steam_Benefit_EO_CALC_OUTPUT,NULL,1363,Non_SEU,actual,1
UN.UO.FD_Fan_Boiler_4_Steam_Benefit_EO_CALC_OUTPUT,NULL,1364,Non_SEU,actual,1
UN.UO.FD_Fan_Boiler_5_Steam_Benefit_EO_CALC_OUTPUT,NULL,1365,Non_SEU,actual,1
UN.UO.Fuel_Bill_Delta_EO_CALC_OUTPUT,NULL,1193,Non_SEU,actual,1
UN.UO.Fuel_Consumption_Delta_EO_CALC_OUTPUT,NULL,1197,Non_SEU,actual,1
UN.UO.Fuel_Consumption_Energy_Delta_EO_CALC_OUTPUT,NULL,1884,Non_SEU,actual,1
UN.UO.Fuel_Gas_From_UO_to_ETH_Benefit_EO_CALC_OUTPUT,NULL,1722,Non_SEU,actual,1
UN.UO.Fuel_Gas_From_UO_to_LAO_Benefit_EO_CALC_OUTPUT,NULL,1723,Non_SEU,actual,1
UN.UO.HP_Steam_Consumption_Benefit_EO_CALC_OUTPUT,NULL,1325,Non_SEU,actual,1
UN.UO.HP_Steam_Cost_EO_CALC_OUTPUT,NULL,795,Non_SEU,actual,1
UN.UO.HP_Steam_enthalpy_Cost_EO_CALC_OUTPUT,NULL,1321,Non_SEU,actual,1
UN.UO.HP_Steam_Vent_Valve_PC7027_Steam_Flow_Out_ETH_Benefit_EO_CALC_OUTPUT,NULL,1370,Non_SEU,actual,1
UN.UO.HP_Steam_Vent_Valve_PC7032_Steam_Flow_Out_ETH_Benefit_EO_CALC_OUTPUT,NULL,1369,Non_SEU,actual,1
UN.UO.HP_Steam_Vent_valve_PV0012_Steam_Flow_out_UO_Benefit_EO_CALC_OUTPUT,NULL,1367,Non_SEU,actual,1
UN.UO.LAO_LP_Steam_Demand_Benefit_EO_CALC_OUTPUT,NULL,1706,Non_SEU,actual,1
UN.UO.LP_for_Heating_only_HPS_Boiler_Cost_EO_CALC_OUTPUT,NULL,1309,Non_SEU,actual,1
UN.UO.LP_Steam_Consumption_Benefit_EO_CALC_OUTPUT,NULL,1327,Non_SEU,actual,1
UN.UO.LP_Steam_Cost_EO_CALC_OUTPUT,NULL,806,Non_SEU,actual,1
UN.UO.LP_Steam_Cost_from_HP_Turbine_Drives_EO_CALC_OUTPUT,NULL,1302,Non_SEU,actual,1
UN.UO.LP_Steam_Cost_from_MP_Turbine_EO_CALC_OUTPUT,NULL,1303,Non_SEU,actual,1
UN.UO.LP_Steam_Dumping_Valve_PC0024A_Steam_Flow_out_UO_Benefit_EO_CALC_OUTPUT,NULL,1366,Non_SEU,actual,1
UN.UO.LP_Steam_enthalpy_Cost_EO_CALC_OUTPUT,NULL,1323,Non_SEU,actual,1
UN.UO.LP_Steam_Vent_Valve_PC7028_Steam_Flow_Out_ETH_Benefit_EO_CALC_OUTPUT,NULL,1371,Non_SEU,actual,1
UN.UO.LP_Steam_Vent_valve_PV0024B_Steam_Flow_out_UO_Benefit_EO_CALC_OUTPUT,NULL,1368,Non_SEU,actual,1
UN.UO.MP_Steam_Consumption_Benefit_EO_CALC_OUTPUT,NULL,1326,Non_SEU,actual,1
UN.UO.MP_Steam_enthalpy_Cost_EO_CALC_OUTPUT,NULL,1322,Non_SEU,actual,1
UN.UO.MP_Steam_Generation_Cost_EO_CALC_OUTPUT,NULL,838,Non_SEU,actual,1
UN.UO.NATURAL_GAS_Import_CTM_Benefit_EO_CALC_OUTPUT,NULL,1328,Non_SEU,actual,1
UN.UO.Opportunity_Energy_Bills_EO_CALC_OUTPUT,NULL,362,Non_SEU,actual,1
UN.UO.Opportunity_from_SEUs_EO_CALC_OUTPUT,NULL,2202,Non_SEU,actual,1
UN.UO.P-7102A.VHP_BFW_A_Motor_Target_Power_EO_CALC_OUTPUT,NULL,3607,Non_SEU,optimum,1
UN.UO.P-7103A.BFW_A_Motor_Target_Power_EO_CALC_OUTPUT,NULL,3608,Non_SEU,optimum,1
UN.UO.P-7103D.BFW_D_Motor_Target_Power_EO_CALC_OUTPUT,NULL,3609,Non_SEU,optimum,1
UN.UO.P-7103F.BFW_F_Motor_Target_Power_EO_CALC_OUTPUT,NULL,3610,Non_SEU,optimum,1
UN.UO.Percentage_Contribution_SEU_EO_CALC_OUTPUT,NULL,1872,Non_SEU,actual,1
UN.UO.PK-7104E.Fuel_Boiler_5_Target_Energy_EO_CALC_OUTPUT,NULL,3596,Non_SEU,optimum,1
UN.UO.PK-7201A.KEV_Discharge_Flow_Optimum_EO_CALC_OUTPUT,NULL,3082,Non_SEU,optimum,1
UN.UO.PK-7201A.KEV_Turbine_Inlet_Steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3083,Non_SEU,optimum,1
UN.UO.PK-7201B.KEV_Discharge_Flow_Optimum_EO_CALC_OUTPUT,NULL,3086,Non_SEU,optimum,1
UN.UO.PK-7201C.KEV_Discharge_Flow_Optimum_EO_CALC_OUTPUT,NULL,3087,Non_SEU,optimum,1
UN.UO.PK-7201D.KEV_Discharge_Flow_Optimum_EO_CALC_OUTPUT,NULL,3084,Non_SEU,optimum,1
UN.UO.PK-7201D.KEV_Turbine_Inlet_Steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3085,Non_SEU,optimum,1
UN.UO.Plant_BFW_Demand_Benefit_EO_CALC_OUTPUT,NULL,1820,Non_SEU,actual,1
UN.UO.Plant_HP_Steam_Demand_Benefit_EO_CALC_OUTPUT,NULL,1817,Non_SEU,actual,1
UN.UO.Plant_HP_Steam_Demand_Cost_EO_CALC_OUTPUT,NULL,2943,Non_SEU,actual,1
UN.UO.Plant_LP_Steam_Demand_Benefit_EO_CALC_OUTPUT,NULL,1819,Non_SEU,actual,1
UN.UO.Plant_LP_Steam_Demand_Cost_EO_CALC_OUTPUT,NULL,2945,Non_SEU,actual,1
UN.UO.Plant_MP_Steam_Demand_Benefit_EO_CALC_OUTPUT,NULL,1818,Non_SEU,actual,1
UN.UO.Plant_MP_Steam_Demand_Cost_EO_CALC_OUTPUT,NULL,2944,Non_SEU,actual,1
UN.UO.PM-7202A.Air_Compressor_Turbine_A_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3603,Non_SEU,optimum,1
UN.UO.PM-7202B.Air_Compressor_Motor_B_Target_Power_EO_CALC_OUTPUT,NULL,3599,Non_SEU,optimum,1
UN.UO.PM-7202C.Air_Compressor_Motor_C_Target_Power_EO_CALC_OUTPUT,NULL,3600,Non_SEU,optimum,1
UN.UO.PM-7202D.Air_Compressor_Turbine_D_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3604,Non_SEU,optimum,1
UN.UO.Power_Bill_Delta_EO_CALC_OUTPUT,NULL,1192,Non_SEU,actual,1
UN.UO.Power_Consumption_Delta_EO_CALC_OUTPUT,NULL,1196,Non_SEU,actual,1
UN.UO.Power_Consumption_Energy_Delta_EO_CALC_OUTPUT,NULL,1883,Non_SEU,actual,1
UN.UO.Power_to_CO2_Benefit_EO_CALC_OUTPUT,NULL,3933,Non_SEU,actual,1
UN.UO.PT-7102A.KEV_VHP_Discharge_Flow_Optimum_EO_CALC_OUTPUT,NULL,3078,Non_SEU,optimum,1
UN.UO.PT-7102B.KEV_VHP_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3075,Non_SEU,optimum,1
UN.UO.PT-7102B.KEV_VHP_Discharge_Flow_Optimum_EO_CALC_OUTPUT,NULL,3074,Non_SEU,optimum,1
UN.UO.PT-7102B.VHP_BFW_B_Turbine_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3611,Non_SEU,optimum,1
UN.UO.PT-7102C.KEV_VHP_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3077,Non_SEU,optimum,1
UN.UO.PT-7102C.KEV_VHP_Discharge_Flow_Optimum_EO_CALC_OUTPUT,NULL,3076,Non_SEU,optimum,1
UN.UO.PT-7102C.VHP_BFW_C_Turbine_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3612,Non_SEU,optimum,1
UN.UO.PT-7103B.BFW_B_Turbine_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3613,Non_SEU,optimum,1
UN.UO.PT-7103B.KEV_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3068,Non_SEU,optimum,1
UN.UO.PT-7103C.BFW_C_Turbine_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3614,Non_SEU,optimum,1
UN.UO.PT-7103C.KEV_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3069,Non_SEU,optimum,1
UN.UO.PT-7103E.BFW_E_Turbine_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3615,Non_SEU,optimum,1
UN.UO.PT-7103E.KEV_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3070,Non_SEU,optimum,1
UN.UO.PT-7801A.CW_Turbine_A_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3616,Non_SEU,optimum,1
UN.UO.PT-7801A.KEV_CW_Pump_steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3079,Non_SEU,optimum,1
UN.UO.PT-7801B.CW_Turbine_B_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3617,Non_SEU,optimum,1
UN.UO.PT-7801B.KEV_CW_Pump_steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3080,Non_SEU,optimum,1
UN.UO.PT-7801G.CW_Turbine_G_Steam_Target_Energy_EO_CALC_OUTPUT,NULL,3618,Non_SEU,optimum,1
UN.UO.PT-7801G.KEV_CW_Pump_steam_Flow_Optimum_EO_CALC_OUTPUT,NULL,3081,Non_SEU,optimum,1
UN.UO.Returned_Condensate_Cost_EO_CALC_OUTPUT,NULL,1307,Non_SEU,actual,1
UN.UO.Returned_Condensate_Cost_per_Hr_EO_CALC_OUTPUT,NULL,1308,Non_SEU,actual,1
UN.UO.Steam_Generation_from_Boilers_Benefit_EO_CALC_OUTPUT,NULL,1324,Non_SEU,actual,1
UN.UO.Total_Air_Demand_Benefit_EO_CALC_OUTPUT,NULL,1824,Non_SEU,actual,1
UN.UO.Total_Benefit_EO_CALC_OUTPUT,NULL,2188,Non_SEU,actual,1
UN.UO.Total_BFW_Cost_per_Hour_EO_CALC_OUTPUT,NULL,1310,Non_SEU,actual,1
UN.UO.Total_Boiler_HPS_Generation_Benefit_EO_CALC_OUTPUT,NULL,1331,Non_SEU,actual,1
UN.UO.Total_CW_Demand_Loop_1_Benefit_EO_CALC_OUTPUT,NULL,1822,Non_SEU,actual,1
UN.UO.Total_CW_Demand_Loop_2_Benefit_EO_CALC_OUTPUT,NULL,1823,Non_SEU,actual,1
UN.UO.Total_Fuel_for_Boilers_Benefit_EO_CALC_OUTPUT,NULL,1337,Non_SEU,actual,1
UN.UO.Total_Fuel_Supply_Benefit_EO_CALC_OUTPUT,NULL,1725,Non_SEU,actual,1
UN.UO.Total_Power_Consumption_Benefit_EO_CALC_OUTPUT,NULL,1329,Non_SEU,actual,1
UN.UO.UO_MP_LP_Shaft_Loss_Target_EO_CALC_OUTPUT,NULL,4440,Non_SEU,optimum,1
UN.UO.V-7101A.Deaerator_A_LPS_Target_Energy_EO_CALC_OUTPUT,NULL,3605,Non_SEU,optimum,1
UN.UO.V-7101A.KEV_BFW_Flow_Optimum_EO_CALC_OUTPUT,NULL,3555,Non_SEU,optimum,1
UN.UO.V-7101A.KEV_BFW_Outlet_temperature_Optimum_EO_CALC_OUTPUT,NULL,3556,Non_SEU,optimum,1
UN.UO.V-7101B.Deaerator_B_LPS_Target_Energy_EO_CALC_OUTPUT,NULL,3606,Non_SEU,optimum,1
UN.UO.V-7101B.KEV_BFW_Flow_Optimum_EO_CALC_OUTPUT,NULL,3557,Non_SEU,optimum,1
UN.UO.V-7101B.KEV_BFW_Outlet_temperature_Optimum_EO_CALC_OUTPUT,NULL,3558,Non_SEU,optimum,1
UN.UO.Value_of_Condensate_Returned_EO_CALC_OUTPUT,NULL,1306,Non_SEU,actual,1
UN.UO.Value_of_MP_LP_Steam_Exported_EO_CALC_OUTPUT,NULL,1305,Non_SEU,actual,1
UN.UO.VHP_BFW_A_Motor_Power_Benefit_EO_CALC_OUTPUT,NULL,1344,Non_SEU,actual,1
UN.UO.VHP_BFW_B_Turb_Steam_Benefit_EO_CALC_OUTPUT,NULL,1345,Non_SEU,actual,1
UN.UO.VHP_BFW_C_Turb_Steam_Benefit_EO_CALC_OUTPUT,NULL,1346,Non_SEU,actual,1
UN.UO.VHP_BFW_To_ETH_Benefit_EO_CALC_OUTPUT,NULL,1821,Non_SEU,actual,1
