seu_output_id,case_id,time_stamp,seu_id,actual,target,baseline,gain,enpi,enpi_benefit,gain_benefit,baseline_gjph,actual_gjph,target_gjph
616,1,2026-03-25 19:00:00.000,77,5.012935942911,5.012935942911,5.492222,25.0815165253468,0,0,0.120773763453884,287.413445094845,262.331928569498,262.331928569498
617,1,2026-03-25 19:00:00.000,78,5.61203031458564,5.61203031458564,5.350069,-14.9674072212416,0,0,-0.0720718022544365,305.681247291808,320.648654513049,320.648654513049
618,1,2026-03-25 19:00:00.000,79,5.6941131545283,5.6941131545283,5.363277,-18.626004573308,0,0,-0.0896888618419197,301.95134528857,320.577349861878,320.577349861878
619,1,2026-03-25 19:00:00.000,80,5.27853832223726,5.28666838958887,5.291766,0.746304558576185,-0.458697772569394,-0.0022087442848655,0.00359364275804247,298.561029347403,297.814724788826,297.814724788826
620,1,2026-03-25 19:00:00.000,81,2.81328236895444,2.80847707858557,2.864056,3.18365343408382,-13.2162017599919,-26.9610515903835,6.494653005531,179.584590111875,176.400936677791,176.400936677791
621,1,2026-03-25 19:00:00.000,82,2.7010176245489,2.69555841081214,2.81865,7.72458541681223,-18.3158742442508,-37.3643834582715,15.758154250297,185.092774005469,177.368188588656,177.368188588656
622,1,2026-03-25 19:00:00.000,83,2.76653599407087,2.76318747086208,2.807324,2.61088487140532,-9.47037040350455,-19.3195556231493,5.32620513766685,179.699879750625,177.08899487922,177.08899487922
623,1,2026-03-25 19:00:00.000,84,2.67883742309977,2.6738732511115,2.79906,7.95716606186235,-16.805741712239,-34.2837130929675,16.2326187661992,185.261253014063,177.3040869522,177.3040869522
624,1,2026-03-25 19:00:00.000,85,2.58581790686473,0,2.846544,17.6724301249195,175.27085887458,357.552552104144,36.0517574548359,192.9432889995,175.27085887458,0
625,1,2026-03-25 19:00:00.000,86,1.45443713257575,1.45443713257575,1.417897,-5.54941666284179,0,0,-12.3936787156245,215.338606713623,220.888023376465,220.888023376465
626,1,2026-03-25 19:00:00.000,87,0.975280360592815,0.975280360592815,0.938061,-11.781856323238,0,0,-22.9052679621304,296.944916527303,308.726772850541,308.726772850541
627,1,2026-03-25 19:00:00.000,88,0.370065507599766,0,0.365087,-0.0632833849231522,4.7040197277832,62.7233990502612,-0.843820654565312,4.64073634286005,4.7040197277832,0
628,1,2026-03-25 19:00:00.000,89,0.413938850164413,0.391955056179775,0.394864,-0.208475404181067,1.03567585645252,13.8097018699379,-2.77981103935035,4.31560045227145,4.52407585645252,3.4884
629,1,2026-03-25 19:00:00.000,90,0.854748606681824,0.6080715,0.405381,-6.66848758201223,3.66061816253517,48.810682579244,-88.917613418551,6.0157388389541,12.6842264209663,9.02360825843115
630,1,2026-03-25 19:00:00.000,91,0.0996944159269333,0.0996944167580668,0.133119,1.56179345958423,0,0,20.8249539900961,6.22010383410937,4.65831037452514,4.65831037452514
631,1,2026-03-25 19:00:00.000,92,0,0,0,0,0,0,0,0,0,0
632,1,2026-03-25 19:00:00.000,93,0.549375116825104,0.559656147458915,0.520177,-0.395654902586211,0.825363780647428,0.0836831863019268,-0.0401152360943448,7.0487621340578,7.44441703664401,6.61905325599658
633,1,2026-03-25 19:00:00.000,94,0.173849866629968,0.161508499956164,0.14067,-18.1311360462045,6.74393904756494,11.3363154318927,-30.4777780327879,76.869112708125,95.0002487543295,88.2563097067646
634,1,2026-03-25 19:00:00.000,95,0.323925778906484,0.300930717180829,0.250449,-23.9393384550091,7.49198010088212,12.5937451442017,-40.2411543228305,81.5983425777187,105.537681032728,98.0457009318458
635,1,2026-03-25 19:00:00.000,96,0,0,0,0,0,0,0,0,0,0
636,1,2026-03-25 19:00:00.000,97,0.0163011988557419,0.0174054625112637,0.012157,-0.731227264117004,0.0754811477050783,1.00646562349951,-9.75018433973614,2.14505388358807,2.87628114770508,2.8008
637,1,2026-03-25 19:00:00.000,98,0,0,0,0,0,0,0,0,0,0
638,1,2026-03-25 19:00:00.000,99,0,0,0,0,0,0,0,0,0,0
639,1,2026-03-25 19:00:00.000,100,0.0292334593832493,0.029233489233587,0.029998,0.235467758606799,-9.19348424055499E-06,-0.000222782596437234,5.70601061219762,9.238962153125,9.0034943945182,9.0034943945182
640,1,2026-03-25 19:00:00.000,101,0.0301143527030945,0.0301145438575545,0.030859,0.213453008036598,-5.47943901150205E-05,-0.00132781393654535,5.17253460205642,8.8457265639375,8.6322735559009,8.6322735559009
641,1,2026-03-25 19:00:00.000,102,0.0203385108755021,0.021782497224345,0.017282,-0.539309083139333,0.0835181175219235,2.02386631490662,-13.0688947389452,3.04933957523806,3.58864865837739,3.50513054085547
642,1,2026-03-25 19:00:00.000,103,0,0,0,0,0,0,0,0,0,0
643,1,2026-03-25 19:00:00.000,104,0.0220955070063521,0.0237085622548777,0.017687,-0.777863377050321,0.0836002824336557,2.02585738944297,-18.8497003179987,3.12080020062699,3.89866357767731,3.81506329524365
644,1,2026-03-25 19:00:00.000,105,0.00100026607006511,0.001113,0.000742,-2.61366887577706,0.818075552697628,19.824148379766,-63.3361545130192,7.50908667692057,10.1227555526976,9.30468
645,1,2026-03-25 19:00:00.000,106,0.000980000011622906,0.0011835,0.000789,-1.93293213284264,0.0236017663875554,0.571933628072135,-46.840091093216,7.98472963354492,9.91766176638756,9.89406
646,1,2026-03-25 19:00:00.000,107,0.00104475774641661,0,0.000797,-2.50732397940809,10.5730141162082,256.212277667884,-60.7591345811835,8.06569013680013,10.5730141162082,0
647,1,2026-03-25 19:00:00.000,108,0.0204163423003495,0.0204163423003495,0.030871,16.0147374253691,3.5527136788005E-15,4.73718841931259E-14,213.540508829872,47.2890622784424,31.2743248530732,31.2743248530732
648,1,2026-03-25 19:00:00.000,109,0.000138915975627139,0.000138924519788041,0.163,140.295754560381,-7.3603188143756E-06,-1.50150503813262E-05,286.203339303177,140.4154229375,0.119668377119388,0.119668377119388
649,1,2026-03-25 19:00:00.000,110,0,0,0,0,0,0,0,0,0,0
650,1,2026-03-25 19:00:00.000,111,0,0,0,0,0,0,0,0,0,0
651,1,2026-03-25 19:00:00.000,112,0,0,0,0,0,0,0,0,0,0
652,1,2026-03-25 19:00:00.000,113,0,0,0,0,0,0,0,0,0,0
653,1,2026-03-25 19:00:00.000,114,3.94755462372176,3.94755462372176,3.949321,0.0284919612114862,0,0,0.054724075936557,63.7032449596748,63.6747529984633,63.6747529984633
654,1,2026-03-25 19:00:00.000,121,0.496337896585465,0.496337896585465,0.4605,-4.94825566842123,0,0,-11.0510878319552,63.5827420806885,68.5309977491097,68.5309977491097
655,1,2026-03-25 19:00:00.000,122,0.761193484067917,0.761193484067917,0.7559,-0.730888669269476,0,0,-1.6323155917396,104.369586837769,105.100475507038,105.100475507038
656,1,2026-03-25 20:00:00.000,60,0,0,0,0,0,0,0,0,0,0
657,1,2026-03-25 20:00:00.000,61,0,0,0,0,0,0,0,0,0,0
658,1,2026-03-25 20:00:00.000,62,0,0,0,0,0,0,0,0,0,0
659,1,2026-03-25 20:00:00.000,63,0,0,0,0,0,0,0,0,0,0
660,1,2026-03-25 20:00:00.000,64,0,0,0,0,0,0,0,0,0,0
661,1,2026-03-25 20:00:00.000,65,0,0,0,0,0,0,0,0,0,0
662,1,2026-03-25 20:00:00.000,66,0,0,0,0,0,0,0,0,0,0
663,1,2026-03-25 20:00:00.000,67,0,0,0,0,0,0,0,0,0,0
664,1,2026-03-25 20:00:00.000,68,0,0,0,0,0,0,0,0,0,0
665,1,2026-03-25 20:00:00.000,69,0,0,0,0,0,0,0,0,0,0
666,1,2026-03-25 20:00:00.000,70,1.83734451041674,1.83734451041674,1.674547,-11.1432978160564,0,0,-37.5466582577574,114.620769569611,125.764067385667,125.764067385667
667,1,2026-03-25 20:00:00.000,71,1.41200816719241,1.41200820748728,1.456599,3.0521899786366,0,0,10.2841668559279,99.7024857076721,96.6502957290355,96.6502957290355
668,1,2026-03-25 20:00:00.000,72,0,0,0,0,0,0,0,0,0,0
669,1,2026-03-25 20:00:00.000,73,5.50622230364613,5.50622230364613,5.414625,-5.2184045919613,0,0,-0.0251279208400051,308.477464281142,313.695868873103,313.695868873103
670,1,2026-03-25 20:00:00.000,74,6.02958820409716,6.02958820409716,5.47605,-31.5169930733414,0,0,-0.151762189593709,311.79172212832,343.308715201661,343.308715201661
671,1,2026-03-25 20:00:00.000,75,5.55786332551922,5.55786332551922,5.227667,-18.8724151402948,0,0,-0.0908753902362344,298.788006450654,317.660421590948,317.660421590948
672,1,2026-03-25 20:00:00.000,76,5.40067429174553,5.40067429174553,5.195077,-11.7571427816171,0,0,-0.0566135775628075,297.082036110154,308.839178891771,308.839178891771
673,1,2026-03-25 20:00:00.000,77,5.012935942911,5.012935942911,5.492222,25.0815165253468,0,0,0.120773763453884,287.413445094845,262.331928569498,262.331928569498
674,1,2026-03-25 20:00:00.000,78,5.61203031458564,5.61203031458564,5.350069,-14.9674072212416,0,0,-0.0720718022544365,305.681247291808,320.648654513049,320.648654513049
675,1,2026-03-25 20:00:00.000,79,5.6941131545283,5.6941131545283,5.363277,-18.626004573308,0,0,-0.0896888618419197,301.95134528857,320.577349861878,320.577349861878
676,1,2026-03-25 20:00:00.000,80,5.27853832223726,5.28666838958887,5.291766,0.746304558576185,-0.458697772569394,-0.0022087442848655,0.00359364275804247,298.561029347403,297.814724788826,297.814724788826
677,1,2026-03-25 20:00:00.000,81,2.81328236895444,2.80847707858557,2.864056,3.18365343408382,-13.2162017599919,-26.9610515903835,6.494653005531,179.584590111875,176.400936677791,176.400936677791
678,1,2026-03-25 20:00:00.000,82,2.7010176245489,2.69555841081214,2.81865,7.72458541681223,-18.3158742442508,-37.3643834582715,15.758154250297,185.092774005469,177.368188588656,177.368188588656
679,1,2026-03-25 20:00:00.000,83,2.76653599407087,2.76318747086208,2.807324,2.61088487140532,-9.47037040350455,-19.3195556231493,5.32620513766685,179.699879750625,177.08899487922,177.08899487922
680,1,2026-03-25 20:00:00.000,84,2.67883742309977,2.6738732511115,2.79906,7.95716606186235,-16.805741712239,-34.2837130929675,16.2326187661992,185.261253014063,177.3040869522,177.3040869522
681,1,2026-03-25 20:00:00.000,85,2.58581790686473,0,2.846544,17.6724301249195,175.27085887458,357.552552104144,36.0517574548359,192.9432889995,175.27085887458,0
682,1,2026-03-25 20:00:00.000,86,1.45443713257575,1.45443713257575,1.417897,-5.54941666284179,0,0,-12.3936787156245,215.338606713623,220.888023376465,220.888023376465
683,1,2026-03-25 20:00:00.000,87,0.975280360592815,0.975280360592815,0.938061,-11.781856323238,0,0,-22.9052679416631,296.944916527303,308.726772850541,308.726772850541
684,1,2026-03-25 20:00:00.000,88,0.370065507599766,0,0.365087,-0.0632833849231522,4.7040197277832,62.7233990502612,-0.843820654565312,4.64073634286005,4.7040197277832,0
685,1,2026-03-25 20:00:00.000,89,0.413938850164413,0.391955056179775,0.394864,-0.208475404181067,1.03567585645252,13.8097018699379,-2.77981103935035,4.31560045227145,4.52407585645252,3.4884
686,1,2026-03-25 20:00:00.000,90,0.854748606681824,0.6080715,0.405381,-6.66848758201223,3.66061816253517,48.810682579244,-88.917613418551,6.0157388389541,12.6842264209663,9.02360825843115
687,1,2026-03-25 20:00:00.000,91,0.0996944159269333,0.0996944167580668,0.133119,1.56179345958423,0,0,20.8249539900961,6.22010383410937,4.65831037452514,4.65831037452514
688,1,2026-03-25 20:00:00.000,92,0,0,0,0,0,0,0,0,0,0
689,1,2026-03-25 20:00:00.000,93,0.549375116825104,0.559656147458915,0.520177,-0.395654902586211,0.825363780647428,0.0836831862856294,-0.0401152360865323,7.0487621340578,7.44441703664401,6.61905325599658
690,1,2026-03-25 20:00:00.000,94,0.173849866629968,0.161508499956164,0.14067,-18.1311360462045,6.74393904756494,11.336315421763,-30.4777780055541,76.869112708125,95.0002487543295,88.2563097067646
691,1,2026-03-25 20:00:00.000,95,0.323925778906484,0.300930717180829,0.250449,-23.9393384550091,7.49198010088212,12.5937451329484,-40.2411542868726,81.5983425777187,105.537681032728,98.0457009318458
692,1,2026-03-25 20:00:00.000,96,0,0,0,0,0,0,0,0,0,0
693,1,2026-03-25 20:00:00.000,97,0.0163011988557419,0.0174054625112637,0.012157,-0.731227264117004,0.0754811477050783,1.00646562349951,-9.75018433973614,2.14505388358807,2.87628114770508,2.8008
694,1,2026-03-25 20:00:00.000,98,0,0,0,0,0,0,0,0,0,0
695,1,2026-03-25 20:00:00.000,99,0,0,0,0,0,0,0,0,0,0
696,1,2026-03-25 20:00:00.000,100,0.0292334593832493,0.029233489233587,0.029998,0.235467758606799,-9.19348424055499E-06,-0.000222782596393846,5.70601061108636,9.238962153125,9.0034943945182,9.0034943945182
697,1,2026-03-25 20:00:00.000,101,0.0301143527030945,0.0301145438575545,0.030859,0.213453008036598,-5.47943901150205E-05,-0.00132781393628675,5.17253460104906,8.8457265639375,8.6322735559009,8.6322735559009
698,1,2026-03-25 20:00:00.000,102,0.0203385108755021,0.021782497224345,0.017282,-0.539309083139333,0.0835181175219235,2.02386631451247,-13.0688947364,3.04933957523806,3.58864865837739,3.50513054085547
699,1,2026-03-25 20:00:00.000,103,0,0,0,0,0,0,0,0,0,0
700,1,2026-03-25 20:00:00.000,104,0.0220955070063521,0.0237085622548777,0.017687,-0.777863377050321,0.0836002824336557,2.02585738904843,-18.8497003143277,3.12080020062699,3.89866357767731,3.81506329524365
701,1,2026-03-25 20:00:00.000,105,0.00100026607006511,0.001113,0.000742,-2.61366887577706,0.818075552697628,19.8241483759052,-63.3361545006843,7.50908667692057,10.1227555526976,9.30468
702,1,2026-03-25 20:00:00.000,106,0.000980000011622906,0.0011835,0.000789,-1.93293213284264,0.0236017663875554,0.57193362796075,-46.8400910840938,7.98472963354492,9.91766176638756,9.89406
703,1,2026-03-25 20:00:00.000,107,0.00104475774641661,0,0.000797,-2.50732397940809,10.5730141162082,256.212277617986,-60.7591345693505,8.06569013680013,10.5730141162082,0
704,1,2026-03-25 20:00:00.000,108,0.0204163423003495,0.0204163423003495,0.030871,16.0147374253691,3.5527136788005E-15,4.73718841931259E-14,213.540508829872,47.2890622784424,31.2743248530732,31.2743248530732
705,1,2026-03-25 20:00:00.000,109,0.000138915975627139,0.000138924519788041,0.163,140.295754560381,-7.3603188143756E-06,-1.50150503813262E-05,286.203339303177,140.4154229375,0.119668377119388,0.119668377119388
706,1,2026-03-25 20:00:00.000,110,0,0,0,0,0,0,0,0,0,0
707,1,2026-03-25 20:00:00.000,111,0,0,0,0,0,0,0,0,0,0
708,1,2026-03-25 20:00:00.000,112,0,0,0,0,0,0,0,0,0,0
709,1,2026-03-25 20:00:00.000,113,0,0,0,0,0,0,0,0,0,0
710,1,2026-03-25 20:00:00.000,114,3.94755462372176,3.94755462372176,3.949321,0.0284919612114862,0,0,0.0547240758876576,63.7032449596748,63.6747529984633,63.6747529984633
711,1,2026-03-25 20:00:00.000,121,0.496337896585465,0.496337896585465,0.4605,-4.94825566842123,0,0,-11.0510878319552,63.5827420806885,68.5309977491097,68.5309977491097
712,1,2026-03-25 20:00:00.000,122,0.761193484067917,0.761193484067917,0.7559,-0.730888669269476,0,0,-1.6323155917396,104.369586837769,105.100475507038,105.100475507038
713,1,2026-03-25 21:00:00.000,60,0,0,0,0,0,0,0,0,0,0
714,1,2026-03-25 21:00:00.000,61,0,0,0,0,0,0,0,0,0,0
715,1,2026-03-25 21:00:00.000,62,0,0,0,0,0,0,0,0,0,0
716,1,2026-03-25 21:00:00.000,63,0,0,0,0,0,0,0,0,0,0
717,1,2026-03-25 21:00:00.000,64,0,0,0,0,0,0,0,0,0,0
718,1,2026-03-25 21:00:00.000,65,0,0,0,0,0,0,0,0,0,0
719,1,2026-03-25 21:00:00.000,66,0,0,0,0,0,0,0,0,0,0
720,1,2026-03-25 21:00:00.000,67,0,0,0,0,0,0,0,0,0,0
721,1,2026-03-25 21:00:00.000,68,0,0,0,0,0,0,0,0,0,0
722,1,2026-03-25 21:00:00.000,69,0,0,0,0,0,0,0,0,0,0
723,1,2026-03-25 21:00:00.000,70,1.83734451041674,1.83734451041674,1.674547,-11.1432978160564,0,0,-37.5466582577552,114.620769569611,125.764067385667,125.764067385667
724,1,2026-03-25 21:00:00.000,71,1.41200816719241,1.41200820748728,1.456599,3.0521899786366,0,0,10.2841668559273,99.7024857076721,96.6502957290355,96.6502957290355
725,1,2026-03-25 21:00:00.000,72,0,0,0,0,0,0,0,0,0,0
726,1,2026-03-25 21:00:00.000,73,5.50622230364613,5.50622230364613,5.414625,-5.2184045919613,0,0,-0.0251279208400051,308.477464281142,313.695868873103,313.695868873103
727,1,2026-03-25 21:00:00.000,74,6.02958820409716,6.02958820409716,5.47605,-31.5169930733414,0,0,-0.151762189593709,311.79172212832,343.308715201661,343.308715201661
728,1,2026-03-25 21:00:00.000,75,5.55786332551922,5.55786332551922,5.227667,-18.8724151402948,0,0,-0.0908753902362344,298.788006450654,317.660421590948,317.660421590948
729,1,2026-03-25 21:00:00.000,76,5.40067429174553,5.40067429174553,5.195077,-11.7571427816171,0,0,-0.0566135775628075,297.082036110154,308.839178891771,308.839178891771
730,1,2026-03-25 21:00:00.000,77,5.012935942911,5.012935942911,5.492222,25.0815165253468,0,0,0.120773763453884,287.413445094845,262.331928569498,262.331928569498
731,1,2026-03-25 21:00:00.000,78,5.61203031458564,5.61203031458564,5.350069,-14.9674072212416,0,0,-0.0720718022544365,305.681247291808,320.648654513049,320.648654513049
732,1,2026-03-25 21:00:00.000,79,5.6941131545283,5.6941131545283,5.363277,-18.626004573308,0,0,-0.0896888618419197,301.95134528857,320.577349861878,320.577349861878
733,1,2026-03-25 21:00:00.000,80,5.27853832223726,5.28666838958887,5.291766,0.746304558576185,-0.458697772569394,-0.0022087442848655,0.00359364275804247,298.561029347403,297.814724788826,297.814724788826
734,1,2026-03-25 21:00:00.000,81,2.81328236895444,2.80847707858557,2.864056,3.18365343408382,-13.2162017599919,-26.9610515903835,6.494653005531,179.584590111875,176.400936677791,176.400936677791
735,1,2026-03-25 21:00:00.000,82,2.7010176245489,2.69555841081214,2.81865,7.72458541681223,-18.3158742442508,-37.3643834582715,15.758154250297,185.092774005469,177.368188588656,177.368188588656
736,1,2026-03-25 21:00:00.000,83,2.76653599407087,2.76318747086208,2.807324,2.61088487140532,-9.47037040350455,-19.3195556231493,5.32620513766685,179.699879750625,177.08899487922,177.08899487922
737,1,2026-03-25 21:00:00.000,84,2.67883742309977,2.6738732511115,2.79906,7.95716606186235,-16.805741712239,-34.2837130929675,16.2326187661992,185.261253014063,177.3040869522,177.3040869522
738,1,2026-03-25 21:00:00.000,85,2.58581790686473,0,2.846544,17.6724301249195,175.27085887458,357.552552104144,36.0517574548359,192.9432889995,175.27085887458,0
739,1,2026-03-25 21:00:00.000,86,1.45443713257575,1.45443713257575,1.417897,-5.54941666284179,0,0,-12.3936787156245,215.338606713623,220.888023376465,220.888023376465
740,1,2026-03-25 21:00:00.000,87,0.975280360592815,0.975280360592815,0.938061,-11.781856323238,0,0,-22.9052679416585,296.944916527303,308.726772850541,308.726772850541
741,1,2026-03-25 21:00:00.000,88,0.370065507599766,0,0.365087,-0.0632833849231522,4.7040197277832,62.7233990502612,-0.843820654565312,4.64073634286005,4.7040197277832,0
742,1,2026-03-25 21:00:00.000,89,0.413938850164413,0.391955056179775,0.394864,-0.208475404181067,1.03567585645252,13.8097018699379,-2.77981103935035,4.31560045227145,4.52407585645252,3.4884
743,1,2026-03-25 21:00:00.000,90,0.854748606681824,0.6080715,0.405381,-6.66848758201223,3.66061816253517,48.810682579244,-88.917613418551,6.0157388389541,12.6842264209663,9.02360825843115
744,1,2026-03-25 21:00:00.000,91,0.0996944159269333,0.0996944167580668,0.133119,1.56179345958423,0,0,20.8249539900961,6.22010383410937,4.65831037452514,4.65831037452514
745,1,2026-03-25 21:00:00.000,92,0,0,0,0,0,0,0,0,0,0
746,1,2026-03-25 21:00:00.000,93,0.549375116825104,0.559656147458915,0.520177,-0.395654902586211,0.825363780647428,0.0836831862856249,-0.0401152360865301,7.0487621340578,7.44441703664401,6.61905325599658
747,1,2026-03-25 21:00:00.000,94,0.173849866629968,0.161508499956164,0.14067,-18.1311360462045,6.74393904756494,11.3363154217608,-30.4777780055479,76.869112708125,95.0002487543295,88.2563097067646
748,1,2026-03-25 21:00:00.000,95,0.323925778906484,0.300930717180829,0.250449,-23.9393384550091,7.49198010088212,12.5937451329459,-40.2411542868645,81.5983425777187,105.537681032728,98.0457009318458
749,1,2026-03-25 21:00:00.000,96,0,0,0,0,0,0,0,0,0,0
750,1,2026-03-25 21:00:00.000,97,0.0163011988557419,0.0174054625112637,0.012157,-0.731227264117004,0.0754811477050783,1.00646562349951,-9.75018433973614,2.14505388358807,2.87628114770508,2.8008
751,1,2026-03-25 21:00:00.000,98,0,0,0,0,0,0,0,0,0,0
752,1,2026-03-25 21:00:00.000,99,0,0,0,0,0,0,0,0,0,0
753,1,2026-03-25 21:00:00.000,100,0.0292334593832493,0.029233489233587,0.029998,0.235467758606799,-9.19348424055499E-06,-0.000222782596393834,5.70601061108605,9.238962153125,9.0034943945182,9.0034943945182
754,1,2026-03-25 21:00:00.000,101,0.0301143527030945,0.0301145438575545,0.030859,0.213453008036598,-5.47943901150205E-05,-0.00132781393628668,5.17253460104878,8.8457265639375,8.6322735559009,8.6322735559009
755,1,2026-03-25 21:00:00.000,102,0.0203385108755021,0.021782497224345,0.017282,-0.539309083139333,0.0835181175219235,2.02386631451236,-13.0688947363993,3.04933957523806,3.58864865837739,3.50513054085547
756,1,2026-03-25 21:00:00.000,103,0,0,0,0,0,0,0,0,0,0
757,1,2026-03-25 21:00:00.000,104,0.0220955070063521,0.0237085622548777,0.017687,-0.777863377050321,0.0836002824336557,2.02585738904832,-18.8497003143266,3.12080020062699,3.89866357767731,3.81506329524365
758,1,2026-03-25 21:00:00.000,105,0.00100026607006511,0.001113,0.000742,-2.61366887577706,0.818075552697628,19.8241483759041,-63.3361545006809,7.50908667692057,10.1227555526976,9.30468
759,1,2026-03-25 21:00:00.000,106,0.000980000011622906,0.0011835,0.000789,-1.93293213284264,0.0236017663875554,0.571933627960719,-46.8400910840913,7.98472963354492,9.91766176638756,9.89406
760,1,2026-03-25 21:00:00.000,107,0.00104475774641661,0,0.000797,-2.50732397940809,10.5730141162082,256.212277617972,-60.7591345693472,8.06569013680013,10.5730141162082,0
761,1,2026-03-25 21:00:00.000,108,0.0204163423003495,0.0204163423003495,0.030871,16.0147374253691,3.5527136788005E-15,4.73718841931259E-14,213.540508829872,47.2890622784424,31.2743248530732,31.2743248530732
762,1,2026-03-25 21:00:00.000,109,0.000138915975627139,0.000138924519788041,0.163,140.295754560381,-7.3603188143756E-06,-1.50150503813262E-05,286.203339303177,140.4154229375,0.119668377119388,0.119668377119388
763,1,2026-03-25 21:00:00.000,110,0,0,0,0,0,0,0,0,0,0
764,1,2026-03-25 21:00:00.000,111,0,0,0,0,0,0,0,0,0,0
765,1,2026-03-25 21:00:00.000,112,0,0,0,0,0,0,0,0,0,0
766,1,2026-03-25 21:00:00.000,113,0,0,0,0,0,0,0,0,0,0
767,1,2026-03-25 21:00:00.000,114,3.94755462372176,3.94755462372176,3.949321,0.0284919612114862,0,0,0.0547240758876467,63.7032449596748,63.6747529984633,63.6747529984633
768,1,2026-03-25 21:00:00.000,121,0.496337896585465,0.496337896585465,0.4605,-4.94825566842123,0,0,-11.0510878319552,63.5827420806885,68.5309977491097,68.5309977491097
769,1,2026-03-25 21:00:00.000,122,0.761193484067917,0.761193484067917,0.7559,-0.730888669269476,0,0,-1.6323155917396,104.369586837769,105.100475507038,105.100475507038
770,1,2026-03-25 22:00:00.000,60,0,0,0,0,0,0,0,0,0,0
771,1,2026-03-25 22:00:00.000,61,0,0,0,0,0,0,0,0,0,0
772,1,2026-03-25 22:00:00.000,62,0,0,0,0,0,0,0,0,0,0
773,1,2026-03-25 22:00:00.000,63,0,0,0,0,0,0,0,0,0,0
774,1,2026-03-25 22:00:00.000,64,0,0,0,0,0,0,0,0,0,0
775,1,2026-03-25 22:00:00.000,65,0,0,0,0,0,0,0,0,0,0
776,1,2026-03-25 22:00:00.000,66,0,0,0,0,0,0,0,0,0,0
777,1,2026-03-25 22:00:00.000,67,0,0,0,0,0,0,0,0,0,0
778,1,2026-03-25 22:00:00.000,68,0,0,0,0,0,0,0,0,0,0
779,1,2026-03-25 22:00:00.000,69,0,0,0,0,0,0,0,0,0,0
780,1,2026-03-25 22:00:00.000,70,1.83734451041674,1.83734451041674,1.674547,-11.1432978160564,0,0,-37.5466582577552,114.620769569611,125.764067385667,125.764067385667
781,1,2026-03-25 22:00:00.000,71,1.41200816719241,1.41200820748728,1.456599,3.0521899786366,0,0,10.2841668559273,99.7024857076721,96.6502957290355,96.6502957290355
782,1,2026-03-25 22:00:00.000,72,0,0,0,0,0,0,0,0,0,0
783,1,2026-03-25 22:00:00.000,73,5.50622230364613,5.50622230364613,5.414625,-5.2184045919613,0,0,-0.0251279208400051,308.477464281142,313.695868873103,313.695868873103
784,1,2026-03-25 22:00:00.000,74,6.02958820409716,6.02958820409716,5.47605,-31.5169930733414,0,0,-0.151762189593709,311.79172212832,343.308715201661,343.308715201661
785,1,2026-03-25 22:00:00.000,75,5.55786332551922,5.55786332551922,5.227667,-18.8724151402948,0,0,-0.0908753902362344,298.788006450654,317.660421590948,317.660421590948
786,1,2026-03-25 22:00:00.000,76,5.40067429174553,5.40067429174553,5.195077,-11.7571427816171,0,0,-0.0566135775628075,297.082036110154,308.839178891771,308.839178891771
787,1,2026-03-25 22:00:00.000,77,5.012935942911,5.012935942911,5.492222,25.0815165253468,0,0,0.120773763453884,287.413445094845,262.331928569498,262.331928569498
788,1,2026-03-25 22:00:00.000,78,5.61203031458564,5.61203031458564,5.350069,-14.9674072212416,0,0,-0.0720718022544365,305.681247291808,320.648654513049,320.648654513049
789,1,2026-03-25 22:00:00.000,79,5.6941131545283,5.6941131545283,5.363277,-18.626004573308,0,0,-0.0896888618419197,301.95134528857,320.577349861878,320.577349861878
790,1,2026-03-25 22:00:00.000,80,5.27853832223726,5.28666838958887,5.291766,0.746304558576185,-0.458697772569394,-0.0022087442848655,0.00359364275804247,298.561029347403,297.814724788826,297.814724788826
791,1,2026-03-25 22:00:00.000,81,2.81328236895444,2.80847707858557,2.864056,3.18365343408382,-13.2162017599919,-26.9610515903835,6.494653005531,179.584590111875,176.400936677791,176.400936677791
792,1,2026-03-25 22:00:00.000,82,2.7010176245489,2.69555841081214,2.81865,7.72458541681223,-18.3158742442508,-37.3643834582715,15.758154250297,185.092774005469,177.368188588656,177.368188588656
793,1,2026-03-25 22:00:00.000,83,2.76653599407087,2.76318747086208,2.807324,2.61088487140532,-9.47037040350455,-19.3195556231493,5.32620513766685,179.699879750625,177.08899487922,177.08899487922
794,1,2026-03-25 22:00:00.000,84,2.67883742309977,2.6738732511115,2.79906,7.95716606186235,-16.805741712239,-34.2837130929675,16.2326187661992,185.261253014063,177.3040869522,177.3040869522
795,1,2026-03-25 22:00:00.000,85,2.58581790686473,0,2.846544,17.6724301249195,175.27085887458,357.552552104144,36.0517574548359,192.9432889995,175.27085887458,0
796,1,2026-03-25 22:00:00.000,86,1.45443713257575,1.45443713257575,1.417897,-5.54941666284179,0,0,-12.3936787156245,215.338606713623,220.888023376465,220.888023376465
797,1,2026-03-25 22:00:00.000,87,0.975280360592815,0.975280360592815,0.938061,-11.781856323238,0,0,-22.9052679416585,296.944916527303,308.726772850541,308.726772850541
798,1,2026-03-25 22:00:00.000,88,0.370065507599766,0,0.365087,-0.0632833849231522,4.7040197277832,62.7233990502612,-0.843820654565312,4.64073634286005,4.7040197277832,0
