tag_name,category,formula,status,value,missing_inputs
BOILER_D_RADIATION_LOSSES,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,BOILER_D_MIXED_LHV_PER_KG*(-0.000004*BOILER_D_BOILER_LOAD^3+0.001*BOILER_D_BOILER_LOAD^2-0.0899*BOILER_D_BOILER_LOAD+3.2426)/100)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_RADIATION_SECTION_EFFICIENCY,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,BOILER_D_RADIATION_DUTY/BOILER_D_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_SENSBILE_HEAT_CORRECTION_FOR_AIR,Boiler -- Performance & Energy,BOILER_D_AIR_CP_FOR_SENSIBLE_HEAT_CORRECTED*(BOILER_D_COMBUSTION_AIR_TEMPERATURE-15.6)*BOILER_D_AIR_FUEL_MASS_RATIO,eval_error:NameError:name 'BOILER_D_AIR_CP_FOR_SENSIBLE_HEAT_CORRECTED' is not de,,
BOILER_D_SENSIBLE_HEAT_CORRECTION_FOR_FUEL,Boiler -- Performance & Energy,"if(BOILER_D_AVG_CP_OF_FUEL_GAS_SENSIBLE_HEAT_CORRECTED*(BOILER_D_MAIN_FUEL_GAS_TEMPERATURE-15.6)<0,0,BOILER_D_AVG_CP_OF_FUEL_GAS_SENSIBLE_HEAT_CORRECTED*(BOILER_D_MAIN_FUEL_GAS_TEMPERATURE-15.6))",eval_error:NameError:name 'BOILER_D_AVG_CP_OF_FUEL_GAS_SENSIBLE_HEAT_CORRECTED' i,,
BOILER_D_SH_DUTY,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,DESUPERHEATER_D_OUTLET_STEAM_FLOW*((BOILER_D_STEAM_DRUM_PRESSURE*-2.64315212289699+DESUPERHEATER_D_OUTLET_TEMPERATURE*3.58096116723573+1939.73413132244)-(BOILER_D_STEAM_DRUM_PR",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_SH_PERFORMANCE,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,(BOILER_D_SH_SPECIFIC_DUTY)/0.110075721*100)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_SH_SPECIFIC_DUTY,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,BOILER_D_SH_DUTY/DESUPERHEATER_D_OUTLET_STEAM_FLOW*1000)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_SPECIFIC_ENERGY_CONSUMPTION_IN_GCAL,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,BOILER_D_FUEL_CONSUMPTION/(DESUPERHEATER_D_OUTLET_STEAM_FLOW/1000))",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,BOILER_D_FUEL_CONSUMPTION/(DESUPERHEATER_D_OUTLET_STEAM_FLOW/1000)*4.184)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_STACK_LOSS,Boiler -- Flue Gas & Stack,"if(BOILER_D_STATUS==0,0,BOILER_D_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL*BOILER_D_FUEL_GAS_FLOW/(1000*1000))",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_STACK_LOSS_CORRECTED,Boiler -- Flue Gas & Stack,"if(BOILER_D_STATUS==0,0,BOILER_D_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL*BOILER_D_FUEL_GAS_CORRECTED_TPH/1000)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_STATUS,Boiler -- Performance & Energy,"if(BOILER_D_BOILER_LOAD>25&&DESUPERHEATER_D_OUTLET_TEMPERATURE>370&&HP_STEAM_PRESSURE_FROM_DS_D>40,1,0)","eval_error:SyntaxError:invalid syntax (<string>, line 1)",,
BOILER_D_STEAM_DRUM_TEMP,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,4.02521999671835*log(BOILER_D_STEAM_DRUM_PRESSURE*98.065)^3-4.64392873298701*log(BOILER_D_STEAM_DRUM_PRESSURE*98.065)^2+11.2370106828649*log(BOILER_D_STEAM_DRUM_PRESSURE*98.065",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_STEAM_TO_FIRE_DUTY_RATIO,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,DESUPERHEATER_D_OUTLET_STEAM_FLOW/(BOILER_D_FG_FLOW_RATE*BOILER_D_MIXED_LHV_PER_KG)*1000)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_SUPERHEATED_STEAM_BFW_RATIO,Boiler -- Steam Generation,"if(BOILER_D_STATUS==0,0,(DESUPERHEATER_D_OUTLET_STEAM_FLOW+CBD_BLOW_DOWN_D)/(BOILER_D_CORRECTED_BFW_FLOW*1000))",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_THERMAL_EFFICIENCY,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,(BOILER_D_TOTAL_STEAM_ENERGY-BOILER_D_BFW_ENERGY)/BOILER_D_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL,Boiler -- Flue Gas & Stack,"if(BOILER_D_STATUS==0,0,BOILER_D_HEAT_LOSS_DUE_TO_INCOMPLETE_COMBUSTIONL4+BOILER_D_HEAT_LOSS_DUE_TO_H2O_IN_STACK_L3+BOILER_D_HEAT_LOSS_DUE_TO_DRY_FLUE_GAS_L1+BOILER_D_HEAT_LOSS_DUE_TO_EVAPORATION_OF_W",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_TOTAL_FLUE_GAS_CORRECTED,Boiler -- Flue Gas & Stack,"if(BOILER_D_STATUS==0,0,BOILER_D_FUEL_GAS_CORRECTED_TPH*BOILER_D_FLUE_GAS_PER_FUEL_MASS_RATIO)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_TOTAL_FLUE_GAS_GENERATED,Boiler -- Flue Gas & Stack,"if(BOILER_D_STATUS==0,0,BOILER_D_FUEL_GAS_FLOW/1000*BOILER_D_FLUE_GAS_PER_FUEL_MASS_RATIO)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_TOTAL_FUEL_COMPOSTION_MASS,Boiler -- Performance & Energy,BOILER_D_FG_CH4_MASS_PERCENTAGE+BOILER_D_FG_ETHANE_MASS_PERCENTAGE+BOILER_D_FG_ETHYLENE_MASS_PERCENTAGE+BOILER_D_FG_PROPANE_MASS_PERCENTAGE+BOILER_D_FG_HYDROGEN_MASS_PERCENTAGE+BOILER_D_FG_NITROGEN_MA,eval_error:NameError:name 'BOILER_D_FG_CH4_MASS_PERCENTAGE' is not defined,,
BOILER_D_TOTAL_H2O_PER_KG_OF_FUEL,Boiler -- Performance & Energy,BOILER_D_TOTAL_MOISTURE_WITH_AIR+BOILER_D_H2O_FORMED,eval_error:NameError:name 'BOILER_D_TOTAL_MOISTURE_WITH_AIR' is not defined,,
BOILER_D_TOTAL_HEAT_ABSORBED_PER_KG_OF_FUEL,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,BOILER_D_TOTAL_HEAT_INPUT_PER_KG_OF_FUEL-BOILER_D_TOTAL_HEAT_LOSS_PER_KG_OF_FUEL)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_TOTAL_HEAT_INPUT_PER_KG_OF_FUEL,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,BOILER_D_SENSIBLE_HEAT_CORRECTION_FOR_FUEL+BOILER_D_SENSBILE_HEAT_CORRECTION_FOR_AIR+BOILER_D_MIXED_LHV_PER_KG)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_TOTAL_HEAT_LOSS_PER_KG_OF_FUEL,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,BOILER_D_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL+BOILER_D_RADIATION_LOSSES)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_TOTAL_MOISTURE_WITH_AIR,Boiler -- Performance & Energy,BOILER_D_AIR_FUEL_MASS_RATIO*BOILER_D_AIR_MOISTURE,eval_error:NameError:name 'BOILER_D_AIR_FUEL_MASS_RATIO' is not defined,,
BOILER_D_TOTAL_STEAM_ENERGY,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,DESUPERHEATER_D_OUTLET_STEAM_FLOW*BOILER_D_HP_STEAM_ENTHALPY/1000000)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_UA_ECONOMIZER,Boiler -- Performance & Energy,"if(BOILER_D_STATUS==0,0,BOILER_D_ECONOMIZER_DUTY/BOILER_D_LMTD_ECONOMIZER)",eval_error:NameError:name 'BOILER_D_STATUS' is not defined,,
BOILER_D_VAPOUR_PRESSURE_OF_H2O,Boiler -- Performance & Energy,10^(8.07131-(1730.63/(233.426+(AMBIENT_TEMPERATURE)))),eval_error:NameError:name 'AMBIENT_TEMPERATURE' is not defined,,
BOILER_E_ACTUAL_SP_ENERGY_DELTA,Boiler -- Performance & Energy,"if((BOILER_E_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ_actual-BOILER_E_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ_benchmark)<0,0,(BOILER_E_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ_actual-BOILER_E_SPECIFIC_ENERGY_CONSUMPTION_",eval_error:NameError:name 'BOILER_E_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ_actual' is ,,
BOILER_E_AIR_CP_FOR_SENSIBLE_HEAT_CORRECTED,Boiler -- Performance & Energy,((BOILER_E_AIR_CP_REF_T+BOILER_E_CP_AT_COMBUSTION_TEMPERATURE)/2)/28.96,eval_error:NameError:name 'BOILER_E_AIR_CP_REF_T' is not defined,,
BOILER_E_AIR_CP_REF_T,Boiler -- Performance & Energy,6.96,computed,6.96,
BOILER_E_AIR_FUEL_MASS_RATIO,Boiler -- Combustion & Fuel,BOILER_E_EXCESS_AIR+BOILER_E_CORRECTED_COMBUSTION_AIR,eval_error:NameError:name 'BOILER_E_EXCESS_AIR' is not defined,,
BOILER_E_AIR_MOISTURE,Boiler -- Performance & Energy,BOILER_E_VAPOUR_PRESSURE_OF_H2O/(760-BOILER_E_VAPOUR_PRESSURE_OF_H2O*RELATIVE_HUMIDITY_CLEAN)*RELATIVE_HUMIDITY_CLEAN*18.015/28.96,eval_error:NameError:name 'BOILER_E_VAPOUR_PRESSURE_OF_H2O' is not defined,,
BOILER_E_AIR_REQUIRED_FOR_CH4_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_CH4_MASS_FRACTION*17.265,eval_error:NameError:name 'BOILER_E_FG_CH4_MASS_FRACTION' is not defined,,
BOILER_E_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_AIR_REQUIRED_FOR_H2_COMBUSTION+BOILER_E_AIR_REQUIRED_FOR_CH4_COMBUSTION+BOILER_E_AIR_REQUIRED_FOR_ETHANE_COMBUSTION+BOILER_E_AIR_REQUIRED_FOR_ETHYLENE_COMBUSTION+BOILER_E_AIR_REQUIRED_FOR_PRO,eval_error:NameError:name 'BOILER_E_AIR_REQUIRED_FOR_H2_COMBUSTION' is not define,,
BOILER_E_AIR_REQUIRED_FOR_ETHANE_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_D_FG_ETHANE_MASS_FRACTION*16.119,eval_error:NameError:name 'BOILER_D_FG_ETHANE_MASS_FRACTION' is not defined,,
BOILER_E_AIR_REQUIRED_FOR_ETHYLENE_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_ETHYLENE_MASS_FRACTION*14.807,eval_error:NameError:name 'BOILER_E_FG_ETHYLENE_MASS_FRACTION' is not defined,,
BOILER_E_AIR_REQUIRED_FOR_H2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_HYDROGEN_MASS_FRACTION*34.344,eval_error:NameError:name 'BOILER_E_FG_HYDROGEN_MASS_FRACTION' is not defined,,
BOILER_E_AIR_REQUIRED_FOR_IC4_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_IC4_MASS_FRACTION*15.487,eval_error:NameError:name 'BOILER_E_FG_IC4_MASS_FRACTION' is not defined,,
BOILER_E_AIR_REQUIRED_FOR_IC5_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_IC5_MASS_FRACTION*15.353,eval_error:NameError:name 'BOILER_E_FG_IC5_MASS_FRACTION' is not defined,,
BOILER_E_AIR_REQUIRED_FOR_NC4_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_NC4_MASS_FRACTION*15.487,eval_error:NameError:name 'BOILER_E_FG_NC4_MASS_FRACTION' is not defined,,
BOILER_E_AIR_REQUIRED_FOR_NC5_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_NC5_MASS_FRACTION*15.353,eval_error:NameError:name 'BOILER_E_FG_NC5_MASS_FRACTION' is not defined,,
BOILER_E_AIR_REQUIRED_FOR_PROPANE_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_PROPANE_MASS_FRACTION*15.703,eval_error:NameError:name 'BOILER_E_FG_PROPANE_MASS_FRACTION' is not defined,,
BOILER_E_AVG_CP_OF_FLUE_GAS_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,(BOILER_E_CP_FLUE_GAS_CO2_AT_STACK_TEMP*BOILER_E_CO2_FORMED/44.01+BOILER_E_CP_FLUE_GAS_N2_AT_STACK_TEMP*BOILER_E_N2_FORMED/28.01+BOILER_E_EXCESS_AIR/28.85*BOILER_E_CP_OF_AIR_AT_STACK_TEMP)/(BOILER_E_F,eval_error:NameError:name 'BOILER_E_CP_FLUE_GAS_CO2_AT_STACK_TEMP' is not defined,,
BOILER_E_AVG_CP_OF_FUEL_GAS_SENSIBLE_HEAT_CORRECTED,Boiler -- Performance & Energy,((BOILER_E_CP_TOTAL_FUEL_AT_REF_TEMP+BOILER_E_CP_TOTAL_FUEL_AT_FUEL_TEMP)/BOILER_E_FG_MW)/2,eval_error:NameError:name 'BOILER_E_CP_TOTAL_FUEL_AT_REF_TEMP' is not defined,,
BOILER_E_BFW_ENERGY,Boiler -- Performance & Energy,"if(BOILER_E_STATUS==0,0,BOILER_E_CORRECTED_BFW_FLOW*BOILER_E_BFW_ENTHALPY/1000)",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_BFW_ENTHALPY,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,ECONOMIZER_E_INLET_TEMPERATURE)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_E_BLOWDOWN_LOSS,Boiler -- Blowdown,"if(BOILER_E_STATUS==0,0,((CBD_BLOW_DOWN_E/1000)*((BOILER_E_STEAM_DRUM_PRESSURE*2.11087739028321+BOILER_E_STEAM_DRUM_TEMP*2.94757709065418+278.050085762461)*0.2390006-(BFW_PRESSURE_TO_BOILER*0.06789138",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_BOILER_INDIRECT_EFFICIENCY,Boiler -- Performance & Energy,"if(BOILER_E_STATUS==0,0,BOILER_E_TOTAL_HEAT_ABSORBED_PER_KG_OF_FUEL/BOILER_E_TOTAL_HEAT_INPUT_PER_KG_OF_FUEL*100)",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_BOILER_LOAD,Boiler -- Performance & Energy,DESUPERHEATER_E_OUTLET_STEAM_FLOW/150000*100,eval_error:NameError:name 'DESUPERHEATER_E_OUTLET_STEAM_FLOW' is not defined,,
BOILER_E_CALCULATED_AIRFLOW_NM3H,Boiler -- Performance & Energy,"if(BOILER_E_STATUS==0,0,BOILER_E_AIR_FUEL_MASS_RATIO*BOILER_E_CORRECTED_FUEL_FLOW/(28.96/22.414)/1000)",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_CH4_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_CH4_MASS_FRACTION*2.744,eval_error:NameError:name 'BOILER_E_FG_CH4_MASS_FRACTION' is not defined,,
BOILER_E_CH4_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_CH4_MASS_FRACTION*2.246,eval_error:NameError:name 'BOILER_E_FG_CH4_MASS_FRACTION' is not defined,,
BOILER_E_CH4_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_E_FG_CH4_MASS_FRACTION*13.275,eval_error:NameError:name 'BOILER_E_FG_CH4_MASS_FRACTION' is not defined,,
BOILER_E_CO2_EMISSIONS,Boiler -- Emissions,"if(BOILER_E_STATUS==0,0,BOILER_E_CO2_FORMED*BOILER_E_FUEL_GAS_CORRECTED_TPH)",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_CO2_FORMED,Boiler -- Performance & Energy,BOILER_E_CH4_CO2_COMBUSTION+BOILER_E_ETHANE_CO2_COMBUSTION+BOILER_E_ETHYLENE_CO2_COMBUSTION+BOILER_E_PROPANE_CO2_COMBUSTION+BOILER_E_NC4_CO2_COMBUSTION+BOILER_E_IC4_CO2_COMBUSTION+BOILER_E_NC5_CO2_COM,eval_error:NameError:name 'BOILER_E_CH4_CO2_COMBUSTION' is not defined,,
BOILER_E_CONVECTION_DUTY,Boiler -- Performance & Energy,"if(BOILER_E_STATUS==0,0,BOILER_E_ECONOMIZER_DUTY+BOILER_E_SH_DUTY+BOILER_E_STACK_LOSS_CORRECTED)",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_CONVECTION_SECTION_EFFICIENCY,Boiler -- Performance & Energy,"if(BOILER_E_STATUS==0,0,BOILER_E_CONVECTION_DUTY/BOILER_E_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_CORRECTED_BFW_FLOW,Boiler -- Performance & Energy,"if(BOILER_E_STATUS==0,0,(BFW_FLOW_TO_ECONOMIZER_E+BFW_FLOW_TO_DESUPERHEATER_E-(BFW_FLOW_TO_ECONOMIZER_E+BFW_FLOW_TO_DESUPERHEATER_E-DESUPERHEATER_E_OUTLET_STEAM_FLOW-CBD_BLOW_DOWN_E))/1000)",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_CORRECTED_COMBUSTION_AIR,Boiler -- Combustion & Fuel,BOILER_E_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION/(1-BOILER_E_AIR_MOISTURE),eval_error:NameError:name 'BOILER_E_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION' is not ,,
BOILER_E_CORRECTED_COMBUTION_H2O_FORMED,Boiler -- Performance & Energy,BOILER_E_H2O_FORMED+(BOILER_E_CORRECTED_COMBUSTION_AIR-BOILER_E_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION),eval_error:NameError:name 'BOILER_E_H2O_FORMED' is not defined,,
BOILER_E_CORRECTED_FUEL_FLOW,Boiler -- Performance & Energy,"if(BOILER_E_STATUS==0,0,BOILER_E_FUEL_GAS_FLOW/1.295-((BOILER_E_FUEL_GAS_ENERGY_INPUT-(BOILER_E_TOTAL_STEAM_ENERGY-BOILER_E_BFW_ENERGY+BOILER_E_BLOWDOWN_LOSS+BOILER_E_STACK_LOSS+BOILER_E_FUEL_GAS_ENER",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_CORRECTED_FUEL_GAS_ENERGY_INPUT,Boiler -- Performance & Energy,"if(BOILER_E_STATUS==0,0,BOILER_E_CORRECTED_FUEL_FLOW*BOILER_E_MIXED_LHV_PER_KG/10^6)",eval_error:NameError:name 'BOILER_E_STATUS' is not defined,,
BOILER_E_CP_AT_COMBUSTION_TEMPERATURE,Boiler -- Combustion & Fuel,(((28.98641)+1.85398*((BOILER_E_COMBUSTION_AIR_TEMP+273.15)/1000)-9.647459*((BOILER_E_COMBUSTION_AIR_TEMP+273.15)/1000)^2+16.63537*((BOILER_E_COMBUSTION_AIR_TEMP+273.15)/1000)^3+(0.000117/((BOILER_E_C,eval_error:NameError:name 'BOILER_E_COMBUSTION_AIR_TEMP' is not defined,,
BOILER_E_CP_CH4_FUEL_TEMP,Boiler -- Performance & Energy,((-0.703029)+108.4773*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-42.52157*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+5.862788*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(0.,eval_error:NameError:name 'BOILER_E_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_E_CP_ETHANE_FUEL_TEMP,Boiler -- Performance & Energy,(6.08160993967773+173.58246031667*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-66.9190547406319*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+9.08912024736972*((BOILER_E_MAIN_FUEL_GAS_TEM,eval_error:NameError:name 'BOILER_E_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_E_CP_ETHYLENE_FUEL_TEMP,Boiler -- Performance & Energy,(-6.38788+184.4019*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-112.9718*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+28.49593*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+0.3155,eval_error:NameError:name 'BOILER_E_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_E_CP_FLUE_GAS_CO2_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,((24.99735)+55.18696*((BOILER_E_STACK_TEMPERATURE+273.15)/1000)-33.69137*((BOILER_E_STACK_TEMPERATURE+273.15)/1000)^2+7.948387*((BOILER_E_STACK_TEMPERATURE+273.15)/1000)^3+(-0.136638/((BOILER_E_STACK_,eval_error:NameError:name 'BOILER_E_STACK_TEMPERATURE' is not defined,,
BOILER_E_CP_FLUE_GAS_H2O_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,8.22+0.00015*(BOILER_E_STACK_TEMPERATURE+273.15)+0.00000134*((BOILER_E_STACK_TEMPERATURE+273.15)^2),eval_error:NameError:name 'BOILER_E_STACK_TEMPERATURE' is not defined,,
BOILER_E_CP_FLUE_GAS_N2_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,((28.98641)+1.85398*((BOILER_E_STACK_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_E_STACK_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_E_STACK_TEMPERATURE+273.15)/1000)^3+(0.000117/((BOILER_E_STACK_TE,eval_error:NameError:name 'BOILER_E_STACK_TEMPERATURE' is not defined,,
BOILER_E_CP_H2_FUEL_TEMP,Boiler -- Performance & Energy,((33.066178)-11.363417*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)+11.432816*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-2.772874*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(,eval_error:NameError:name 'BOILER_E_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_E_CP_IC4_FUEL_TEMP,Boiler -- Performance & Energy,(8.32665517242186+344.923323425655*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)--141.649866470373*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-17.402696038734*((BOILER_E_MAIN_FUEL_GAS_TE,eval_error:NameError:name 'BOILER_E_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_E_CP_IC5_FUEL_TEMP,Boiler -- Performance & Energy,(-16.1426869390769+517.363683637786*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-271.314078126683*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-56.1566185580689*((BOILER_E_MAIN_FUEL_GAS_T,eval_error:NameError:name 'BOILER_E_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_E_CP_NC4_FUEL_TEMP,Boiler -- Performance & Energy,(22.1581076705715+292.589410831127*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-85.8165101864775*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-1.01394039648879*((BOILER_E_MAIN_FUEL_GAS_TE,eval_error:NameError:name 'BOILER_E_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_E_CP_NC5_FUEL_TEMP,Boiler -- Performance & Energy,(-36.7350853904756+580.375772029461*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-341.586537384626*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-78.4996542134237*((BOILER_E_MAIN_FUEL_GAS_T,eval_error:NameError:name 'BOILER_E_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_E_CP_OF_AIR_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,(((28.98641)+1.85398*((BOILER_E_STACK_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_E_STACK_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_E_STACK_TEMPERATURE+273.15)/1000)^3+(0.000117/((BOILER_E_STACK_T,eval_error:NameError:name 'BOILER_E_STACK_TEMPERATURE' is not defined,,
BOILER_E_CP_OF_H2O_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,(8.22+0.00015*(BOILER_E_STACK_TEMPERATURE+273.15)+0.00000134*((BOILER_E_STACK_TEMPERATURE+273.15)^2))/18.015,eval_error:NameError:name 'BOILER_E_STACK_TEMPERATURE' is not defined,,
BOILER_E_CP_PROPANE_FUEL_TEMP,Boiler -- Performance & Energy,(12.6608072783283+232.070245794953*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-70.3446118121155*((BOILER_E_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+0.60714221002859*((BOILER_E_MAIN_FUEL_GAS_TE,eval_error:NameError:name 'BOILER_E_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_E_CP_TOTAL_FUEL_AT_FUEL_TEMP,Boiler -- Performance & Energy,((BOILER_E_FG_HYDROGEN_MASS_FRACTION/COMPONENT_HYDROGEN_MW)*BOILER_E_CP_H2_FUEL_TEMP+BOILER_E_FG_CH4_MASS_FRACTION/COMPONENT_METHANE_MW*BOILER_E_CP_CH4_FUEL_TEMP+(BOILER_E_FG_ETHYLENE_MASS_FRACTION/CO,eval_error:NameError:name 'BOILER_E_FG_HYDROGEN_MASS_FRACTION' is not defined,,
