tag_name,category,formula,status,value,missing_inputs
BOILER_B_SH_DUTY,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,DESUPERHEATER_B_OUTLET_STEAM_FLOW*((BOILER_B_STEAM_DRUM_PRESSURE*-2.64315212289699+DESUPERHEATER_B_OUTLET_TEMPERATURE*3.58096116723573+1939.73413132244)-(BOILER_B_STEAM_DRUM_PR",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_SH_PERFORMANCE,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,(BOILER_B_SH_SPECIFIC_DUTY)/0.110075721*100)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_SH_SPECIFIC_DUTY,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,BOILER_B_SH_DUTY/DESUPERHEATER_B_OUTLET_STEAM_FLOW*1000)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_SPECIFIC_ENERGY_CONSUMPTION_IN_GCAL,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,BOILER_B_FUEL_CONSUMPTION/(DESUPERHEATER_B_OUTLET_STEAM_FLOW/1000))",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,BOILER_B_FUEL_CONSUMPTION/(DESUPERHEATER_B_OUTLET_STEAM_FLOW/1000)*4.184)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_STACK_LOSS,Boiler -- Flue Gas & Stack,"if(BOILER_B_STATUS==0,0,BOILER_B_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL*BOILER_B_FUEL_GAS_FLOW/(1000*1000))",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_STACK_LOSS_CORRECTED,Boiler -- Flue Gas & Stack,"if(BOILER_B_STATUS==0,0,BOILER_B_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL*BOILER_B_FUEL_GAS_CORRECTED_TPH/1000)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_STATUS,Boiler -- Performance & Energy,"if(BOILER_B_BOILER_LOAD>25&&DESUPERHEATER_B_OUTLET_TEMPERATURE>370&&HP_STEAM_PRESSURE_FROM_DS_B>40,1,0)","eval_error:SyntaxError:invalid syntax (<string>, line 1)",,
BOILER_B_STEAM_DRUM_TEMP,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,4.02521999671835*log(BOILER_B_STEAM_DRUM_PRESSURE*98.065)^3-4.64392873298701*log(BOILER_B_STEAM_DRUM_PRESSURE*98.065)^2+11.2370106828649*log(BOILER_B_STEAM_DRUM_PRESSURE*98.065",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_STEAM_TO_FIRE_DUTY_RATIO,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,DESUPERHEATER_B_OUTLET_STEAM_FLOW/(BOILER_B_FG_FLOW_RATE*BOILER_B_MIXED_LHV_PER_KG)*1000)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_SUPERHEATED_STEAM_BFW_RATIO,Boiler -- Steam Generation,"if(BOILER_B_STATUS==0,0,(DESUPERHEATER_B_OUTLET_STEAM_FLOW+CBD_BLOW_DOWN_B)/(BOILER_B_CORRECTED_BFW_FLOW*1000))",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_THERMAL_EFFICIENCY,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,(BOILER_B_TOTAL_STEAM_ENERGY-BOILER_B_BFW_ENERGY)/BOILER_B_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL,Boiler -- Flue Gas & Stack,"if(BOILER_B_STATUS==0,0,BOILER_B_HEAT_LOSS_DUE_TO_INCOMPLETE_COMBUSTIONL4+BOILER_B_HEAT_LOSS_DUE_TO_H2O_IN_STACK_L3+BOILER_B_HEAT_LOSS_DUE_TO_DRY_FLUE_GAS_L1+BOILER_B_HEAT_LOSS_DUE_TO_EVAPORATION_OF_W",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_TOTAL_FLUE_GAS_CORRECTED,Boiler -- Flue Gas & Stack,"if(BOILER_B_STATUS==0,0,BOILER_B_FUEL_GAS_CORRECTED_TPH*BOILER_B_FLUE_GAS_PER_FUEL_MASS_RATIO)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_TOTAL_FLUE_GAS_GENERATED,Boiler -- Flue Gas & Stack,"if(BOILER_B_STATUS==0,0,BOILER_B_FUEL_GAS_FLOW/1000*BOILER_B_FLUE_GAS_PER_FUEL_MASS_RATIO)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_TOTAL_FUEL_COMPOSTION_MASS,Boiler -- Performance & Energy,BOILER_B_FG_CH4_MASS_PERCENTAGE+BOILER_B_FG_ETHANE_MASS_PERCENTAGE+BOILER_B_FG_ETHYLENE_MASS_PERCENTAGE+BOILER_B_FG_PROPANE_MASS_PERCENTAGE+BOILER_B_FG_HYDROGEN_MASS_PERCENTAGE+BOILER_B_FG_NITROGEN_MA,eval_error:NameError:name 'BOILER_B_FG_CH4_MASS_PERCENTAGE' is not defined,,
BOILER_B_TOTAL_H2O_PER_KG_OF_FUEL,Boiler -- Performance & Energy,BOILER_B_TOTAL_MOISTURE_WITH_AIR+BOILER_B_H2O_FORMED,eval_error:NameError:name 'BOILER_B_TOTAL_MOISTURE_WITH_AIR' is not defined,,
BOILER_B_TOTAL_HEAT_ABSORBED_PER_KG_OF_FUEL,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,BOILER_B_TOTAL_HEAT_INPUT_PER_KG_OF_FUEL-BOILER_B_TOTAL_HEAT_LOSS_PER_KG_OF_FUEL)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_TOTAL_HEAT_INPUT_PER_KG_OF_FUEL,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,BOILER_B_SENSIBLE_HEAT_CORRECTION_FOR_FUEL+BOILER_B_SENSBILE_HEAT_CORRECTION_FOR_AIR+BOILER_B_MIXED_LHV_PER_KG)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_TOTAL_HEAT_LOSS_PER_KG_OF_FUEL,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,BOILER_B_TOTAL_BOILER_STACK_LOSS_PER_KG_FUEL+BOILER_B_RADIATION_LOSSES)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_TOTAL_MOISTURE_WITH_AIR,Boiler -- Performance & Energy,BOILER_B_AIR_FUEL_MASS_RATIO*BOILER_B_AIR_MOISTURE,eval_error:NameError:name 'BOILER_B_AIR_FUEL_MASS_RATIO' is not defined,,
BOILER_B_TOTAL_STEAM_ENERGY,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,DESUPERHEATER_B_OUTLET_STEAM_FLOW*BOILER_B_HP_STEAM_ENTHALPY/1000000)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_UA_ECONOMIZER,Boiler -- Performance & Energy,"if(BOILER_B_STATUS==0,0,BOILER_B_ECONOMIZER_DUTY/BOILER_B_LMTD_ECONOMIZER)",eval_error:NameError:name 'BOILER_B_STATUS' is not defined,,
BOILER_B_VAPOUR_PRESSURE_OF_H2O,Boiler -- Performance & Energy,10^(8.07131-(1730.63/(233.426+(AMBIENT_TEMPERATURE)))),eval_error:NameError:name 'AMBIENT_TEMPERATURE' is not defined,,
BOILER_C_ACTUAL_SP_ENERGY_DELTA,Boiler -- Performance & Energy,"if((BOILER_C_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ_actual-BOILER_C_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ_benchmark)<0,0,(BOILER_C_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ_actual-BOILER_C_SPECIFIC_ENERGY_CONSUMPTION_",eval_error:NameError:name 'BOILER_C_SPECIFIC_ENERGY_CONSUMPTION_IN_GJ_actual' is ,,
BOILER_C_AIR_CP_FOR_SENSIBLE_HEAT_CORRECTED,Boiler -- Performance & Energy,((BOILER_C_AIR_CP_REF_T+BOILER_C_CP_AT_COMBUSTION_TEMPERATURE)/2)/28.96,eval_error:NameError:name 'BOILER_C_AIR_CP_REF_T' is not defined,,
BOILER_C_AIR_CP_REF_T,Boiler -- Performance & Energy,6.96,computed,6.96,
BOILER_C_AIR_FUEL_MASS_RATIO,Boiler -- Combustion & Fuel,BOILER_C_EXCESS_AIR+BOILER_C_CORRECTED_COMBUSTION_AIR,eval_error:NameError:name 'BOILER_C_EXCESS_AIR' is not defined,,
BOILER_C_AIR_MOISTURE,Boiler -- Performance & Energy,BOILER_C_VAPOUR_PRESSURE_OF_H2O/(760-BOILER_C_VAPOUR_PRESSURE_OF_H2O*RELATIVE_HUMIDITY_CLEAN)*RELATIVE_HUMIDITY_CLEAN*18.015/28.96,eval_error:NameError:name 'BOILER_C_VAPOUR_PRESSURE_OF_H2O' is not defined,,
BOILER_C_AIR_REQUIRED_FOR_CH4_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_CH4_MASS_FRACTION*17.265,eval_error:NameError:name 'BOILER_C_FG_CH4_MASS_FRACTION' is not defined,,
BOILER_C_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_AIR_REQUIRED_FOR_H2_COMBUSTION+BOILER_C_AIR_REQUIRED_FOR_CH4_COMBUSTION+BOILER_C_AIR_REQUIRED_FOR_ETHANE_COMBUSTION+BOILER_C_AIR_REQUIRED_FOR_ETHYLENE_COMBUSTION+BOILER_C_AIR_REQUIRED_FOR_PRO,eval_error:NameError:name 'BOILER_C_AIR_REQUIRED_FOR_H2_COMBUSTION' is not define,,
BOILER_C_AIR_REQUIRED_FOR_ETHANE_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_ETHANE_MASS_FRACTION*16.119,eval_error:NameError:name 'BOILER_C_FG_ETHANE_MASS_FRACTION' is not defined,,
BOILER_C_AIR_REQUIRED_FOR_ETHYLENE_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_ETHYLENE_MASS_FRACTION*14.807,eval_error:NameError:name 'BOILER_C_FG_ETHYLENE_MASS_FRACTION' is not defined,,
BOILER_C_AIR_REQUIRED_FOR_H2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_HYDROGEN_MASS_FRACTION*34.344,eval_error:NameError:name 'BOILER_C_FG_HYDROGEN_MASS_FRACTION' is not defined,,
BOILER_C_AIR_REQUIRED_FOR_IC4_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_IC4_MASS_FRACTION*15.487,eval_error:NameError:name 'BOILER_C_FG_IC4_MASS_FRACTION' is not defined,,
BOILER_C_AIR_REQUIRED_FOR_IC5_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_IC5_MASS_FRACTION*15.353,eval_error:NameError:name 'BOILER_C_FG_IC5_MASS_FRACTION' is not defined,,
BOILER_C_AIR_REQUIRED_FOR_NC4_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_NC4_MASS_FRACTION*15.487,eval_error:NameError:name 'BOILER_C_FG_NC4_MASS_FRACTION' is not defined,,
BOILER_C_AIR_REQUIRED_FOR_NC5_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_NC5_MASS_FRACTION*15.353,eval_error:NameError:name 'BOILER_C_FG_NC5_MASS_FRACTION' is not defined,,
BOILER_C_AIR_REQUIRED_FOR_PROPANE_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_PROPANE_MASS_FRACTION*15.703,eval_error:NameError:name 'BOILER_C_FG_PROPANE_MASS_FRACTION' is not defined,,
BOILER_C_AVG_CP_OF_FLUE_GAS_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,(BOILER_C_CP_FLUE_GAS_CO2_AT_STACK_TEMP*BOILER_C_CO2_FORMED/44.01+BOILER_C_CP_FLUE_GAS_N2_AT_STACK_TEMP*BOILER_C_N2_FORMED/28.01+BOILER_C_EXCESS_AIR/28.85*BOILER_C_CP_OF_AIR_AT_STACK_TEMP)/(BOILER_C_F,eval_error:NameError:name 'BOILER_C_CP_FLUE_GAS_CO2_AT_STACK_TEMP' is not defined,,
BOILER_C_AVG_CP_OF_FUEL_GAS_SENSIBLE_HEAT_CORRECTED,Boiler -- Performance & Energy,((BOILER_C_CP_TOTAL_FUEL_AT_REF_TEMP+BOILER_C_CP_TOTAL_FUEL_AT_FUEL_TEMP)/BOILER_C_FG_MW)/2,eval_error:NameError:name 'BOILER_C_CP_TOTAL_FUEL_AT_REF_TEMP' is not defined,,
BOILER_C_BFW_ENERGY,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,BOILER_C_CORRECTED_BFW_FLOW*BOILER_C_BFW_ENTHALPY/1000)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_BFW_ENTHALPY,Boiler -- Performance & Energy,"if(BOILER_A_STATUS==0,0,ECONOMIZER_C_INLET_TEMPERATURE)",eval_error:NameError:name 'BOILER_A_STATUS' is not defined,,
BOILER_C_BLOWDOWN_LOSS,Boiler -- Blowdown,"if(BOILER_C_STATUS==0,0,((CBD_BLOW_DOWN_C/1000)*((BOILER_C_STEAM_DRUM_PRESSURE*2.11087739028321+BOILER_C_SUPERHEATER_INLET_TEMPERATURE*2.94757709065418+278.050085762461)*0.2390006-(BFW_PRESSURE_TO_BOI",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_BOILER_INDIRECT_EFFICIENCY,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,BOILER_C_TOTAL_HEAT_ABSORBED_PER_KG_OF_FUEL/BOILER_C_TOTAL_HEAT_INPUT_PER_KG_OF_FUEL*100)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_BOILER_LOAD,Boiler -- Performance & Energy,DESUPERHEATER_C_OUTLET_STEAM_FLOW/150000*100,eval_error:NameError:name 'DESUPERHEATER_C_OUTLET_STEAM_FLOW' is not defined,,
BOILER_C_CALCULATED_AIRFLOW_NM3H,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,BOILER_C_AIR_FUEL_MASS_RATIO*BOILER_C_CORRECTED_FUEL_FLOW/(28.96/22.414)/1000)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_CH4_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_CH4_MASS_FRACTION*2.744,eval_error:NameError:name 'BOILER_C_FG_CH4_MASS_FRACTION' is not defined,,
BOILER_C_CH4_H2O_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_CH4_MASS_FRACTION*2.246,eval_error:NameError:name 'BOILER_C_FG_CH4_MASS_FRACTION' is not defined,,
BOILER_C_CH4_N2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_CH4_MASS_FRACTION*13.275,eval_error:NameError:name 'BOILER_C_FG_CH4_MASS_FRACTION' is not defined,,
BOILER_C_CO2_EMISSIONS,Boiler -- Emissions,"if(BOILER_C_STATUS==0,0,BOILER_C_CO2_FORMED*BOILER_C_FUEL_GAS_CORRECTED_TPH)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_CO2_FORMED,Boiler -- Performance & Energy,BOILER_C_CH4_CO2_COMBUSTION+BOILER_C_ETHANE_CO2_COMBUSTION+BOILER_C_ETHYLENE_CO2_COMBUSTION+BOILER_C_PROPANE_CO2_COMBUSTION+BOILER_C_NC4_CO2_COMBUSTION+BOILER_C_IC4_CO2_COMBUSTION+BOILER_C_NC5_CO2_COM,eval_error:NameError:name 'BOILER_C_CH4_CO2_COMBUSTION' is not defined,,
BOILER_C_CONVECTION_DUTY,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,BOILER_C_ECONOMIZER_DUTY+BOILER_C_SH_DUTY+BOILER_C_STACK_LOSS_CORRECTED)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_CONVECTION_SECTION_EFFICIENCY,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,BOILER_C_CONVECTION_DUTY/BOILER_C_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_CORRECTED_BFW_FLOW,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,(BFW_FLOW_TO_ECONOMIZER_C+BFW_FLOW_TO_DESUPERHEATER_C-(BFW_FLOW_TO_ECONOMIZER_C+BFW_FLOW_TO_DESUPERHEATER_C-DESUPERHEATER_C_OUTLET_STEAM_FLOW-CBD_BLOW_DOWN_C))/1000)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_CORRECTED_COMBUSTION_AIR,Boiler -- Combustion & Fuel,BOILER_C_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION/(1-BOILER_C_AIR_MOISTURE),eval_error:NameError:name 'BOILER_C_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION' is not ,,
BOILER_C_CORRECTED_COMBUTION_H2O_FORMED,Boiler -- Performance & Energy,BOILER_C_H2O_FORMED+(BOILER_C_CORRECTED_COMBUSTION_AIR-BOILER_C_AIR_REQUIRED_FOR_COMPLETE_COMBUSTION),eval_error:NameError:name 'BOILER_C_H2O_FORMED' is not defined,,
BOILER_C_CORRECTED_FUEL_FLOW,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,BOILER_C_FUEL_GAS_FLOW-((BOILER_C_FUEL_GAS_ENERGY_INPUT-(BOILER_C_TOTAL_STEAM_ENERGY-BOILER_C_BFW_ENERGY+BOILER_C_BLOWDOWN_LOSS+BOILER_C_STACK_LOSS+BOILER_C_FUEL_GAS_ENERGY_INP",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_CORRECTED_FUEL_GAS_ENERGY_INPUT,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,BOILER_C_CORRECTED_FUEL_FLOW*BOILER_C_MIXED_LHV_PER_KG/10^6)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_CP_AT_COMBUSTION_TEMPERATURE,Boiler -- Combustion & Fuel,(((28.98641)+1.85398*((BOILER_C_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_C_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_C_COMBUSTION_AIR_TEMPERATURE+273.15)/1000)^3+(,eval_error:NameError:name 'BOILER_C_COMBUSTION_AIR_TEMPERATURE' is not defined,,
BOILER_C_CP_CH4_FUEL_TEMP,Boiler -- Performance & Energy,((-0.703029)+108.4773*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-42.52157*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+5.862788*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(0.,eval_error:NameError:name 'BOILER_C_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_C_CP_ETHANE_FUEL_TEMP,Boiler -- Performance & Energy,(6.08160993967773+173.58246031667*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-66.9190547406319*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+9.08912024736972*((BOILER_C_MAIN_FUEL_GAS_TEM,eval_error:NameError:name 'BOILER_C_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_C_CP_ETHYLENE_FUEL_TEMP,Boiler -- Performance & Energy,(-6.38788+184.4019*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-112.9718*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+28.49593*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+0.3155,eval_error:NameError:name 'BOILER_C_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_C_CP_FLUE_GAS_CO2_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,((24.99735)+55.18696*((BOILER_C_STACK_TEMPERATURE+273.15)/1000)-33.69137*((BOILER_C_STACK_TEMPERATURE+273.15)/1000)^2+7.948387*((BOILER_C_STACK_TEMPERATURE+273.15)/1000)^3+(-0.136638/((BOILER_C_STACK_,eval_error:NameError:name 'BOILER_C_STACK_TEMPERATURE' is not defined,,
BOILER_C_CP_FLUE_GAS_H2O_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,8.22+0.00015*(BOILER_C_STACK_TEMPERATURE+273.15)+0.00000134*((BOILER_C_STACK_TEMPERATURE+273.15)^2),eval_error:NameError:name 'BOILER_C_STACK_TEMPERATURE' is not defined,,
BOILER_C_CP_FLUE_GAS_N2_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,((28.98641)+1.85398*((BOILER_C_STACK_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_C_STACK_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_C_STACK_TEMPERATURE+273.15)/1000)^3+(0.000117/((BOILER_C_STACK_TE,eval_error:NameError:name 'BOILER_C_STACK_TEMPERATURE' is not defined,,
BOILER_C_CP_H2_FUEL_TEMP,Boiler -- Performance & Energy,((33.066178)-11.363417*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)+11.432816*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-2.772874*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^3+(,eval_error:NameError:name 'BOILER_C_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_C_CP_IC4_FUEL_TEMP,Boiler -- Performance & Energy,(8.32665517242186+344.923323425655*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)--141.649866470373*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-17.402696038734*((BOILER_C_MAIN_FUEL_GAS_TE,eval_error:NameError:name 'BOILER_C_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_C_CP_IC5_FUEL_TEMP,Boiler -- Performance & Energy,(-16.1426869390769+517.363683637786*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-271.314078126683*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-56.1566185580689*((BOILER_C_MAIN_FUEL_GAS_T,eval_error:NameError:name 'BOILER_C_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_C_CP_NC4_FUEL_TEMP,Boiler -- Performance & Energy,(22.1581076705715+292.589410831127*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-85.8165101864775*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-1.01394039648879*((BOILER_C_MAIN_FUEL_GAS_TE,eval_error:NameError:name 'BOILER_C_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_C_CP_NC5_FUEL_TEMP,Boiler -- Performance & Energy,(-36.7350853904756+580.375772029461*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-341.586537384626*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2-78.4996542134237*((BOILER_C_MAIN_FUEL_GAS_T,eval_error:NameError:name 'BOILER_C_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_C_CP_OF_AIR_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,(((28.98641)+1.85398*((BOILER_C_STACK_TEMPERATURE+273.15)/1000)-9.647459*((BOILER_C_STACK_TEMPERATURE+273.15)/1000)^2+16.63537*((BOILER_C_STACK_TEMPERATURE+273.15)/1000)^3+(0.000117/((BOILER_C_STACK_T,eval_error:NameError:name 'BOILER_C_STACK_TEMPERATURE' is not defined,,
BOILER_C_CP_OF_H2O_AT_STACK_TEMP,Boiler -- Flue Gas & Stack,(8.22+0.00015*(BOILER_C_STACK_TEMPERATURE+273.15)+0.00000134*((BOILER_C_STACK_TEMPERATURE+273.15)^2))/18.015,eval_error:NameError:name 'BOILER_C_STACK_TEMPERATURE' is not defined,,
BOILER_C_CP_PROPANE_FUEL_TEMP,Boiler -- Performance & Energy,(12.6608072783283+232.070245794953*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)-70.3446118121155*((BOILER_C_MAIN_FUEL_GAS_TEMPERATURE+273.15)/1000)^2+0.60714221002859*((BOILER_C_MAIN_FUEL_GAS_TE,eval_error:NameError:name 'BOILER_C_MAIN_FUEL_GAS_TEMPERATURE' is not defined,,
BOILER_C_CP_TOTAL_FUEL_AT_FUEL_TEMP,Boiler -- Performance & Energy,((BOILER_C_FG_HYDROGEN_MASS_FRACTION/COMPONENT_HYDROGEN_MW)*BOILER_C_CP_H2_FUEL_TEMP+BOILER_C_FG_CH4_MASS_FRACTION/COMPONENT_METHANE_MW*BOILER_C_CP_CH4_FUEL_TEMP+(BOILER_C_FG_ETHYLENE_MASS_FRACTION/CO,eval_error:NameError:name 'BOILER_C_FG_HYDROGEN_MASS_FRACTION' is not defined,,
BOILER_C_CP_TOTAL_FUEL_AT_REF_TEMP,Boiler -- Performance & Energy,((BOILER_C_FG_HYDROGEN_MASS_FRACTION/COMPONENT_HYDROGEN_MW)*6.876+BOILER_C_FG_CH4_MASS_FRACTION/COMPONENT_METHANE_MW*8.45+(BOILER_C_FG_ETHYLENE_MASS_FRACTION/COMPONENT_ETHYLENE_MW)*10.02+(BOILER_C_FG_,eval_error:NameError:name 'BOILER_C_FG_HYDROGEN_MASS_FRACTION' is not defined,,
BOILER_C_DRY_FLUE_GAS_PER_FUEL_MASS_RATIO,Boiler -- Flue Gas & Stack,BOILER_C_EXCESS_AIR*(1-BOILER_C_AIR_MOISTURE)+BOILER_C_N2_FORMED+BOILER_C_CO2_FORMED,eval_error:NameError:name 'BOILER_C_EXCESS_AIR' is not defined,,
BOILER_C_ECONOMIZER_DUTY,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,BOILER_C_CORRECTED_BFW_FLOW*((BOILER_C_STEAM_DRUM_PRESSURE*0.0336523715096497+ECONOMIZER_C_OUTLET_TEMPERATURE*4.52730333899183-53.5667904511771)-(BFW_PRESSURE_TO_BOILER*0.06789",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_EFFICIENCY_LOSS_DUE_TO_BLOWDOWN,Boiler -- Blowdown,"if(BOILER_C_STATUS==0,0,BOILER_C_BLOWDOWN_LOSS/BOILER_C_CORRECTED_FUEL_GAS_ENERGY_INPUT*100)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_ENERGY_GAINED,Boiler -- Performance & Energy,"if(BOILER_C_STATUS==0,0,BOILER_C_TOTAL_STEAM_ENERGY-BOILER_C_BFW_ENERGY)",eval_error:NameError:name 'BOILER_C_STATUS' is not defined,,
BOILER_C_ETHANE_CO2_COMBUSTION,Boiler -- Combustion & Fuel,BOILER_C_FG_ETHANE_MASS_FRACTION*2.927,eval_error:NameError:name 'BOILER_C_FG_ETHANE_MASS_FRACTION' is not defined,,
