=== SHEET: derived_equations ===
Shape: 117 rows x 4 columns

COLUMN HEADERS:
  [0] 'tag_name'
  [1] 'formula_expression'
  [2] 'active'
  [3] 'source_flag'

ALL ROWS:
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[44] tag_name: HP_Steam_Consumption | formula_expression: [ETH_HPS_Demand] +[EOEG_1_HPS_Demand]+[EOEG_2_HPS_Demand]+[EOEG_3_HPS_Demand]+ [BFW_E_Turb_Steam] + [BFW_B_Turb_Steam] + [BFW_C_Turb_Steam] + [VHP_BFW_B_Turb_Steam] + [VHP_BFW_C_Turb_Steam] + [CW_Turbine_A_Steam] + [CW_Turbine_B_Steam] + [CW_Turbine_G_Steam] + [Air_Compressor_Turbine_A_Steam] + [Air_Compressor_Turbine_D_Steam] + [FD_Fan_BLR_1_Steam] + [FD_Fan_BLR_2_Steam] + [FD_Fan_BLR_3_Steam] + [FD_Fan_BLR_4_Steam] + [FD_Fan_BLR_5_Steam] + [MP_Steam_Generation]*0.91+ [HP_Steam_Vent_valve_PV0012_Steam_flow_out_UO] | active: 1 | source_flag: DB_ACTIVE
[45] tag_name: LP_Steam_Consumption | formula_expression: [ETH_LPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_LPS_Demand]+[Deaerator_LPS]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO]+[LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO] +[LAO_LP_Steam_Demand] | active: 1 | source_flag: DB_ACTIVE
[46] tag_name: LPS_from_Drives | formula_expression: [BFW_E_Turb_Steam]+[BFW_B_Turb_Steam]+ [BFW_C_Turb_Steam]+ [VHP_BFW_B_Turb_Steam]+ [VHP_BFW_C_Turb_Steam]+ [CW_Turbine_A_Steam]+ [CW_Turbine_B_Steam]+ [CW_Turbine_G_Steam]+ [Air_Compressor_Turbine_A_Steam]+ [Air_Compressor_Turbine_D_Steam]+ [DMW_Turbine_A_Steam]+ [DMW_Turbine_C_Steam]+ [FD_Fan_BLR_1_Steam]+[FD_Fan_BLR_2_Steam]+ [FD_Fan_BLR_3_Steam]+ [FD_Fan_BLR_4_Steam]+ [FD_Fan_BLR_5_Steam] | active: 1 | source_flag: DB_ACTIVE
[47] tag_name: MP_Steam_Consumption | formula_expression: [EOEG_1_MPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_3_MPS_Demand]+[DMW_Turbine_A_Steam]+ [DMW_Turbine_C_Steam]+ [MP_to_LP_Letdown_MPS_Flow_In_PV013A_UO]+ [MP_to_LP_Letdown_MPS_Flow_In_PV013B_UO]+ [MP_to_LP_Letdown_MPS_Flow_In_PV31_UO]+ [MP_to_LP_Letdown_MPS_Flow_In_PV32_UO] | active: 1 | source_flag: DB_ACTIVE
[48] tag_name: MP_to_LP_Letdown_LPS_Flow_Out_PV013A_UO | formula_expression: [MP_to_LP_Letdown_MPS_Flow_In_PV013A_UO]+[BFW_to_MP_to_LP_Letdown_Flow_In] | active: 1 | source_flag: DB_ACTIVE
[49] tag_name: MP_to_LP_Letdown_LPS_Flow_Out_PV013B_UO | formula_expression: [MP_to_LP_Letdown_MPS_Flow_In_PV013B_UO]+[BFW_to_MP_to_LP_Letdown_Flow_In] | active: 1 | source_flag: DB_ACTIVE
[50] tag_name: MP_to_LP_Letdown_LPS_Flow_Out_PV31_UO | formula_expression: [MP_to_LP_Letdown_MPS_Flow_In_PV31_UO]+[BFW_to_MP_to_LP_Letdown_Flow_In] | active: 1 | source_flag: DB_ACTIVE
[51] tag_name: MP_to_LP_Letdown_LPS_Flow_Out_PV32_UO | formula_expression: [MP_to_LP_Letdown_MPS_Flow_In_PV32_UO]+[BFW_to_MP_to_LP_Letdown_Flow_In] | active: 1 | source_flag: DB_ACTIVE
[52] tag_name: Total_BFW_Consumption | formula_expression: [VHP_BFW_FROM_U_O]+[VHP_DESPHTR_BFW_FROM_U_O]+[BFW_to_EOEG_1] + [BFW_to_EOEG_2] +[BFW_to_EOEG_3] + [BFW_TO_LAO] + [DSP_BFW_TO_ETH] +[DSP_BFW_TO_EG1] +[DSP_BFW_TO_EG2] +[DSP_BFW_TO_EG3] +[DSP_BFW_TO_CAUSTIC_DILUTION] + ([Total_BLR_HPS_Generation]/.99)+([Deaerator_LPS]*0.02) | active: 1 | source_flag: DB_ACTIVE
[53] tag_name: Condensate_From_P_7106_to_Deaerator_Header | formula_expression: [LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[Boiler_CBD]+[Condensate_from_Traps] | active: 1 | source_flag: DB_ACTIVE
[54] tag_name: CW_Turbine_A_Steam | formula_expression: [CW_Turbine_A_Status]*([CW_Turbine_A_Steam_Imbalance]+38*0.90) +(1-[CW_Turbine_A_Status])*[CW_Turbine_A_Steam_warmup] | active: 1 | source_flag: DB_ACTIVE
[55] tag_name: BFW_Imbalance | formula_expression: (1-[Whatif_running])*[BFW_Imbalance] + [Whatif_running]*([act_BFW_Imbalance]*[Total_BFW_Consumption]/[act_Total_BFW_Consumption]) | active: 1 | source_flag: DB_ACTIVE
[56] tag_name: Total_DMW_Demand | formula_expression: [DMW_Imbalance] + [DMW_Makeup] | active: 1 | source_flag: DB_ACTIVE
[57] tag_name: BFW_Motors_Running | formula_expression: [BFW_Drives_Running]-[BFW_Turbines_Running] | active: 1 | source_flag: DB_ACTIVE
[58] tag_name: BFW_A_Motor_Power_Imbalance | formula_expression: [BFW_A_Motor_Status]*([BFW_A_Motor_Power_Regression]-((-0.0016*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_A_Motor_Status])))**2+ 1.8045*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_A_Motor_Status]))) + 401.61)/1000)/0.95) | active: 1 | source_flag: DB_ACTIVE
[59] tag_name: BFW_B_Turb_Steam_Imbalance | formula_expression: [BFW_B_Turb_Status]*([BFW_B_Turb_Steam_Regression]-((-0.0233*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_B_Turb_Status])))**2 + 26.665*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_B_Turb_Status]))) + 10505)/1000)) | active: 1 | source_flag: DB_ACTIVE
[60] tag_name: BFW_C_Turb_Steam_Imbalance | formula_expression: [BFW_C_Turb_Status]*([BFW_C_Turb_Steam_Regression]-((-0.0233*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_C_Turb_Status])))**2 + 26.665*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_C_Turb_Status]))) + 10505)/1000)) | active: 1 | source_flag: DB_ACTIVE
[61] tag_name: BFW_D_Motor_Power_Imbalance | formula_expression: [BFW_D_Motor_Status]*([BFW_D_Motor_Power_Regression]-((-0.0016*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_D_Motor_Status])))**2+ 1.8045*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_D_Motor_Status]))) + 401.61)/1000)/0.95) | active: 1 | source_flag: DB_ACTIVE
[62] tag_name: BFW_E_Turb_Steam_Imbalance | formula_expression: [BFW_E_Turb_Status]*([BFW_E_Turb_Steam_Regression]-((-0.0233*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_E_Turb_Status])))**2 + 26.665*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_E_Turb_Status]))) + 10505)/1000)) | active: 1 | source_flag: DB_ACTIVE
[63] tag_name: BFW_F_Motor_Power_Imbalance | formula_expression: [BFW_F_Motor_Status]*([BFW_F_Motor_Power_Regression]-((-0.0016*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_F_Motor_Status])))**2+ 1.8045*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_F_Motor_Status]))) + 401.61)/1000)/0.95) | active: 1 | source_flag: DB_ACTIVE
[64] tag_name: DMW_Turbine_A_Steam_Imbalance | formula_expression: [DMW_Turbine_A_Status]*([DMW_Turbine_A_Steam_Regression]-((-0.0023*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Turbine_A_Status])))**2 + 5.4956*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Turbine_A_Status]))) + 3330.4)/1000)/0.8) | active: 1 | source_flag: DB_ACTIVE
[65] tag_name: DMW_Turbine_C_Steam_Imbalance | formula_expression: [DMW_Turbine_C_Status]*([DMW_Turbine_C_Steam_Regression]-((-0.0023*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Turbine_C_Status])))**2 + 5.4956*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Turbine_C_Status]))) + 3330.4)/1000)/0.8) | active: 1 | source_flag: DB_ACTIVE
[66] tag_name: DMW_Pump_Motor_B_Power_Imbalance | formula_expression: [DMW_Pump_Motor_B_Status]*([DMW_Motor_B_Power_Regression]-(-8E-05*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Pump_Motor_B_Status])))**2 + 0.1835*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Pump_Motor_B_Status]))) + 36.904)/1000) | active: 1 | source_flag: DB_ACTIVE
[67] tag_name: total_air_generated | formula_expression: [Air_compressor_A_Discharge_flow]*[Air_Compressor_Turbine_A_Status]+[Air_compressor_B_Discharge_flow]*[Air_Compressor_Motor_B_Status]+[Air_compressor_C_Discharge_flow]*[Air_Compressor_Motor_C_Status]+[Air_compressor_D_Discharge_flow]*[Air_Compressor_Turbine_D_Status] | active: 1 | source_flag: DB_ACTIVE
[68] tag_name: Spec_En_Cons_BLR_1 | formula_expression: ((8E-06*[BLR_1_HPS_Gen]**2 - 0.0017 *[BLR_1_HPS_Gen] +3.0167)*(1-[Spec_En_Cons_BLR_1_dev]))*[BLR_1_Status]+(1-[BLR_1_Status])*5 | active: 1 | source_flag: DB_ACTIVE
[69] tag_name: Spec_En_Cons_BLR_2 | formula_expression: ((8E-06*[BLR_2_HPS_Gen]**2 - 0.0017 *[BLR_2_HPS_Gen] +3.0167)*(1-[Spec_En_Cons_BLR_2_dev]))*[BLR_2_Status]+(1-[BLR_2_Status])*5 | active: 1 | source_flag: DB_ACTIVE
[70] tag_name: Spec_En_Cons_BLR_3 | formula_expression: ((8E-06*[BLR_3_HPS_Gen]**2 - 0.0017 *[BLR_3_HPS_Gen] +3.0167)*(1-[Spec_En_Cons_BLR_3_dev]))*[BLR_3_Status]+(1-[BLR_3_Status])*5 | active: 1 | source_flag: DB_ACTIVE
[71] tag_name: Spec_En_Cons_BLR_4 | formula_expression: ((8E-06*[BLR_4_HPS_Gen]**2 - 0.0017 *[BLR_4_HPS_Gen] +3.0167)*(1-[Spec_En_Cons_BLR_4_dev]))*[BLR_4_Status]+(1-[BLR_4_Status])*5 | active: 1 | source_flag: DB_ACTIVE
[72] tag_name: Spec_En_Cons_BLR_5 | formula_expression: ((8E-06*[BLR_5_HPS_Gen]**2 - 0.0017 *[BLR_5_HPS_Gen] +3.0167)*(1-[Spec_En_Cons_BLR_5_dev]))*[BLR_5_Status]+(1-[BLR_5_Status])*5 | active: 1 | source_flag: DB_ACTIVE
[73] tag_name: Fuel_BLR_1 | formula_expression: [Fuel_BLR_1]*[BLR_1_Status] | active: 1 | source_flag: DB_ACTIVE
[74] tag_name: Fuel_BLR_2 | formula_expression: [Fuel_BLR_2]*[BLR_2_Status] | active: 1 | source_flag: DB_ACTIVE
[75] tag_name: Fuel_BLR_3 | formula_expression: [Fuel_BLR_3]*[BLR_3_Status] | active: 1 | source_flag: DB_ACTIVE
[76] tag_name: Fuel_BLR_4 | formula_expression: [Fuel_BLR_4]*[BLR_4_Status] | active: 1 | source_flag: DB_ACTIVE
[77] tag_name: Fuel_BLR_5 | formula_expression: [Fuel_BLR_5]*[BLR_5_Status] | active: 1 | source_flag: DB_ACTIVE
[78] tag_name: Total_air_vent | formula_expression: [total_air_generated]-[Total_Air_Demand] | active: 1 | source_flag: DB_ACTIVE
[79] tag_name: UO_All_MP_to_LP_letdown | formula_expression: [MP_to_LP_Letdown_LPS_Flow_Out_PV013A_UO] + [MP_to_LP_Letdown_LPS_Flow_Out_PV013B_UO] + [MP_to_LP_Letdown_LPS_Flow_Out_PV31_UO] + [MP_to_LP_Letdown_LPS_Flow_Out_PV32_UO] | active: 1 | source_flag: DB_ACTIVE
[80] tag_name: Air_Compressor_Turbine_A_Steam_Imbalance | formula_expression: [Air_Compressor_Turbine_A_Status]*([Air_Compressor_Turbine_A_Steam_Regression]-((14.691*([Air_compressor_A_Discharge_flow])*89.55 + 5079)/0.9/1000))/((14.691*([Air_compressor_A_Discharge_flow]+(1-[Air_Compressor_Turbine_A_Status]))*89.55 + 5079)/0.9/1000) | active: 1 | source_flag: DB_ACTIVE
[81] tag_name: Air_Compressor_Turbine_D_Steam_Imbalance | formula_expression: [Air_Compressor_Turbine_D_Status]*([Air_Compressor_Turbine_D_Steam_Regression]-((13.34*([Air_compressor_D_Discharge_flow])*92.96 + 4614.5)/0.9/1000))/((13.34*([Air_compressor_D_Discharge_flow]+(1-[Air_Compressor_Turbine_D_Status]))*92.96 + 4614.5)/0.9/1000) | active: 1 | source_flag: DB_ACTIVE
