minlp_tag,role,leaf_pi,in_hierarchy_sheet,in_master_pi_data,hierarchy_element_paths,status
BFW_Imbalance,decision_variable,EOEG3_Plant_Status,False,True,,in_feature_file_only
BFW_Imbalance,decision_variable,ETH_Plant_Status,False,True,,in_feature_file_only
BFW_Imbalance,decision_variable,LHV,False,True,,in_feature_file_only
BFW_Imbalance,decision_variable,Spec_En_Cons_BLR_1_Opt,False,True,,in_feature_file_only
BFW_Imbalance,decision_variable,Spec_En_Cons_BLR_2_Opt,False,True,,in_feature_file_only
BFW_Imbalance,decision_variable,Spec_En_Cons_BLR_3_Opt,False,True,,in_feature_file_only
BFW_Imbalance,decision_variable,Spec_En_Cons_BLR_4_Opt,False,True,,in_feature_file_only
BFW_Imbalance,decision_variable,Spec_En_Cons_BLR_5_Opt,False,True,,in_feature_file_only
BFW_Imbalance,decision_variable,VHP_BFW_FROM_U_O,False,True,,in_feature_file_only
BFW_Imbalance,decision_variable,VHP_DESPHTR_BFW_FROM_U_O,False,True,,in_feature_file_only
BFW_Motors_Running,decision_variable,,,,,no_pi_leaves
BFW_Turbines_Running,decision_variable,,,,,no_pi_leaves
BFW_to_Boilers,post_optimizer,LHV,False,True,,in_feature_file_only
BFW_to_Boilers,post_optimizer,Spec_En_Cons_BLR_1_Opt,False,True,,in_feature_file_only
BFW_to_Boilers,post_optimizer,Spec_En_Cons_BLR_2_Opt,False,True,,in_feature_file_only
BFW_to_Boilers,post_optimizer,Spec_En_Cons_BLR_3_Opt,False,True,,in_feature_file_only
BFW_to_Boilers,post_optimizer,Spec_En_Cons_BLR_4_Opt,False,True,,in_feature_file_only
BFW_to_Boilers,post_optimizer,Spec_En_Cons_BLR_5_Opt,False,True,,in_feature_file_only
BFW_to_HP_to_MP_Letdown_Flow_In_PV0007A_UO,decision_variable,,,,,no_pi_leaves
BFW_to_HP_to_MP_Letdown_Flow_In_PV0007B_UO,decision_variable,,,,,no_pi_leaves
BLR_1_HPS_Gen,decision_variable,LHV,False,True,,in_feature_file_only
BLR_1_HPS_Gen,decision_variable,Spec_En_Cons_BLR_1_Opt,False,True,,in_feature_file_only
BLR_1_Status,decision_variable,,,,,no_pi_leaves
BLR_2_HPS_Gen,decision_variable,LHV,False,True,,in_feature_file_only
BLR_2_HPS_Gen,decision_variable,Spec_En_Cons_BLR_2_Opt,False,True,,in_feature_file_only
BLR_2_Status,decision_variable,,,,,no_pi_leaves
BLR_3_HPS_Gen,decision_variable,LHV,False,True,,in_feature_file_only
BLR_3_HPS_Gen,decision_variable,Spec_En_Cons_BLR_3_Opt,False,True,,in_feature_file_only
BLR_3_Status,decision_variable,,,,,no_pi_leaves
BLR_4_HPS_Gen,decision_variable,LHV,False,True,,in_feature_file_only
BLR_4_HPS_Gen,decision_variable,Spec_En_Cons_BLR_4_Opt,False,True,,in_feature_file_only
BLR_4_Status,decision_variable,,,,,no_pi_leaves
BLR_5_HPS_Gen,decision_variable,LHV,False,True,,in_feature_file_only
BLR_5_HPS_Gen,decision_variable,Spec_En_Cons_BLR_5_Opt,False,True,,in_feature_file_only
BLR_5_Status,decision_variable,,,,,no_pi_leaves
BOILER_A_STACK_TEMPERATURE,post_optimizer,BOILER_A_FLUE_GAS_OXGYGEN,False,True,,in_feature_file_only
BOILER_A_STACK_TEMPERATURE,post_optimizer,LHV,False,True,,in_feature_file_only
BOILER_A_STACK_TEMPERATURE,post_optimizer,Spec_En_Cons_BLR_1_Opt,False,True,,in_feature_file_only
BOILER_B_STACK_TEMPERATURE,post_optimizer,BOILER_B_FLUE_GAS_OXGYGEN,False,True,,in_feature_file_only
BOILER_B_STACK_TEMPERATURE,post_optimizer,LHV,False,True,,in_feature_file_only
BOILER_B_STACK_TEMPERATURE,post_optimizer,Spec_En_Cons_BLR_2_Opt,False,True,,in_feature_file_only
BOILER_C_STACK_TEMPERATURE,post_optimizer,BOILER_C_FLUE_GAS_OXGYGEN,False,True,,in_feature_file_only
BOILER_C_STACK_TEMPERATURE,post_optimizer,LHV,False,True,,in_feature_file_only
BOILER_C_STACK_TEMPERATURE,post_optimizer,Spec_En_Cons_BLR_3_Opt,False,True,,in_feature_file_only
BOILER_D_STACK_TEMPERATURE,post_optimizer,BOILER_D_FLUE_GAS_OXGYGEN,False,True,,in_feature_file_only
BOILER_D_STACK_TEMPERATURE,post_optimizer,LHV,False,True,,in_feature_file_only
BOILER_D_STACK_TEMPERATURE,post_optimizer,Spec_En_Cons_BLR_4_Opt,False,True,,in_feature_file_only
BOILER_E_STACK_TEMPERATURE,post_optimizer,BOILER_E_FLUE_GAS_OXGYGEN,False,True,,in_feature_file_only
BOILER_E_STACK_TEMPERATURE,post_optimizer,Boiler_5_O2,False,True,,in_feature_file_only
BOILER_E_STACK_TEMPERATURE,post_optimizer,LHV,False,True,,in_feature_file_only
BOILER_E_STACK_TEMPERATURE,post_optimizer,Spec_En_Cons_BLR_5_Opt,False,True,,in_feature_file_only
CBD_energy_saving_BLR1,post_optimizer,,,,,no_pi_leaves
CBD_energy_saving_BLR2,post_optimizer,,,,,no_pi_leaves
CBD_energy_saving_BLR3,post_optimizer,,,,,no_pi_leaves
CBD_energy_saving_BLR4,post_optimizer,,,,,no_pi_leaves
CBD_energy_saving_BLR5,post_optimizer,,,,,no_pi_leaves
ETH_HPS_Demand,post_optimizer,ETH_Plant_Status,False,True,,in_feature_file_only
ETH_HPS_Demand,post_optimizer,Ethylene_total_flow,False,True,,in_feature_file_only
ETH_HPS_Demand,post_optimizer,Specific_energy_consumption_in_C2R,False,True,,in_feature_file_only
FD_Fan_BLR_1_Steam,decision_variable,FD_Fan_BLR_1_Steam_raw,False,True,,in_feature_file_only
FD_Fan_BLR_1_Steam,decision_variable,LHV,False,True,,in_feature_file_only
FD_Fan_BLR_1_Steam,decision_variable,Spec_En_Cons_BLR_1_Opt,False,True,,in_feature_file_only
FD_Fan_BLR_2_Steam,decision_variable,FD_Fan_BLR_2_Steam_raw,False,True,,in_feature_file_only
FD_Fan_BLR_2_Steam,decision_variable,LHV,False,True,,in_feature_file_only
FD_Fan_BLR_2_Steam,decision_variable,Spec_En_Cons_BLR_2_Opt,False,True,,in_feature_file_only
FD_Fan_BLR_3_Steam,decision_variable,FD_Fan_BLR_3_Steam_raw,False,True,,in_feature_file_only
FD_Fan_BLR_3_Steam,decision_variable,LHV,False,True,,in_feature_file_only
FD_Fan_BLR_3_Steam,decision_variable,Spec_En_Cons_BLR_3_Opt,False,True,,in_feature_file_only
FD_Fan_BLR_4_Steam,decision_variable,FD_Fan_BLR_4_Steam_raw,False,True,,in_feature_file_only
FD_Fan_BLR_4_Steam,decision_variable,LHV,False,True,,in_feature_file_only
FD_Fan_BLR_4_Steam,decision_variable,Spec_En_Cons_BLR_4_Opt,False,True,,in_feature_file_only
FD_Fan_BLR_5_Steam,decision_variable,FD_Fan_BLR_5_Steam_raw,False,True,,in_feature_file_only
FD_Fan_BLR_5_Steam,decision_variable,LHV,False,True,,in_feature_file_only
FD_Fan_BLR_5_Steam,decision_variable,Spec_En_Cons_BLR_5_Opt,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,ETH_Plant_Status,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_FLUE_GAS_O2,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_PASS_1_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_PASS_2_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_PASS_3_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_PASS_4_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_PASS_5_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_PASS_6_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_PASS_7_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_PASS_8_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_1_STACK_TEMPERATURE,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_FLUE_GAS_O2,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_PASS_1_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_PASS_2_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_PASS_3_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_PASS_4_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_PASS_5_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_PASS_6_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_PASS_7_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_PASS_8_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_2_STACK_TEMPERATURE,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_FLUE_GAS_O2,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_PASS_1_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_PASS_2_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_PASS_3_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_PASS_4_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_PASS_5_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_PASS_6_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_PASS_7_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_PASS_8_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_3_STACK_TEMPERATURE,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_FLUE_GAS_O2,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_PASS_1_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_PASS_2_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_PASS_3_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_PASS_4_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_PASS_5_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_PASS_6_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_PASS_7_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_PASS_8_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_4_STACK_TEMPERATURE,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_FLUE_GAS_O2,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_PASS_1_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_PASS_2_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_PASS_3_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_PASS_4_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_PASS_5_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_PASS_6_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_PASS_7_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_PASS_8_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_5_STACK_TEMPERATURE,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_FLUE_GAS_O2,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_PASS_1_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_PASS_2_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_PASS_3_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_PASS_4_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_PASS_5_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_PASS_6_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_PASS_7_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_PASS_8_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_6_STACK_TEMPERATURE,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_FLUE_GAS_O2,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_PASS_1_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_PASS_2_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_PASS_3_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_PASS_4_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_PASS_5_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_PASS_6_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_PASS_7_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_PASS_8_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_7_STACK_TEMPERATURE,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_FLUE_GAS_O2,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_PASS_1_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_PASS_2_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_PASS_3_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_PASS_4_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_PASS_5ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_PASS_6_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_PASS_7_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_PASS_8_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_8_STACK_TEMPERATURE,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_FLUE_GAS_O2,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_PASS_1_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_PASS_2_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_PASS_3_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_PASS_4_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_PASS_5ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_PASS_6_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_PASS_7_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_PASS_8_ETHANE_FEED,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,FUR_9_STACK_TEMPERATURE,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_1_Status_PIAF,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_2_Status_PIAF,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_3_Status_PIAF,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_4_Status_PIAF,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_5_Status_PIAF,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_6_Status_PIAF,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_7_Status_PIAF,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_8_Status_PIAF,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_9_Status_PIAF,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_A_COT,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_A_Fuel_gas_flow,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_B_COT,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_B_Fuel_gas_flow,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_C_COT,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_C_Fuel_gas_flow,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_D_COT,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_D_Fuel_gas_flow,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_E_COT,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_E_Fuel_gas_flow,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_F_COT,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_F_Fuel_gas_flow,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_G_COT,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_G_Fuel_gas_flow,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_H_COT,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_H_Fuel_gas_flow,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_J_COT,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Furnace_J_Fuel_gas_flow,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Overall_SHC_Ratio,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,Suction_Press_1Stage,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,VHP_to_HP_Let_Down_Valve_Opening_PX7024A_ETH,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_ETH,post_optimizer,VHP_to_HP_Let_Down_Valve_Opening_PX7024B_ETH,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_LAO,post_optimizer,FUEL_GAS_From_UO_to_LAO_Opt,False,True,,in_feature_file_only
FUEL_GAS_From_UO_to_LAO,post_optimizer,LAO_Plant_Status,False,True,,in_feature_file_only
Fuel_BLR_1,decision_variable,,,,,no_pi_leaves
Fuel_BLR_2,decision_variable,,,,,no_pi_leaves
Fuel_BLR_3,decision_variable,,,,,no_pi_leaves
Fuel_BLR_4,decision_variable,,,,,no_pi_leaves
Fuel_BLR_5,decision_variable,,,,,no_pi_leaves
HP_to_MP_Letdown_HPS_Flow_In_PV0007A_UO,decision_variable,HP_to_MP_Letdown_Valve_Opening_PV0007A_UO,False,True,,in_feature_file_only
HP_to_MP_Letdown_HPS_Flow_In_PV0007B_UO,decision_variable,HP_to_MP_Letdown_Valve_Opening_PV0007B_UO,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,Air_Compressor_Turbine_A_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,Air_Compressor_Turbine_D_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_B_Turb_Steam_cons,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_B_Turb_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_C_Turb_Steam_cons,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_C_Turb_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_E_Turb_Steam_cons,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_E_Turb_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_TO_LAO,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_to_EOEG_1,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_to_EOEG_2,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,BFW_to_EOEG_3,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,DMW_Makeup,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,DMW_Turbine_A_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,DMW_Turbine_C_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,DSP_BFW_TO_CAUSTIC_DILUTION,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,DSP_BFW_TO_EG1,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,DSP_BFW_TO_EG2,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,DSP_BFW_TO_EG3_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,DSP_BFW_TO_ETH_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,EOEG3_Plant_Status,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,ETH_Plant_Status,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,FD_Fan_BLR_1_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,FD_Fan_BLR_2_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,FD_Fan_BLR_3_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,FD_Fan_BLR_4_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,FD_Fan_BLR_5_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,LHV,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,MP_to_LP_Letdown_Valve_Opening_PV013A_UO,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,MP_to_LP_Letdown_Valve_Opening_PV013B_UO,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,MP_to_LP_Letdown_Valve_Opening_PV31_UO,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,MP_to_LP_Letdown_Valve_Opening_PV32_UO,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,Spec_En_Cons_BLR_1_Opt,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,Spec_En_Cons_BLR_2_Opt,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,Spec_En_Cons_BLR_3_Opt,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,Spec_En_Cons_BLR_4_Opt,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,Spec_En_Cons_BLR_5_Opt,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,VHP_BFW_B_Turb_Steam_cons,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,VHP_BFW_B_Turb_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,VHP_BFW_C_Turb_Steam_cons,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,VHP_BFW_C_Turb_Steam_raw,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,VHP_BFW_FROM_U_O,False,True,,in_feature_file_only
LP_Steam_Generation,decision_variable,VHP_DESPHTR_BFW_FROM_U_O,False,True,,in_feature_file_only
MP_Steam_Generation,decision_variable,,,,,no_pi_leaves
Spec_En_Cons_BLR_1,decision_variable,LHV,False,True,,in_feature_file_only
Spec_En_Cons_BLR_1,decision_variable,Spec_En_Cons_BLR_1_Opt,False,True,,in_feature_file_only
Spec_En_Cons_BLR_2,decision_variable,LHV,False,True,,in_feature_file_only
Spec_En_Cons_BLR_2,decision_variable,Spec_En_Cons_BLR_2_Opt,False,True,,in_feature_file_only
Spec_En_Cons_BLR_3,decision_variable,LHV,False,True,,in_feature_file_only
Spec_En_Cons_BLR_3,decision_variable,Spec_En_Cons_BLR_3_Opt,False,True,,in_feature_file_only
Spec_En_Cons_BLR_4,decision_variable,LHV,False,True,,in_feature_file_only
Spec_En_Cons_BLR_4,decision_variable,Spec_En_Cons_BLR_4_Opt,False,True,,in_feature_file_only
Spec_En_Cons_BLR_5,decision_variable,LHV,False,True,,in_feature_file_only
