,tag_name,formula_expression,Category
69,DMW_Turbine_A_Status,"if(([DMW_Turbine_A_Steam_raw]/1000)>2.500||([DMW_Turbine_A_RPM]>900),1,0)",Steam Turbine
70,DMW_Pump_Motor_B_Status,"if(ceil([Total_DMW_Demand]/350)>([DMW_Turbine_A_Status]+[DMW_Turbine_C_Status]),1,0)",Demin / Treated Water
71,DMW_Turbine_C_Status,"if(([DMW_Turbine_C_Steam_raw]/1000)>2.500||([DMW_Turbine_C_RPM]>900),1,0)",Steam Turbine
72,FDF_A_Motor_Status,"if(([FDF_A_AMPS])>25,1,0)",Boiler -- Air System
73,FDF_B_Motor_Status,"if(([FDF_B_AMPS])>25,1,0)",Boiler -- Air System
74,FDF_A_Motor_Power,1.73*[Voltage_LP]*[FDF_A_AMPS]*[FDF_A_Motor_Status]*[power_factor]/1000,Boiler -- Air System
75,FDF_B_Motor_Power,1.73*[Voltage_LP]*[FDF_B_AMPS]*[FDF_B_Motor_Status]*[power_factor]/1000,Boiler -- Air System
76,BFW_A_Motor_Power,1.73*[Voltage_LP]*[BFW_A_AMPS]*[BFW_A_Motor_Status]*[power_factor]/1000/1000,Power & Electrical
77,BFW_D_Motor_Power,1.73*[Voltage_LP]*[BFW_D_AMPS]*[BFW_D_Motor_Status]*[power_factor]/1000/1000,Power & Electrical
78,BFW_F_Motor_Power,[BFW_F_Motor_Status]*800/1000,Power & Electrical
79,VHP_BFW_A_Motor_Power,1.73*[Voltage_LP]*[VHP_BFW_A_AMPS]*[VHP_BFW_A_Motor_Status]*[power_factor]/1000/1000,VHP Steam Header
80,CW_Motor_C_Power,[CW_Motor_C_Status]*2295/1000,Cooling Water
81,CW_Motor_D_Power,[CW_Motor_D_Status]*2295/1000,Cooling Water
82,CW_Motor_E_Power,[CW_Motor_E_Status]*2295/1000,Cooling Water
83,CW_Motor_F_Power,[CW_Motor_F_Status]*2295/1000,Cooling Water
84,Air_Compressor_Motor_B_Power,1.73*[Voltage_LP]*[Air_Compressor_Motor_B_Amperes]*[Air_Compressor_Motor_B_Status]*[power_factor]/1000/1000,Plant / Instrument Air
85,Air_Compressor_Motor_C_Power,1.73*[Voltage_LP]*[Air_Compressor_Motor_C_Amperes]*[Air_Compressor_Motor_C_Status]*[power_factor]/1000/1000,Plant / Instrument Air
86,DMW_Motor_B_Power,[DMW_Pump_Motor_B_Status]*100.71/1000,Demin / Treated Water
87,DMW_Makeup,([DMW_MAKEUP_Near_Clean_Condensate_Header]+[DMW_MAKEUP_Near_Suspect_Condensate_Header])/1000,Demin / Treated Water
88,Total_Power_for_Drives,([FDF_A_Motor_Power]+[FDF_B_Motor_Power])/1000+[BFW_A_Motor_Power]+[BFW_D_Motor_Power]+[BFW_F_Motor_Power]+[VHP_BFW_A_Motor_Power]+[CW_Motor_C_Power]+[CW_Motor_D_Power]+[CW_Motor_E_Power]+[CW_Motor_F_Power]+[Air_Compressor_Motor_B_Power]+[Air_Compressor_Motor_C_Power]+[DMW_Motor_B_Power],Energy KPI / Imbalance
89,Deaerator_A_LPS_Vent,[Deaerator_A_LPS_raw]*0.02/1000,Deaerator
90,Deaerator_B_LPS_Vent,[Deaerator_B_LPS_raw]*0.02/1000,Deaerator
91,BFW_Drives_Running,[BFW_A_Motor_Status]+[BFW_B_Turb_Status]+[BFW_C_Turb_Status]+[BFW_D_Motor_Status]+[BFW_E_Turb_Status]+[BFW_F_Motor_Status],Boiler -- BFW System
92,VHP_BFW_Drives_Running,[VHP_BFW_B_Turb_Status]+[VHP_BFW_C_Turb_Status]+[VHP_BFW_A_Motor_Status],VHP Steam Header
93,CW_Drives_Running,[CW_Turbine_A_Status]+[CW_Turbine_B_Status]+[CW_Motor_C_Status]+[CW_Motor_D_Status]+[CW_Motor_E_Status]+[CW_Motor_F_Status]+[CW_Turbine_G_Status],Cooling Water
94,Air_Compressor_Drives_Running,[Air_Compressor_Turbine_A_Status]+[Air_Compressor_Motor_B_Status]+[Air_Compressor_Motor_C_Status]+[Air_Compressor_Turbine_D_Status],Plant / Instrument Air
95,DMW_Drives_Running,[DMW_Turbine_A_Status]+[DMW_Pump_Motor_B_Status]+[DMW_Turbine_C_Status],Demin / Treated Water
96,Total_Steam_Turbines_Running,[BFW_B_Turb_Status]+[BFW_C_Turb_Status]+[BFW_E_Turb_Status]+[VHP_BFW_B_Turb_Status]+[VHP_BFW_C_Turb_Status]+[CW_Turbine_A_Status]+[CW_Turbine_B_Status]+[CW_Turbine_G_Status]+[Air_Compressor_Turbine_A_Status]+[Air_Compressor_Turbine_D_Status]+[DMW_Turbine_A_Status]+[DMW_Turbine_C_Status]+[BLR_1_Status]+[BLR_2_Status]+[BLR_3_Status]+[BLR_4_Status]+[BLR_5_Status],Steam Turbine
97,LPS_from_Drives,[BFW_E_Turb_Steam]+[BFW_B_Turb_Steam]+ [BFW_C_Turb_Steam]+ [VHP_BFW_B_Turb_Steam]+ [VHP_BFW_C_Turb_Steam]+ [CW_Turbine_A_Steam]+ [CW_Turbine_B_Steam]+ [CW_Turbine_G_Steam]+ [Air_Compressor_Turbine_A_Steam]+ [Air_Compressor_Turbine_D_Steam]+ [DMW_Turbine_A_Steam]+ [DMW_Turbine_C_Steam]+ [FD_Fan_BLR_1_Steam]+[FD_Fan_BLR_2_Steam]+ [FD_Fan_BLR_3_Steam]+ [FD_Fan_BLR_4_Steam]+ [FD_Fan_BLR_5_Steam],LP Steam Header
98,HP_to_MP_Letdown_HPS_Flow_In_PV0007A_UO,(-0.0078*([HP_to_MP_Letdown_Valve_Opening_PV0007A_UO])^2+2.86*([HP_to_MP_Letdown_Valve_Opening_PV0007A_UO])),Letdown / Desuperheater
99,HP_to_MP_Letdown_HPS_Flow_In_PV0007B_UO,(-0.0078*([HP_to_MP_Letdown_Valve_Opening_PV0007B_UO])^2+2.86*([HP_to_MP_Letdown_Valve_Opening_PV0007B_UO])),Letdown / Desuperheater
100,BFW_to_HP_to_MP_Letdown_Flow_In_PV0007A_UO,0.11*[HP_to_MP_Letdown_HPS_Flow_In_PV0007A_UO],Letdown / Desuperheater
101,BFW_to_HP_to_MP_Letdown_Flow_In_PV0007B_UO,0.11*[HP_to_MP_Letdown_HPS_Flow_In_PV0007B_UO],Letdown / Desuperheater
102,HP_to_MP_Letdown_MPS_Flow_Out_PV0007A_UO,[HP_to_MP_Letdown_HPS_Flow_In_PV0007A_UO]+[BFW_to_HP_to_MP_Letdown_Flow_In_PV0007A_UO],Letdown / Desuperheater
103,HP_to_MP_Letdown_MPS_Flow_Out_PV0007B_UO,[HP_to_MP_Letdown_HPS_Flow_In_PV0007B_UO]+[BFW_to_HP_to_MP_Letdown_Flow_In_PV0007B_UO],Letdown / Desuperheater
104,MP_to_LP_Letdown_MPS_Flow_In_PV013A_UO,(0.0039*([MP_to_LP_Letdown_Valve_Opening_PV013A_UO])^2+0.047*([MP_to_LP_Letdown_Valve_Opening_PV013A_UO])),Letdown / Desuperheater
105,MP_to_LP_Letdown_MPS_Flow_In_PV013B_UO,(0.0039*([MP_to_LP_Letdown_Valve_Opening_PV013B_UO])^2+0.047*([MP_to_LP_Letdown_Valve_Opening_PV013B_UO])),Letdown / Desuperheater
106,MP_to_LP_Letdown_MPS_Flow_In_PV31_UO,0.677*([MP_to_LP_Letdown_Valve_Opening_PV31_UO]),Letdown / Desuperheater
107,MP_to_LP_Letdown_MPS_Flow_In_PV32_UO,0.677*([MP_to_LP_Letdown_Valve_Opening_PV32_UO]),Letdown / Desuperheater
108,MP_to_LP_Letdown_LPS_Flow_Out_PV013A_UO,(0.0039*([MP_to_LP_Letdown_Valve_Opening_PV013A_UO])^2+0.047*([MP_to_LP_Letdown_Valve_Opening_PV013A_UO])),Letdown / Desuperheater
109,MP_to_LP_Letdown_LPS_Flow_Out_PV013B_UO,(0.0039*([MP_to_LP_Letdown_Valve_Opening_PV013B_UO])^2+0.047*([MP_to_LP_Letdown_Valve_Opening_PV013B_UO])),Letdown / Desuperheater
110,MP_to_LP_Letdown_LPS_Flow_Out_PV31_UO,0.677*([MP_to_LP_Letdown_Valve_Opening_PV31_UO]),Letdown / Desuperheater
111,MP_to_LP_Letdown_LPS_Flow_Out_PV32_UO,0.677*([MP_to_LP_Letdown_Valve_Opening_PV32_UO]),Letdown / Desuperheater
112,HP_to_MP_Let_Down_Valve_PC9209_EG1_HP_Steam_Flow_in,0.498*([HP_to_MP_Let_Down_Valve_Opening_PC9209_EG1]),HP Steam Header
113,HP_to_MP_Let_Down_Valve_PC9209_EG2_HP_Steam_Flow_in,0.498*([HP_to_MP_Let_Down_Valve_Opening_PC9209_EG2]),HP Steam Header
114,HP_to_MP_Let_Down_Valve_PC9207_EG3_HP_Steam_Flow_in,0.0043*([HP_to_MP_Let_Down_Valve_Opening_PC9207_EG3])^2-0.1546*([HP_to_MP_Let_Down_Valve_Opening_PC9207_EG3]),HP Steam Header
115,HP_to_MP_Let_Down_Valve_PC9209_EG1_MP_Steam_Flow_out,0.498*([HP_to_MP_Let_Down_Valve_Opening_PC9209_EG1]),HP Steam Header
116,HP_to_MP_Let_Down_Valve_PC9209_EG2_MP_Steam_Flow_out,0.498*([HP_to_MP_Let_Down_Valve_Opening_PC9209_EG2]),HP Steam Header
117,HP_to_MP_Let_Down_Valve_PC9207_EG3_MP_Steam_Flow_out,0.0043*([HP_to_MP_Let_Down_Valve_Opening_PC9207_EG3])^2-0.1546*([HP_to_MP_Let_Down_Valve_Opening_PC9207_EG3]),HP Steam Header
118,VHP_to_HP_Let_Down_Valve_PX7024A_VHP_Steam_flow_in_ETH,5.33*([VHP_to_HP_Let_Down_Valve_Opening_PX7024A_ETH]),VHP Steam Header
119,VHP_to_HP_Let_Down_Valve_PX7024B_VHP_Steam_flow_in_ETH,1.324*([VHP_to_HP_Let_Down_Valve_Opening_PX7024B_ETH]),VHP Steam Header
120,VHP_to_HP_Let_Down_Valve_PX7024A_HP_Steam_flow_out_ETH,5.33*([VHP_to_HP_Let_Down_Valve_Opening_PX7024A_ETH]),VHP Steam Header
121,VHP_to_HP_Let_Down_Valve_PX7024B_HP_Steam_flow_out_ETH,1.324*([VHP_to_HP_Let_Down_Valve_Opening_PX7024B_ETH]),VHP Steam Header
122,HP_to_LP_Let_Down_Valve_PC7026_HP_Steam_flow_in_ETH,1.401*([HP_to_LP_Let_Down_Valve_Opening_PC7026_ETH]),HP Steam Header
123,HP_to_LP_Let_Down_Valve_HC7262_HP_Steam_flow_in_ETH,0.102*([HP_to_LP_Let_Down_Valve_Opening_HC7262_ETH]),HP Steam Header
124,HP_to_LP_Let_Down_Valve_PC7026_LP_Steam_flow_out_ETH,1.401*([HP_to_LP_Let_Down_Valve_Opening_PC7026_ETH]),HP Steam Header
125,HP_to_LP_Let_Down_Valve_HC7262_LP_Steam_flow_out_ETH,0.102*([HP_to_LP_Let_Down_Valve_Opening_HC7262_ETH]),HP Steam Header
126,LP_to_LLP_Let_Down_Valve_PC7029_LP_Steam_Flow_in_ETH,0.396*([LP_to_LLP_Let_Down_Valve_PC7029_Opening_ETH]),LP Steam Header
127,LP_to_LLP_Let_Down_Valve_PC7029_LLP_Steam_Flow_out_ETH,0.396*([LP_to_LLP_Let_Down_Valve_PC7029_Opening_ETH]),LP Steam Header
128,Purge_Steam_to_Furnace_valve_PDC1154_Steam_Flow_ETH,0.0005*([Purge_Steam_to_Furnace_valve_PDC1154_Opening_ETH])^2+0.0002*([Purge_Steam_to_Furnace_valve_PDC1154_Opening_ETH]),Furnace (Cracker)
129,Purge_Steam_to_Furnace_valve_PDC1155_Steam_Flow_ETH,0.0005*([Purge_Steam_to_Furnace_valve_PDC1155_Opening_ETH])^2+0.0002*([Purge_Steam_to_Furnace_valve_PDC1155_Opening_ETH]),Furnace (Cracker)
130,LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO,0.724*[LP_Steam_Dumping_Valve_PC0024A_Opening_UO],LP Steam Header
131,HP_Steam_Vent_valve_PV0012_Steam_flow_out_UO,2.059*([HP_Steam_Vent_valve_PV0012_Opening_UO]),HP Steam Header
132,LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO,1.208*[LP_Steam_Vent_valve_PV0024B_Opening_UO],LP Steam Header
133,HP_Steam_Vent_Valve_PC7032_Steam_Flow_Out_ETH,4.448*([HP_Steam_Vent_Valve_PC7032_Opening_ETH]),HP Steam Header
134,HP_Steam_Vent_Valve_PC7027_Steam_Flow_Out_ETH,2.059*([HP_Steam_Vent_Valve_PC7027_Opening_ETH]),HP Steam Header
135,LP_Steam_Vent_Valve_PC7028_Steam_Flow_Out_ETH,0.357*([LP_Steam_Vent_Valve_PC7028_Opening_ETH]),LP Steam Header
136,HP_Steam_Generation,[Total_BLR_HPS_Generation]+[ETH_HP_steam_BL_Export_flow]*0,HP Steam Header
137,HP_Steam_Consumption,(([BFW_E_Turb_Steam_raw]+[BFW_B_Turb_Steam_raw]+[BFW_C_Turb_Steam_raw]+[VHP_BFW_B_Turb_Steam_raw]+[VHP_BFW_C_Turb_Steam_raw]+[Air_Compressor_Turbine_A_Steam_raw]+[Air_Compressor_Turbine_D_Steam_raw]+[FD_Fan_BLR_1_Steam_raw]+[FD_Fan_BLR_2_Steam_raw]+[FD_Fan_BLR_3_Steam_raw]+[FD_Fan_BLR_4_Steam_raw]+[FD_Fan_BLR_5_Steam_raw])/1000)+[CW_Turbine_A_Steam]+[CW_Turbine_B_Steam]+[CW_Turbine_G_Steam]+[MP_Steam_Generation]+[ETH_HPS_Demand]+[EOEG_1_HPS_Demand]+[EOEG_2_HPS_Demand]+[EOEG_3_HPS_Demand]+[HP_Steam_Vent_valve_PV0012_Steam_flow_out_UO]-[Modified_HP_MP_BFW_Injection],HP Steam Header
138,HP_Steam_Imbalance,[Total_BLR_HPS_Generation]-[HP_Steam_Consumption],HP Steam Header
139,MP_Steam_Generation,"if(abs(0.0395*[UO_HP_MP_Desuperheater1_opening]*[UO_HP_MP_Desuperheater1_opening] + 0.0228*[UO_HP_MP_Desuperheater1_opening]-[MP_Steam_Consumption])>10,[MP_Steam_Consumption]+10,0.0395*[UO_HP_MP_Desuperheater1_opening]*[UO_HP_MP_Desuperheater1_opening] + 0.0228*[UO_HP_MP_Desuperheater1_opening])",MP Steam Header
140,MP_Steam_Consumption,([EOEG_1_MPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_3_MPS_Demand])+([DMW_Turbine_A_Steam_raw]+[DMW_Turbine_C_Steam_raw])/1000+[MP_to_LP_Letdown_MPS_Flow_In_PV013A_UO]+[MP_to_LP_Letdown_MPS_Flow_In_PV013B_UO]+[MP_to_LP_Letdown_LPS_Flow_Out_PV31_UO]+[MP_to_LP_Letdown_LPS_Flow_Out_PV32_UO],MP Steam Header
141,MP_Steam_Imbalance,[MP_Steam_Generation]-[MP_Steam_Consumption],MP Steam Header
142,LP_Steam_Generation,[LPS_from_Drives]+[MP_to_LP_Letdown_LPS_Flow_Out_PV013A_UO]+[MP_to_LP_Letdown_LPS_Flow_Out_PV013B_UO]+[MP_to_LP_Letdown_LPS_Flow_Out_PV31_UO]+[MP_to_LP_Letdown_LPS_Flow_Out_PV32_UO]+(([Total_BLR_HPS_Generation])*0.01*0.21),LP Steam Header
143,LP_Steam_Consumption,([ETH_LPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_LPS_Demand])+([Deaerator_A_LPS_raw]+[Deaerator_B_LPS_raw])/1000+[LAO_LP_Steam_Demand]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO]+[LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO],LP Steam Header
144,LP_Steam_Imbalance,[LP_Steam_Generation]-[LP_Steam_Consumption],LP Steam Header
145,Energy_Bill,([Total_Power_for_Drives]+[Power_Consumption_Plant_U_O])*3.6*[Power_Rate]+([Total_Fuel_for_Boilers]+[Fuel_Consumption_Plants_U_O])*([LHV])*[Fuel_Rate]+[DMW_Makeup]*[DMW_Rate],Cost & Economics
146,Total_Fuel_Demand,[Fuel_BLR_1_corrected]+[Fuel_BLR_2_corrected]+[Fuel_BLR_3_corrected]+[Fuel_BLR_4_corrected]+[Fuel_BLR_5_corrected],Boiler -- Combustion & Fuel
147,Total_Power_Demand,[FDF_A_Motor_Power]+[FDF_B_Motor_Power]+(([BFW_A_Motor_Power]+[BFW_D_Motor_Power]+[BFW_F_Motor_Power]+[VHP_BFW_A_Motor_Power]+[CW_Motor_C_Power]+[CW_Motor_D_Power]+[CW_Motor_E_Power]+[CW_Motor_F_Power]+[Air_Compressor_Motor_B_Power]+[Air_Compressor_Motor_C_Power]+[DMW_Motor_B_Power])*1000),Energy KPI / Imbalance
148,HP_Steam_to_MP_Steam_Letdown_flow,[MP_Steam_Generation]+[HP_to_MP_Let_Down_Valve_PC9209_EG1_HP_Steam_Flow_in]+[HP_to_MP_Let_Down_Valve_PC9209_EG2_HP_Steam_Flow_in]+[HP_to_MP_Let_Down_Valve_PC9207_EG3_HP_Steam_Flow_in],Letdown / Desuperheater
149,MP_Steam_to_LP_Steam_Letdown_flow,[MP_to_LP_Letdown_MPS_Flow_In_PV013A_UO]+[MP_to_LP_Letdown_MPS_Flow_In_PV013B_UO]+[MP_to_LP_Letdown_MPS_Flow_In_PV31_UO]+[MP_to_LP_Letdown_MPS_Flow_In_PV32_UO],Letdown / Desuperheater
150,LP_Steam_to_Condensing,[LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO],Steam Turbine
151,LP_Steam_to_venting,1.208*[LP_Steam_Vent_valve_PV0024B_Opening_UO]+0.357*([LP_Steam_Vent_Valve_PC7028_Opening_ETH]),LP Steam Header
152,Boilers_Running,[Total_Boilers_Running],Boiler -- Performance & Energy
153,Steam_Generation_from_Boilers,([BLR_1_HPS_Gen]*[BLR_1_Status]+[BLR_2_HPS_Gen]*[BLR_2_Status]+[BLR_3_HPS_Gen]*[BLR_3_Status]+[BLR_4_HPS_Gen]*[BLR_4_Status]+[BLR_5_HPS_Gen]*[BLR_5_Status]),Boiler -- Steam Generation
154,Boilers_Specific_Energy_Consumption,([Spec_En_Cons_BLR_1]*[BLR_1_Status]+[Spec_En_Cons_BLR_2]*[BLR_2_Status]+[Spec_En_Cons_BLR_3]*[BLR_3_Status]+[Spec_En_Cons_BLR_4]*[BLR_4_Status]+[Spec_En_Cons_BLR_5]*[BLR_5_Status])/[Total_Boilers_Running],Boiler -- Performance & Energy
155,Turbine_Drives_running,[BFW_B_Turb_Status]+[BFW_C_Turb_Status]+[BFW_E_Turb_Status]+[VHP_BFW_B_Turb_Status]+[VHP_BFW_C_Turb_Status]+[CW_Turbine_A_Status]+[CW_Turbine_B_Status]+[CW_Turbine_G_Status]+[Air_Compressor_Turbine_A_Status]+[Air_Compressor_Turbine_D_Status]+[DMW_Turbine_A_Status]+[DMW_Turbine_C_Status]+[BLR_1_Status]+[BLR_2_Status]+[BLR_3_Status]+[BLR_4_Status]+[BLR_5_Status],Steam Turbine
156,Motor_Drives_running,[BFW_Drives_Running]+[VHP_BFW_Drives_Running]+[CW_Drives_Running]+[Air_Compressor_Drives_Running]+[DMW_Drives_Running]+[Total_Boilers_Running]-[Total_Steam_Turbines_Running],Plant Status & Availability
157,Total_Steam_venting,[HP_Steam_Vent_valve_PV0012_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO]+[HP_Steam_Vent_Valve_PC7032_Steam_Flow_Out_ETH]+[HP_Steam_Vent_Valve_PC7027_Steam_Flow_Out_ETH]+[LP_Steam_Vent_Valve_PC7028_Steam_Flow_Out_ETH]+[LP_Steam_Vent_valve_HV9208_Flowout_EG3],Energy KPI / Imbalance
158,Total_Energy_Consumption,[Total_Power_Consumption_Energy]+[NATURAL_GAS_Import_CTM_Energy],Energy KPI / Imbalance
159,Specific_Energy_Cost,[Total_Energy_Bill]/[Total_Products],Specific Energy Consumption
160,Specific_Energy_Consumption,[Total_Energy_Consumption]/[Total_Products],Specific Energy Consumption
161,Total_BFW_Generated,[Return_Condensate]+[DMW_Makeup]+([Deaerator_A_LPS_raw]+[Deaerator_B_LPS_raw])/1000+[Condensate_From_P_7106_to_Deaerator_Header],Boiler -- BFW System
162,Total_BFW_Consumption,[VHP_BFW_FROM_U_O]+[VHP_DESPHTR_BFW_FROM_U_O]+[BFW_to_EOEG_1]+[BFW_to_EOEG_2]+[BFW_to_EOEG_3]+[BFW_TO_LAO]+[DSP_BFW_TO_ETH]+[DSP_BFW_TO_EG1]+[DSP_BFW_TO_EG2]+[DSP_BFW_TO_EG3]+[DSP_BFW_TO_CAUSTIC_DILUTION]+[Total_BLR_HPS_Generation]/.99+[Deaerator_A_LPS_Vent]+[Deaerator_B_LPS_Vent],Boiler -- BFW System
163,Total_Air_Demand,([Air_compressor_A_Discharge_flow]*[Air_Compressor_Turbine_A_Status]+[Air_compressor_B_Discharge_flow]*[Air_Compressor_Motor_B_Status]+[Air_compressor_C_Discharge_flow]*[Air_Compressor_Motor_C_Status]+[Air_compressor_D_Discharge_flow]*[Air_Compressor_Turbine_D_Status]),Boiler -- Air System
164,Total_CW_Demand,([CW_TO_UTILITIES]+[CW_TO_LAO]+[CW_TO_EG1]+[CW_TO_EG2]+[CW_TO_ETH]+[CW_TO_CO2]),Cooling Water
165,BFW_Imbalance,[Total_BFW_Generated]-[Total_BFW_Consumption],Boiler -- BFW System
166,BFW_Flow_Consumption,[BFW_to_EOEG_1]+[BFW_to_EOEG_2]+[BFW_to_EOEG_3]+[BFW_TO_LAO]+[DSP_BFW_TO_ETH]+[DSP_BFW_TO_EG1]+[DSP_BFW_TO_EG2]+[DSP_BFW_TO_EG3]+[DSP_BFW_TO_CAUSTIC_DILUTION]+[Total_BLR_HPS_Generation]/.99,Boiler -- BFW System
167,VHP_Flow_Demand,[VHP_BFW_FROM_U_O]+[VHP_DESPHTR_BFW_FROM_U_O],VHP Steam Header
168,Total_Drives_Running,[BFW_Drives_Running]+[VHP_BFW_Drives_Running]+[CW_Drives_Running]+[Air_Compressor_Drives_Running]+[DMW_Drives_Running]+[BLR_1_Status]+[BLR_2_Status]+[BLR_3_Status]+[BLR_4_Status]+[BLR_5_Status],Plant Status & Availability
169,Total_Motors_Running,[Total_Drives_Running]-[Total_Steam_Turbines_Running],Plant Status & Availability
170,Objective,[Total_Energy_Bill]+[Contribution_from_SEUs],Optimization Output
171,CW_TO_EG1,"max(0,min(22000,if([EOEG1_Plant_Status]==1,if([CW_TO_EG1_totalizer_delta]>17000,[CW_TO_EG1_totalizer_delta],[CW_TO_EG1_totalizer_delta]*1.732),[CW_TO_EG1_totalizer_delta]*1.732))) + 0*if([EG1_EOE]>30,if([EG2_EOE]>30,[CW_TO_EG2],19000),if([CW_Drives_Running]<6,0,19000))",Cooling Water
172,energy_bill_efficiency,(1-([Total_Energy_Bill_optimum]/[Total_Energy_Bill_actual]))*100,Cost & Economics
173,opportunity_energy_bills,[Total_Benifit_actual]+[opportunity_from_seus_actual],Cost & Economics
174,fuel_efficiency,([Total_Fuel_Consumption_optimum]/[Total_Fuel_Consumption_actual])*100,Boiler -- Combustion & Fuel
175,opportunity_fuel,[Total_Fuel_Consumption_actual]-[Total_Fuel_Consumption_optimum],Cost & Economics
176,energy_intensity_index,([Specific_Energy_Consumption_optimum]/[Specific_Energy_Consumption_actual])*100,Energy KPI / Imbalance
177,opportunity_co2,([Total_Power_Consumption_actual]-[Total_Power_Consumption_optimum])*[Power_Emission_Factor_actual]+([Total_Fuel_Consumption_actual]-[Total_Fuel_Consumption_optimum])*[Fuel_Emission_Factor_actual],Cost & Economics
178,ETH_Plant_Status,"if(if(missing([Total_Ethylene_Production_ETH_Plant]),0,[Total_Ethylene_Production_ETH_Plant])>100,1,0)",Ethylene Plant
179,EOEG1_Plant_Status,"if(if(missing([EG1_EOE]),0,[EG1_EOE])>30,1,0)",EOEG Plant
180,EOEG2_Plant_Status,"if(if(missing([EG2_EOE]),0,[EG2_EOE])>30,1,0)",EOEG Plant
181,EOEG3_Plant_Status,"if(if(missing([EG3_EOE]),0,[EG3_EOE])>30,1,0)",EOEG Plant
182,LAO_Plant_Status,"if(if(missing([LAO_Load]),0,[LAO_Load])<5,0,1)",LAO Plant
183,CO2_Plant_Status,"if([CO2_Load]<20,0,1)",Plant Status & Availability
184,UO_Plant_Status,1,UO Plant
185,ETH_Power_Consumption,[ETH_Plant_Status]*[Power_to_ETH],Ethylene Plant
186,EOEG_1_Power_Consumption,[EOEG1_Plant_Status]*[Power_to_EG_1],EOEG Plant
187,EOEG_2_Power_Consumption,[EOEG2_Plant_Status]*[Power_to_EG_2],EOEG Plant
188,EOEG_3_Power_Consumption,[EOEG3_Plant_Status]*[Power_to_EG_3],EOEG Plant
189,LAO_Power_Consumption,[LAO_Plant_Status]*[Power_to_LAO],LAO Plant
190,CO2_Power_Consumption,[CO2_Plant_Status]*[Power_to_CO2],Power & Electrical
191,UO_Power_Consumption_without_Drives,[UO_Plant_Status]*[Power_to_Utility],UO Plant
192,Total_Power_Consumption_without_Drives,[Power_Consumption_Plants]+[Power_Consumption_Plant_U_O],Power & Electrical
193,Total_Power_Consumption,[Total_Power_Consumption_without_Drives]+[Total_Power_for_Drives],Power & Electrical
194,NG_Fuel_to_EG1,"if([EOEG1_Plant_Status]==0,0,[NG_Fuel_to_EG1_raw]/1000)",Boiler -- Combustion & Fuel
195,TAILGAS_From_EG1_to_UO,"if([EOEG1_Plant_Status]==0,0,[TAILGAS_From_EG1_to_UO_raw]/1000)",UO Plant
196,NG_Fuel_to_EG2,"if([EOEG2_Plant_Status]==0,0,if([NG_Fuel_to_EG2_raw]<5,[NG_Fuel_to_EG2_raw],[NG_Fuel_to_EG2_raw]/1000))",Boiler -- Combustion & Fuel
197,TAILGAS_From_EG2_to_UO,"if([EOEG2_Plant_Status]==0,0,[TAILGAS_From_EG2_to_UO_raw]/1000)",UO Plant
198,NG_Fuel_to_EG3,"if([EOEG3_Plant_Status]==0,0,[NG_Fuel_to_EG3_raw]/1000)",Boiler -- Combustion & Fuel
199,TAILGAS_From_EG3_to_UO,"if([EOEG3_Plant_Status]==0,0,[TAILGAS_From_EG3_to_UO_raw]/1000)",UO Plant
200,FUEL_GAS_From_UO_to_LAO,"if([LAO_Plant_Status]==0,0,round((([FUEL_GAS_From_UO_to_LAO_A]+[FUEL_GAS_From_UO_to_LAO_B])/1000),3))",Boiler -- Combustion & Fuel
201,ETHANE_Fuel_From_ETH_to_UO,"if(([ETHANE_Fuel_From_ETH_to_UO_raw]/1000)<=0,0,([ETHANE_Fuel_From_ETH_to_UO_raw]/1000))",UO Plant
202,FUEL_GAS_From_UO_to_Flare,[FUEL_GAS_From_UO_to_Flare_raw]/1000,Boiler -- Combustion & Fuel
203,FUEL_GAS_From_UO_to_Incinerator,[FUEL_GAS_From_UO_to_Incinerator_raw]/1000,Boiler -- Combustion & Fuel
204,FUEL_GAS_From_UO_to_WTO,[FUEL_GAS_From_UO_to_WTO_raw]/1000,Boiler -- Combustion & Fuel
205,NATURAL_GAS_Import_CTM,"if([act_running]==1,[NATURAL_GAS_Import_CTM_raw]/1000,[Total_Fuel_Supply]-[Fuel_generated])",UO Plant
206,Total_Fuel_Supply,"if([act_running]==1,([Fuel_generated]+([NATURAL_GAS_Import_CTM_raw]/1000)),([Total_Fuel_Consumption]+[Total_Fuel_Imbalance]))",Boiler -- Combustion & Fuel
207,Total_Fuel_Consumption_without_Boilers,[Fuel_Consumption_Plants_fixed]+[Fuel_Consumption_Plants_changes]+[Fuel_Consumption_Plants_U_O],Boiler -- Performance & Energy
208,Total_Fuel_Consumption,[Total_Fuel_Consumption_without_Boilers]+[Total_Fuel_for_Boilers_corrected],Boiler -- Combustion & Fuel
